paragraph,Text
<PARAGRAPH 5.1.1.>,"Additionally vehicles equipped with electrical power train shall meet Paragraph-5.5. This could be demonstrated in a separate frontal impact test at the request of the manufacturer after validation by the Technical Service, given that the electric components do not influence the driver's protection performance of the vehicle type as defined in this Regulation."
<PARAGRAPH 5.1.2.>,Specifications of Paragraph-5.1. above are deemed to be met if the vehicle equipped with such a steering system complies with the specifications of Paragraph-5.2.2. of Regulation-No._94.
<PARAGRAPH 5.2.>,"When the steering control is struck by a body block released against this control at a relative speed of 24.1 km/h (15 mph), the force applied to the body block by the steering control shall not exceed 1,111 daN."
<PARAGRAPH 5.2.1.>,"If the steering control is fitted with a steering wheel airbag, specifications of Paragraph-5.2. above are deemed to be met if the vehicle equipped with such a steering system complies with the specifications of Paragraph-5.2.1.4. Paragraph-5.2.1.5. of Regulation-No._94."
<PARAGRAPH 5.3.>,"When the steering control is struck by an impactor released against this control at a relative speed of 24.1 km/h, in accordance with the procedures of Annex-5, the deceleration of the impactor shall not exceed 80 g cumulative for more than 3 milliseconds. The deceleration shall always be lower than 120 g with C.F.C. 600 Hz."
<PARAGRAPH 5.4.>,"The steering control shall be designed, constructed and fitted in such a way that:"
<PARAGRAPH 5.4.1.>,"Before the impact test prescribed in Paragraph-5.2. Paragraph-5.3. above no part of the steering control surface, directed towards the driver, which can be contacted by a sphere of 165 mm in diameter shall present any roughness or sharp edges with a radius of curvature of less than 2.5 mm. In the case of a steering control equipped with an airbag, this requirements shall be deemed satisfactory if no part, which can be contacted by a sphere of 165 mm in diameter, contains any dangerous sharp edges, as defined in Paragraph-2.18. of Regulation-No._21, likely to increase the risk of serious injury to the occupants."
<PARAGRAPH 5.4.1.1.>,"After any impact test prescribed in Paragraph-5.2. Paragraph-5.3. the part of the steering control surface directed towards the driver shall not present any 2 See Annex-3, Paragraph-3.1. sharp or rough edges likely to increase the danger or severity of injuries to the driver. Small surface cracks and fissures shall be disregarded."
<PARAGRAPH 5.4.1.1.1.>,"In the case of a projection consisting of a component made of non-rigid material of less than 50 Shore A hardness mounted on rigid support, the requirement of Paragraph-5.4.1.1. shall only apply to the rigid support."
<PARAGRAPH 5.4.2.>,"The steering control shall be so designed, constructed and fitted as not to embody components or accessories, including the horn control and assembly accessories, capable of catching in the driver's clothing or jewellery in normal driving movements."
<PARAGRAPH 5.4.3.>,"In the case of steering controls not intended to form part of the original equipment they shall be required to meet the specification when tested in accordance with Annex-4, Paragraph-2.1.3. and Annex-5, Paragraph-2.3."
<PARAGRAPH 5.4.4.>,"In the case of ""general steering controls"", the requirements shall be met over:"
<PARAGRAPH 5.4.4.1.>,"The full range of column angles, it being understood that the tests shall be performed at least for the maximum and minimum column angles for the range of approved vehicle types for which the controls are intended;"
<PARAGRAPH 5.4.4.2.>,"The full range of possible impactor and body block positions in relation to the steering control, it being understood that the test shall be performed at least for the mean position for the range of approved vehicle types for which the controls are intended. Where a steering column is used, it shall be of a type corresponding to the ""worst case"" conditions."
<PARAGRAPH 5.4.5.>,"Where adaptors are used to adapt a single type of steering control to a range of steering column, and it can be demonstrated that with such adaptors the energy-absorbing characteristics of the system are the same, all the tests may be performed with one type of adaptor."
<PARAGRAPH 5.5.>,Following the test conducted in accordance with the procedure defined in Annex-3 to this Regulation the electrical power train operating on high voltage and the high voltage components and systems which are galvanically connected to the high voltage bus of the electrical power train shall meet the following requirements:
<PARAGRAPH 5.5.1.>,Protection against electrical shock After the impact at least one of the four criteria specified in Paragraph-5.5.1.1. to
<PARAGRAPH 5.5.1.4.2.>,"shall be met. If the vehicle has an automatic disconnect function or device(s) that galvanically divide the electrical power train circuit during driving condition, at least one of the following criteria shall apply to the disconnected circuit or to each divided circuit individually after the disconnect function is activated. However criteria defined in"
<PARAGRAPH 5.5.1.4.>,"shall not apply if more than a single potential of a part of the high voltage bus is not protected under the conditions of protection IPXXB. In the case that the test is performed under the condition that part(s) of the high voltage system are not energized, the protection against electrical shock shall be proved by either Paragraph-5.5.1.3. or Paragraph-5.5.1.4. for the relevant part(s)."
<PARAGRAPH 5.5.1.1.>,"Absence of high voltage The voltages Vb, V1 and V2 of the high voltage buses shall be equal or less than 30 VAC or 60 VDC as specified in Paragraph-2. of Annex-7."
<PARAGRAPH 5.5.1.2.>,"Low electrical energy The total energy (TE) on the high voltage buses shall be less than 2.0 joules when measured according to the test procedure as specified in Paragraph-3. formula (a) of Annex-7. Alternatively the total energy (TE) may be calculated by the measured voltage Vb of the high voltage bus and the capacitance of the X-capacitors (Cx) specified by the manufacturer in Paragraph-3. formula (b) of Annex-7. The energy stored in the Y-capacitors (TEy1, TEy2) shall also be less than 2.0 joules. This shall be calculated by measuring the voltages V1 and V2 of the high voltage buses and the electrical chassis, and the capacitance of the Y-capacitors specified by the manufacturer according to formula (c) in Paragraph-3. of Annex-7."
<PARAGRAPH 5.5.1.3.>,"Physical protection For protection against direct contact with high voltage live parts, the protection IPXXB shall be provided. In addition, for protection against electrical shock which could arise from indirect contact, the resistance between all exposed conductive parts and the electrical chassis shall be lower than 0.1 ohm when there is current flow of at least 0.2 amperes. This requirement is satisfied if the galvanic connection has been made by welding."
<PARAGRAPH 5.5.1.4.>,Isolation resistance The criteria specified in the Paragraph-5.5.1.4.1. Paragraph-5.5.1.4.2. below shall be met. The measurement shall be conducted in accordance with Paragraph-5. of Annex-7.
<PARAGRAPH 5.5.1.4.1.>,"Electrical power train consisting of separate DC- or AC-buses If the AC high voltage buses and the DC high voltage buses are galvanically isolated from each other, isolation resistance between the high voltage bus and the electrical chassis (Ri as defined in Paragraph-5. of Annex-7) shall have for DC buses, and for AC buses."
<PARAGRAPH 5.5.1.4.2.>,"Electrical power train consisting of combined DC- and AC-buses If the AC high voltage buses and the DC high voltage buses are galvanically connected isolation resistance between the high voltage bus and the electrical chassis (Ri as defined in Paragraph-5. of Annex-7) shall have a minimum value of However, if the protection IPXXB is satisfied for all AC high voltage buses or the AC voltage is equal or less than 30 V after the vehicle impact, the isolation resistance between the high voltage bus and the electrical chassis (Ri as defined in Paragraph-5. of Annex-7) shall have a minimum value of 100"
<PARAGRAPH 5.5.2.>,"Electrolyte spillage In the period from the impact until 30 minutes after, no electrolyte from the RESS shall spill into the passenger compartment, and no more than 7 per cent of electrolyte shall spill from the RESS except open type traction batteries outside the passenger compartment. For open type traction batteries no more than 7 per cent with a maximum of 5.0 liters shall spill outside the passenger compartment. The manufacturer shall demonstrate compliance in accordance with Paragraph-6. of Annex-7."
<PARAGRAPH 5.5.3.>,RESS retention RESS located inside the passenger compartment shall remain in the location in which they are installed and RESS components shall remain inside RESS boundaries. No part of any RESS that is located outside the passenger compartment for electrical safety assessment shall enter the passenger compartment during or after the impact test. The manufacture shall demonstrate compliance in accordance with Paragraph-7. of Annex-7.
<PARAGRAPH 5.6.>,Specifications of Paragraph-5.5. to
<PARAGRAPH 5.5.3.>,above are deemed to be met if the vehicle equipped with an electrical power train operating on high voltage complies with the specifications of Paragraph-5.2.8. to
<PARAGRAPH 5.2.8.3.>,"of Regulation-No._94, 02 series of amendments."
<PARAGRAPH 6.>,Tests
<PARAGRAPH 6.1.>,"Compliance with the requirements of Paragraph-5.1. toParagraph-5.4.above shall be checked in accordance with the methods set out in Annexes 3, 4 and 5 to this Regulation. Compliance with the requirements of Paragraph-5.5. above shall be checked in accordance with the methods set out in Annex-3 to this Regulation. All measurements should be done on the basis of ISO 6487 1987."
<PARAGRAPH 6.2.>,"However, other tests may be permitted at the discretion of the Type Approval Authority provided equivalence can be demonstrated. In such a case a report shall be attached to the approval documentation describing the methods used and the results obtained."
<PARAGRAPH 7.>,Modifications and extension of approval of the vehicle type or steering control type
<PARAGRAPH 7.1.>,Every modification of the vehicle type or steering control type or both shall be notified to the Type Approval Authority which approved the vehicle type or the steering control type. The department may then either:
<PARAGRAPH 7.1.1.>,Consider that the modifications made are unlikely to have an appreciable adverse effect and that in any case the vehicle still complies with the requirements; Paragraph-7.1.2. Require a further test report from the technical service responsible for conducting the tests.
<PARAGRAPH 7.2.>,"Without prejudice to the provisions of Paragraph-7.1. above, a variant of the vehicle whose mass in the running order is less than that of the vehicle subjected to the approval test shall not be regarded as a modification of the vehicle type."
<PARAGRAPH 7.3.>,"Confirmation or refusal of approval, specifying the alteration shall be communicated by the procedure specified in Paragraph-4.2.3. Paragraph-4.3.3. above to the Parties to the Agreement applying this Regulation."
<PARAGRAPH 7.4.>,The competent authority issuing the extension of approval shall assign a series number for such an extension and inform thereof the other Parties to the 1958 Agreement applying this Regulation by means of a communication form conforming to the model in Annex-1A or Annex-1B to this Regulation.
<PARAGRAPH 8.>,Conformity of production
<PARAGRAPH 8.1.>,Every vehicle or steering control approved under this Regulation shall be so manufactured as to conform to the type approved by meeting the requirements set out in paragraphs 5 and 6 above.
<PARAGRAPH 8.2.>,"In order to verify that the requirements of Paragraph-8.1. are met, suitable checks of the production shall be carried out."
<PARAGRAPH 8.3.>,"The holder of the approval shall, in particular:"
<PARAGRAPH 8.3.1.>,Ensure the existence of procedures for effective quality control of the vehicle or steering control;
<PARAGRAPH 8.3.2.>,Have access to the testing equipment necessary for checking conformity to each approved type;
<PARAGRAPH 8.3.3.>,Ensure that test result data are recorded and that the annexed documents remain available for a period to be determined in agreement with the Type Approval Authority;
<PARAGRAPH 8.3.4.>,"Analyse the results of each type of test, in order to verify and ensure the consistency of characteristics of the vehicle or steering control, making allowance for permissible variations in industrial production;"
<PARAGRAPH 8.3.5.>,Ensure that for each type of vehicle or steering control at least the tests concerning the taking of measurements are carried out;
<PARAGRAPH 8.3.6.>,Ensure that any set of samples or test pieces giving evidence of non-conformity in the type of test in question shall give rise to a further sampling and test. All necessary steps shall be taken to restore conformity of the corresponding production.
<PARAGRAPH 8.4.>,The competent authority which has granted type approval may at any time verify the conformity control methods applied in each production unit.
<PARAGRAPH 8.4.1.>,"At every inspection, the test records and production records shall be presented to the visiting inspector."
<PARAGRAPH 8.4.2.>,The inspector may select samples at random to be tested in the manufacturer's laboratory. The minimum number of samples may be determined according to the results of the manufacturer's own checks.
<PARAGRAPH 8.4.3.>,"Where the quality level appears unsatisfactory or it seems necessary to verify the validity of the tests carried out in application of Paragraph-8.4.2., the inspector shall select samples to be sent to the technical service which conducted the type approval tests."
<PARAGRAPH 8.4.4.>,"The competent authority may carry out any test prescribed in this Regulation. The normal frequency of inspections authorized by the competent authority shall be one per year. In cases where unsatisfactory results are found during one of these inspections, the competent authority shall ensure that all necessary steps are taken to restore conformity of production as rapidly as possible."
<PARAGRAPH 9.>,Penalties for non-conformity of production
<PARAGRAPH 9.1.>,"The approval granted in respect of a vehicle type or steering control type, pursuant to this Regulation, may be withdrawn if the requirement laid down in Paragraph-8.1. above is not complied with, or if the vehicle(s) or steering control(s) selected have failed to pass the checks prescribed in Paragraph-8.2. above."
<PARAGRAPH 9.2.>,"If a Contracting Party to the Agreement applying this Regulation withdraws an approval it has previously granted, it shall forthwith so notify the other Contracting Parties applying this Regulation by means of a communication form conforming to the model in Annex-1A or Annex-1B to this Regulation (as appropriate)."
<PARAGRAPH 10.>,"Instructions In the case of a steering control type supplied separately from a vehicle, the packaging and installation instructions must clearly state the vehicle type(s) for which it is intended."
<PARAGRAPH 11.>,"Production definitively discontinued If the holder of the approval completely ceases to manufacture a type of vehicle or type of steering control approved in accordance with this Regulation, he shall so inform the authority which granted the approval. Upon receiving the relevant communication that authority shall inform thereof the other Parties to the 1958 Agreement applying this Regulation by means of a communication form conforming to the model in Annex-1A or Annex-1B to this Regulation (as appropriate)."
<PARAGRAPH 12.>,"Names and addresses of Technical Services responsible for conducting approval tests, and of Type Approval Authorities The Parties to the Agreement applying this Regulation shall communicate to the United Nations Secretariat the names and addresses of the Technical Services responsible for conducting approval tests and of the Type Approval Authorities which grant approval and to which forms certifying approval or extension, refusal or withdrawal of approval, issued in other countries, are to be sent."
<PARAGRAPH 13.>,Transitional provisions
<PARAGRAPH 13.1.>,"As from the date of entry into force of the 03 series of amendments to this Regulation, no Contracting Parties shall refuse an application for approval submitted in accordance with this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 13.2.>,"As from the official date of entry into force of the 04 series of amendments, no Contracting Party applying this Regulation shall refuse to grant type approval under this Regulation as amended by the 04 series of amendments."
<PARAGRAPH 13.3.>,Approval of a vehicle type
<PARAGRAPH 13.3.1.>,"Upon the expiration of a period of 36 months following the official date of entry into force referred to in Paragraph-13.1. above, Contracting Parties applying this Regulation shall grant type approval for category M1 forward-control vehicles and category N1 vehicles of less than 1.5 tonnes only if the vehicle type satisfies the requirements of this Regulation as amended by the 03 series of amendments, with the exception of the provisions laid down in Paragraph-5.1. of this Regulation concerning the maximum vertical displacement of the steering column, which shall apply to new approvals only after a further period of 12 months."
<PARAGRAPH 13.3.2.>,"Upon the expiration of a period of 48 months following the official date of entry into force referred to in Paragraph-13.1. above, Contracting Parties applying this Regulation shall grant type approval to category M1 vehicles other than forward-control vehicles only if the vehicle type satisfies the requirements of this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 13.3.3.>,"Upon the expiration of a period of 60 months following the official date of entry into force referred to in Paragraph-13.1. above, Contracting Parties applying this Regulation may refuse to recognize type approvals of the vehicle type which have not been granted in accordance with the 03 series of amendments to this Regulation."
