paragraph,Text
<PARAGRAPH 2.2.1.1.>,"If the front fog lamp is equipped with an adjustable reflector, an indication of the mounting position(s) of the front fog lamp in relation to the ground and the longitudinal median plane of the vehicle, if the front fog lamp is for use in that (those) position(s) only."
<PARAGRAPH 2.2.2.>,For the test of plastic material of which the lenses are made:
<PARAGRAPH 2.2.2.1.>,Thirteen lenses;
<PARAGRAPH 2.2.2.1.1.>,"Six of these lenses may be replaced by six samples of material at least 60 x 80 mm size, having a flat or convex outer surface and a substantially flat area (radius of curvature not less than 300 mm) in the middle measuring at least 15 x 15 mm);"
<PARAGRAPH 2.2.2.1.2.>,Every such lens or sample of material shall be produced by the method to be used in mass production;
<PARAGRAPH 2.2.2.1.3.>,A reflector to which the lenses can be fitted in accordance with the manufacturer's instructions.
<PARAGRAPH 2.2.3.>,"The materials making up the lenses and coatings, if any, shall be accompanied by the test report of the characteristics of these materials and coatings if they have already been tested."
<PARAGRAPH 2.3.>,In case of Class B front fog lamps:
<PARAGRAPH 2.3.1.>,"A brief technical specification including the category of filament lamp used as listed in Regulation-No._37 and its series of amendments in force at the time of application for type approval, even if the filament lamp cannot be replaced;"
<PARAGRAPH 2.3.2.>,"Two samples of each type of front fog lamp, one sample intended for the installation on the left side of the vehicle and one sample intended for the installation of the right side of the vehicle."
<PARAGRAPH 2.4.>,In case of Class F3 front fog lamps:
<PARAGRAPH 2.4.1.>,"A brief technical specification including the category of the light source(s) used; this (these) light source category(ies) shall be listed in Regulation-No._37 or Regulation-No._99 and their series of amendments in force at the time of application for type approval, even if the light source cannot be replaced."
<PARAGRAPH 2.4.2.>,"In the case of LED module(s) or a light generator, the specific identification code of the module shall be stated. The drawing shall contain sufficient details to identify it and the position intended for the specific identification code and the trademark of the applicant."
<PARAGRAPH 2.4.3.>,"The make and types of the ballast(s) and /or the light source control gear, where applicable, shall be specified:"
<PARAGRAPH 2.4.3.1.>,"In the case of an adaptive front fog lamp, a concise description of the variable intensity control."
<PARAGRAPH 2.4.3.2.>,"In case of the use of a light source control gear not being part of the device, the voltage(s) with tolerances or the total voltage range at the terminals to that light source control gear."
<PARAGRAPH 2.4.4.>,"If the front fog lamp is fitted with LED module(s) or a distributed lighting system, a brief technical specification shall be provided. This information shall include the part number assigned by the light source manufacturer, a drawing with dimensions and the basic electrical and photometric values, an indication whether the light source complies with the UV-radiation requirements of Paragraph-4.6. of Annex-12 to this Regulation, an official test report related to Paragraph-5.9. of this Regulation and the objective luminous flux."
<PARAGRAPH 2.4.5.>,"In the case that a distributed lighting system is used, which part(s) is (are) to be intended to provide the front fog beam by this system. In addition, a brief technical specification includes the list of the light-guide(s) and related optical components and information describing the light-generator(s) sufficient to permit identification. This information shall include the part number assigned by the light-generator manufacturer, a drawing with dimensions and the basic electrical and photometric values and an official test report related to Paragraph-5.9. of this Regulation."
<PARAGRAPH 2.4.6.>,In the case where a gas discharge light source is used:
<PARAGRAPH 2.4.6.1.>,"And the ballast is not integrated with the light source, one ballast, which may be totally or partly integrated in the front fog lamp."
<PARAGRAPH 2.4.6.2.>,"For approval of a distributed lighting system using a non-replaceable gas-discharge light source not approved under Regulation-No._99, two samples of the system including the light-generator and one ballast of each type shall be used, where applicable."
<PARAGRAPH 2.4.7.>,"In the case of LED module(s) or a distributed lighting system and if no provisions are taken to shield the relevant front fog lamp or distributed lighting system components made of plastic material from UV-radiation of (gas-discharge) light sources, e.g. by UV-retaining glass filters: One sample of each of the relevant materials. This shall have similar geometry to that of the front fog lamp or distributed lighting system being tested. Each material sample shall have the same appearance and surface treatment, if any, as intended for use in the front fog lamp to be approved."
<PARAGRAPH 2.4.8.>,"In the case of an approval of a front fog lamp according to this paragraph and/or according to Paragraph-5.10. containing plastic lenses and/or having inner optical parts made from plastic, which have already been tested: The materials making up the lenses, coatings or optical inner parts, if any, shall be accompanied by the test report(s) on material testing against UV-radiation."
<PARAGRAPH 2.4.9.>,"Two samples of each type of front fog lamp, one sample intended for the installation on the left side of the vehicle and one sample intended for the installation on the right side of the vehicle; or a matched pair of front fog lamps."
<PARAGRAPH 2.4.10.>,"One light source control gear, if applicable."
<PARAGRAPH 2.4.11.>,"One variable intensity control or a generator providing the same signals, if applicable."
<PARAGRAPH 2.5.>,The Type Approval Authority shall verify the existence of satisfactory arrangements for ensuring effective control of the conformity of production before type approval is granted.
<PARAGRAPH 3.>,Markings
<PARAGRAPH 3.1.>,"The samples of a type of front fog lamp or distributed lighting system which are submitted for approval shall clearly, legibly and indelibly bear: (a) The trade name or mark of the applicant; (b) Marking indicating the class of the front fog lamp; And in case of Class F3 front fog lamps: (c) The LED module or light generator specific identification code, if any."
<PARAGRAPH 3.2.>,"They shall comprise, on the lens and on the main body,3 spaces of sufficient size for the approval mark and the additional symbols referred to in Paragraph-3.; these spaces shall be indicated on the drawings referred to in Paragraph-2.2.1. of this Regulation."
<PARAGRAPH 3.3.>,"The approval marking shall be placed on an inner or outer part (transparent or not) of the device which cannot be separated from the transparent part of the device emitting light; in the case of a distributed lighting system with outer lens built in the light-guide, this condition is deemed satisfied if the approval marking is placed at least on the light-generator and on the light-guide or on its protective shield. In any case the marking shall be visible when the device is fitted on the vehicle, at least when a movable part such as the hood or boot lid or a door is opened."
<PARAGRAPH 3.4.>,In case of Class F3 front fog lamps:
<PARAGRAPH 3.4.1.>,"In case of a distributed lighting system, the light-generator(s) shall bear the marking of the rated voltage and wattage and in the case that the electronic control gear is not part of the device the light-generator(s) shall bear the trade name or mark of its manufacturer and the part number."
<PARAGRAPH 3.4.2.>,"In case of lamps with LED module(s) the lamp shall bear the marking of the rated voltage, rated wattage and the light source module specific identification code."
<PARAGRAPH 3.5.>,The LED module(s) submitted along with the application for approval of the lamp:
<PARAGRAPH 3.5.1.>,Shall bear the trade name or mark of the applicant; this marking must be clearly legible and indelible;
<PARAGRAPH 3.5.2.>,"Shall bear the specific identification code of the module; this marking must be clearly legible and indelible. The specific identification code shall comprise the starting letters ""MD"" for ""Module"" followed by the approval marking without the circle as prescribed in Paragraph-4.2.1. below; this specific identification code shall be shown in the drawings mentioned in Paragraph-2.2.1. of this Regulation and in the case where several non-identical LED modules are used, followed by additional symbols or characters. The approval marking does not have to be the same as the one on the lamp in which the module is used, but both markings shall be from the same applicant."
<PARAGRAPH 3.6.>,"If a light source control gear is used, which is not part of the LED module it shall be marked with its specific identification code(s), the rated input voltage and wattage. 3 If the lens cannot be detached from the main body of the front fog lamp, a space on the lens or body shall be sufficient."
<PARAGRAPH 4.>,Approval
<PARAGRAPH 4.1.>,General
<PARAGRAPH 4.1.1.>,"If all the samples of a type of front fog lamp submitted in pursuance of Paragraph-2. of this Regulation satisfy the provisions of this Regulation, approval shall be granted."
<PARAGRAPH 4.1.2.>,"Where grouped, combined or reciprocally incorporated lamps have been found to comply with the requirements of several Regulations, a single international approval mark may be applied provided that each of the grouped, combined or reciprocally incorporated lamps satisfies the provisions applicable to it."
<PARAGRAPH 4.1.3.>,An approval number shall be assigned to each type approved. Its first two digits (at present 04) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party may not assign the same number to another type of front fog lamp covered by this Regulation except in the case of an extension of the approval to a device differing only in the colour of the light emitted.
<PARAGRAPH 4.1.4.>,"Notice of approval or of extension or refusal or withdrawal of approval or production definitely discontinued of a type of front fog lamp pursuant to this Regulation shall be communicated to the Parties to the 1958 Agreement applying this Regulation by means of a form conforming to the model in Annex-1 to this Regulation, with the indications according to Paragraph-2.2. of this Regulation."
<PARAGRAPH 4.1.5.>,In addition to the mark prescribed in Paragraph-3.1. above an approval mark as described in Paragraph-4.2. Paragraph-4.3. below shall be affixed in the spaces referred to in Paragraph-3.2. above to every fog lamp conforming to a type approved under this Regulation.
<PARAGRAPH 4.2.>,Composition of the approval mark The approval mark shall consist of:
<PARAGRAPH 4.2.1.>,"An international approval marking, comprising of:"
<PARAGRAPH 4.2.1.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval4; and;"
<PARAGRAPH 4.2.1.2.>,The approval number prescribed in Paragraph-4.1.3. above.
<PARAGRAPH 4.2.2.>,The following additional symbol (or symbols):
<PARAGRAPH 4.2.2.1.>,"On front fog lamps meeting the requirements of this Regulation, in the case of: (a) Class B; the letter ""B""; (b) Class F3; the symbol ""F3""."
<PARAGRAPH 4.2.2.2.>,"On front fog lamps incorporating a lens of plastic material the group of letters ""PL"" to be affixed near the symbols prescribed in Paragraph-4.2.2.1. above."
<PARAGRAPH 4.2.2.3.>,In every case the relevant operating mode used during the test procedure according to Paragraph-1.1.1. of Annex-5 and the permitted voltages according to Paragraph-1.1.2. of Annex-5 shall be stipulated on the approval forms and on the communication forms transmitted to the countries which are Contracting Parties to the Agreement and which apply this Regulation. In the corresponding cases the device shall be marked as follows:
<PARAGRAPH 4.2.2.3.1.>,"On units meeting the requirements of this Regulation which are so designed that the filament(s) of one function shall not be lit simultaneously with that of any function with which it may be reciprocally incorporated, an oblique stroke (/) shall be placed behind the symbol in the approval mark of such function."
<PARAGRAPH 4.2.2.3.2.>,"However, if only the front fog lamp and the passing-lamp shall not be lit simultaneously, the oblique stroke shall be placed behind the fog lamp symbol, this symbol being placed either separately or at the end of a combination of symbols."
<PARAGRAPH 4.2.2.3.3.>,"On units meeting the requirements of Annex-5 to this Regulation only when supplied with a voltage of 6 V or 12 V, a symbol consisting of the number 24 crossed out by an oblique cross (x) shall be placed near the filament lamp holder."
<PARAGRAPH 4.2.2.4.>,The reciprocal lamp incorporation of passing-beam lamp and front fog lamp is possible if it is in compliance with Regulation-No._48.
<PARAGRAPH 4.2.2.5.>,"Front fog lamps of Class F3 having asymmetric light distribution and which must not be indiscriminately mounted on either side of the vehicle, shall bear an arrow pointing to the outside of the vehicle."
<PARAGRAPH 4.2.2.6.>,The two digits of the approval number (at present 04) which indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval may be marked close to the above additional symbols.
<PARAGRAPH 4.2.2.7.>,The marks and symbols referred to in Paragraph-4.2.1. Paragraph-4.2.2. above shall be clearly legible and be indelible even when the front fog lamp is fitted in the vehicle.
<PARAGRAPH 4.3.>,Arrangement of the approval mark
<PARAGRAPH 4.3.1.>,Independent lamps Annex-3 to this Regulation gives examples of arrangements of the approval mark with the above-mentioned additional symbols.
<PARAGRAPH 4.3.2.>,"Grouped, combined or reciprocally incorporated lamps"
<PARAGRAPH 4.3.2.1.>,"Where grouped, combined or reciprocally incorporated lamps have been found to comply with the requirements of several Regulations, a single international approval mark may be provided, consisting of a circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted the approval, and an approval number. This approval mark may be located anywhere on the grouped, combined or reciprocally incorporated lamps, provided that:"
<PARAGRAPH 4.3.2.1.1.>,It is visible after their installation;
<PARAGRAPH 4.3.2.1.2.>,"No part of the grouped, combined or reciprocally incorporated lamps that transmits light can be removed without at the same time removing the approval mark."
<PARAGRAPH 4.3.2.2.>,"The identification symbol for each lamp appropriate to each Regulation under which approval has been granted, together with the corresponding series of amendments incorporating the most recent major technical amendments to the Regulation at the time of issue of the approval and, if necessary, the required arrow shall be marked:"
<PARAGRAPH 4.3.2.2.1.>,Either on the appropriate light-emitting surface;
<PARAGRAPH 4.3.2.2.2.>,"Or in a group, in such a way that each of the grouped, combined or reciprocally incorporated lamps may be clearly identified."
<PARAGRAPH 4.3.2.3.>,The size of the components of a single approval mark shall not be less than the minimum size required for the smallest of the individual marks by the Regulation under which approval has been granted.
<PARAGRAPH 4.3.2.4.>,"An approval number shall be assigned to each type approved. The same Contracting Party may not assign the same number to another type of grouped, combined or reciprocally incorporated lamps covered by this Regulation."
<PARAGRAPH 4.3.2.5.>,"Annex-3, Figure_3, to this Regulation gives examples of arrangements of approval marks for grouped, combined or reciprocally incorporated lamps with all the above-mentioned additional symbols."
<PARAGRAPH 4.3.3.>,"In the case of lamps, the lens of which are used for different types of front fog lamps and which may be reciprocally incorporated or grouped with other lamps, the provisions in Paragraph-4.3.2. above are applicable."
<PARAGRAPH 4.3.3.1.>,"In addition, where the same lens is used for different types of lamps, it may bear the different approval marks relating to the different types of front fog lamps or units of lamps, provided that the main body of the front fog lamp, even if it cannot be separated from the lens, also comprises the space described in Paragraph-3.2. of this Regulation and bears the approval marks of the actual functions. If different types of front fog lamps comprise the same main body, the latter may bear the different approval marks."
<PARAGRAPH 4.3.3.2.>,"Annex-3, Figure_4, to this Regulation gives examples of arrangements of approval marks relating to the above case."
<PARAGRAPH 5.>,General specifications
<PARAGRAPH 5.1.>,Each sample of front fog lamp submitted in conformity with Paragraph-2.2. above shall meet the specifications set forth in Paragraph-6. Paragraph-7. of this Regulation.
<PARAGRAPH 5.2.>,"The front fog lamps shall be so designed and constructed that in normal use, despite the vibrations to which they may then be subjected, their satisfactory operation continues to be ensured and they retain the characteristics prescribed by this Regulation. The correct position of the lens shall be clearly marked and the lens and reflector shall be so secured as to prevent any rotation during use. Conformity with the requirements of this paragraph shall be verified by visual inspection and, where necessary, by a trial fitting."
<PARAGRAPH 5.2.1.>,"Front fog lamps shall be fitted with a device enabling them to be so adjusted on the vehicles as to comply with the rules applicable to them. Such a device need not be fitted on units in which the reflector and the lens cannot be separated, provided the use of such units is confined to vehicles on which the front fog lamp setting can be adjusted by other means. Where a front fog lamp and another front lamp, each equipped with its own light source, are assembled to form a composite unit, the adjusting device shall enable each optical system to be individually adjusted."
<PARAGRAPH 5.2.2.>,These provisions shall not apply to front lamp assemblies whose reflectors are indivisible. For this type of assembly the requirements of Paragraph-6.3.4. Paragraph-6.4.3. of this Regulation (as appropriate) shall apply.
<PARAGRAPH 5.3.>,Complementary tests shall be carried out according to the requirements of Annex-5 to ensure that in use there is no excessive change in photometric performance.
<PARAGRAPH 5.4.>,"If the lens of the front fog lamp is of plastic material, tests shall be carried out according to the requirements of Annex-6."
<PARAGRAPH 5.5.>,In the case of the use of replaceable light sources: (a) The light source's holder shall conform to the characteristics given in IEC Publication No.60061. The holder data sheet relevant to the category of light sources used applies; (b) The light source shall fit easily into the front fog lamp; (c) The design of the device shall be such that the light source(s) can be fixed in no other position but the correct one.
<PARAGRAPH 5.6.>,"In the case of Class B, the front fog lamp shall be equipped with one filament lamp approved according to Regulation-No._37 even if the filament lamp cannot be replaced. Any Regulation-No._37 filament lamp may be used provided that; (a) Its objective luminous flux does not exceed 2,000 lumens, and (b) No restriction on the use is made in Regulation-No._37 and its series of amendments in force at the time of application for type approval."
<PARAGRAPH 5.6.1.>,Even if this filament lamp cannot be replaced it shall comply with the requirements in Paragraph-5.6. above.
<PARAGRAPH 5.7.>,"In the case of Class F3, irrespective of whether the light sources can be replaced or not, they shall be:"
<PARAGRAPH 5.7.1.>,One or more light sources approved according to:
<PARAGRAPH 5.7.1.1.>,"Regulation-No._37 and its series of amendments in force at the time of application for type approval, provided that no restriction on their use is made Paragraph-5.7.1.2. Or, Regulation-No._99 and its series of amendments in force at the time of application for type approval Paragraph-5.7.2. And/or, one or more LED modules where the requirements of Annex-12 to this Regulation shall apply; compliance with these requirements shall be tested Paragraph-5.7.3. And/or light generators where the requirements of Annex-12 to this Regulation shall apply. The compliance with the requirements shall be tested."
<PARAGRAPH 5.8.>,"In the case of LED module or light generator it shall be checked, that:"
<PARAGRAPH 5.8.1.>,The design of the LED module(s) or light generator(s) shall be such that they can be fitted in no position other than the correct one.
<PARAGRAPH 5.8.2.>,"Non-identical light source modules, if any, shall be non-interchangeable within the same lamp housing."
<PARAGRAPH 5.8.3.>,The LED module(s) or light generator(s) shall be tamperproof.
<PARAGRAPH 5.9.>,"In case of front fog lamps with light source(s) having a total objective luminous flux that exceeds 2,000 lumens, a reference shall be made in item"
<PARAGRAPH 10.8.>,of the communication form in Annex-1.
<PARAGRAPH 5.10.>,If the lens of the front fog lamp is made of plastic material tests shall be done according to the requirements in Annex-6.
<PARAGRAPH 5.10.1.>,"The UV resistance of light transmitting components located inside the front fog lamp and made of plastic material shall be tested according to Annex-6, Paragraph-2.7."
<PARAGRAPH 5.10.2.>,"The test in Paragraph-5.11.1. above is not necessary if low-UV type light sources as specified in Regulation-No._99 or in Annex-12 to this Regulation are used, or if provisions are taken, to shield the relevant lamp components from UV radiation, e.g. by glass filters."
<PARAGRAPH 5.11.>,"The front fog lamp and its ballast system or light source control gear shall not generate radiated or power line disturbances, which cause a malfunction of other electric/electronic systems of the vehicle.5"
<PARAGRAPH 5.12.>,"Front fog lamps, designed to operate permanently with an additional system to control the intensity of the light emitted, or which are reciprocally incorporated with another function, using a common light source, and designed to operate permanently with an additional system to control the intensity of the light emitted, are permitted."
<PARAGRAPH 5.13.>,In the case of Class F3 the sharpness and linearity of the cut-off shall be tested according to the requirements of Annex-9.
<PARAGRAPH 6.>,Illumination
<PARAGRAPH 6.1.>,Front fog lamps shall be so designed as to provide illumination with limited dazzle.
<PARAGRAPH 6.2.>,The luminous intensity produced by the front fog lamp shall be measured at 25 m distance by means of a photoelectric cell having a useful area comprised within a square of 65 mm side. The point HV is the centre-point of the coordinate system with a vertical polar axis. Line h is the horizontal through HV (see Annex-4 to this Regulation). 5 Compliance with the requirements for electromagnetic compatibility is relevant to the vehicle type.
<PARAGRAPH 6.3.>,In the case of Class B front fog lamps:
<PARAGRAPH 6.3.1.>,"A colourless standard (étalon) filament lamp as specified in Regulation-No._37, of the category specified by the manufacturer, which may be supplied by the manufacturer or applicant, shall be used."
<PARAGRAPH 6.3.1.1.>,During the testing of the front fog lamp the power supply for this filament lamp shall be regulated so as to obtain the reference luminous flux at 13.2 V as indicated in the relevant data sheet of Regulation-No._37.
<PARAGRAPH 6.3.1.2.>,"During the testing of a front fog lamp where the filament lamp cannot be replaced, the voltage at the terminals of the front fog lamp shall be regulated at 13.2 V."
<PARAGRAPH 6.3.2.>,The front fog lamp shall be deemed satisfactory if the photometric requirements are met with at least one standard filament lamp.
<PARAGRAPH 6.3.3.>,The aiming screen for visual adjustment (see Annex-4 to this Regulation) shall be positioned at either a distance of 10 m or a distance of 25 m in front of the front fog lamp.
<PARAGRAPH 6.3.3.1.>,"The beam shall produce on this aiming screen, over a width of not less than 5.0° on both sides of the line v, a symmetrical and substantially horizontal cut-off to enable visual vertical adjustment."
<PARAGRAPH 6.3.3.2.>,The front fog lamp shall be so adjusted that the cut-off on the aiming-screen is 1.15° below the line h.
<PARAGRAPH 6.3.4.>,"When so adjusted, the front fog lamp shall meet the requirements in Paragraph-6.3.5. below."
<PARAGRAPH 6.3.5.>,"The illumination (see Annex-4, Paragraph-2.1.) shall meet the following requirements: The luminous intensity shall be measured in either white or selective yellow light as prescribed by the manufacturer for use of the front fog lamp in normal service. Variations detrimental to satisfactory visibility in either of the Zones B and C are not permitted."
<PARAGRAPH 6.3.6.>,"In the light-distribution as specified in the table in Paragraph-6.3.5. above, single narrow spots or stripes inside the area above 15° with not more than 230 cd are allowed, if not extending beyond a conical angle of 2° aperture or a width of 1°. If multiple spots or stripes are present they shall be separated by a minimum angle of 10°."
<PARAGRAPH 6.4.>,In the case of Class F3 front fog lamps:
<PARAGRAPH 6.4.1.>,"Depending on the light source, the following conditions shall apply."
<PARAGRAPH 6.4.1.1.>,In the case of replaceable filament light sources:
<PARAGRAPH 6.4.1.1.1.>,"The front fog lamp shall comply with the requirements of Paragraph-6.4.3. of this Regulation with at least one complete set of appropriate standard (étalon) lamps, which may be supplied by the manufacturer or applicant. In the case of filament lamps operating directly under vehicle voltage system conditions: The front fog lamp shall be checked by means of colourless standard (etalon) filament lamps as specified in Regulation-No._37. During the testing of the front fog lamp, the power supply to the filament lamp(s) shall be regulated so as to obtain the reference luminous flux at 13.2 V as indicated on the relevant data sheet of Regulation-No._37."
<PARAGRAPH 6.4.1.1.2.>,"In the case of a system that uses a light source control gear being part of the lamp, the voltage declared by the applicant shall be applied to the input terminals of that lamp."
<PARAGRAPH 6.4.1.1.3.>,In the case of a system that uses a light source control gear not being part of the lamp the voltage declared by the applicant shall be applied to the input terminals of that light source control gear. The test laboratory shall require from the applicant the special light source control gear needed to supply the light source and the applicable functions. The identification of that light source control gear if applicable and/or the voltage applied including the tolerances shall be noted in the communication form in Annex-1 to this Regulation.
<PARAGRAPH 6.4.1.2.>,"In the case of a gas-discharge light source: A standard light source shall be used as specified in Regulation-No._99, which has been aged during at least 15 cycles, in accordance with Paragraph-4. of Annex-4 to Regulation-No._99. During testing of the front fog lamp the voltage at the terminals of the ballast or at the terminals of the light source in case the ballast is integrated with the light source shall be regulated to maintain 13.2 V for a 12 V system, or at the vehicle voltage as specified by the applicant, with a tolerance of ±0.1 V. The objective luminous flux of the gas-discharge light source may differ from that specified in Regulation-No._99. In this case, the luminous intensity values shall be corrected accordingly."
<PARAGRAPH 6.4.1.3.>,In the case of non-replaceable light sources: All measurements on front fog lamps equipped with non-replaceable light sources shall be made at 6.3 V Paragraph-13.2 V Paragraph-28.0 V or at other vehicle voltage as specified by the applicant. The test laboratory may require from the applicant the special power supply needed to supply the light sources. The test voltages shall be applied to the input terminals of the lamp.
<PARAGRAPH 6.4.1.4.>,"In the case of LED modules: All measurements on front fog lamps equipped with LED module(s) shall be made at 6.3 V Paragraph-13.2 V Paragraph-28.0 V respectively, if not otherwise specified within this Regulation. LED modules operated by an electronic light source control gear shall be measured with the input voltage as specified by the applicant or with a supply and operating device which replace this control gear for the photometric test. The relevant input parameters (e.g. duty cycle, frequency, pulse shape, peak voltage) shall be specified and stated in the communication form, item 10.6., in Annex-1 to this Regulation."
<PARAGRAPH 6.4.1.5.>,Compliance with the requirement in Paragraph-5.9.1. of this Regulation shall be verified at least with respect to the values in line 3 and 4 of table in Paragraph-6.4.3. below.
<PARAGRAPH 6.4.2.>,Photometric adjustment and measuring conditions
<PARAGRAPH 6.4.2.1.>,"The aiming screen for visual adjustment (see Annex-4, Paragraph-2.2.) shall be positioned at either a distance of 10 m or a distance of 25 m in front of the front fog lamp."
<PARAGRAPH 6.4.2.2.>,"The beam shall produce on this aiming screen, over a width of not less than 5.0 degrees on both sides of the line v, a symmetrical and substantially horizontal cut-off to enable visual vertical adjustment. In the case that visual aim leads to problems or ambiguous positions, the measurement of the cut-off quality and the instrumental method as specified in Paragraph-4. Paragraph-5. of Annex-9 shall be applied."
<PARAGRAPH 6.4.2.3.>,The front fog lamp shall be adjusted so that the cut-off on the screen is 1° below the line h according to the requirements in Paragraph-2. of Annex-9.
<PARAGRAPH 6.4.3.>,"Photometric requirements When so adjusted, the front fog lamp shall meet the photometric requirements in the table below (refer also to Paragraph-2.2. of Annex-4 to this Regulation):"
<PARAGRAPH 6.4.3.1.>,The luminous intensity shall be measured either with white light or coloured light as prescribed by the applicant for use of the fog lamp in normal service. Variations in homogeneity detrimental to satisfactory visibility in the zone above the line 5 from 10 degrees left to 10 degrees right are not permitted.
<PARAGRAPH 6.4.3.2.>,"At the request of the applicant, two front fog lamps constituting a matched pair corresponding to Paragraph-4.2.2.5. of this Regulation may be tested separately. In this case the specified requirements for lines 6, 7, 8, 9 and the Zone D in the table in Paragraph-6.4.3. above apply to half the sum of readings of the right-hand and left-hand side front fog lamp. However each of the two front fog lamps shall meet at least 50 per cent of the minimum value required for line"
<PARAGRAPH 6.>,"Additionally, each of the two front fog lamps that constitute the matched pair corresponding to Paragraph-4.2.2.5. of this Regulation are only required to meet the requirements of line 6 and line 7 from 5° inwards to 10° outwards."
<PARAGRAPH 6.4.3.3.>,"Inside the field between lines 1 to 5 in Figure_3 of Annex-4, the beam pattern should be substantially uniform. Discontinuities in intensities detrimental to satisfactory visibility between the lines 6, 7, 8 and 9 are not permitted."
<PARAGRAPH 6.4.3.4.>,"In the light-distribution as specified in the table in Paragraph-6.4.3. above, single narrow spots or stripes inside the area including the measuring points 1 to 10 and line 1 or inside the area of line 1 and line 2 with not more than 175 cd are allowed, if not extending beyond a conical angle of 2° aperture or a width of 1°. If multiple spots or stripes are present they shall be separated by a minimum angle of 10°."
<PARAGRAPH 6.4.3.5.>,"If the specified luminous intensity requirements are not met, a re-aim of the cut-off position within ±0.5° vertical and/or ±2° horizontal is allowed. In the re-aimed position all photometric requirements shall be met."
<PARAGRAPH 6.4.4.>,Other photometric requirements
<PARAGRAPH 6.4.4.1.>,"In the case of front fog lamps equipped with gas-discharge light sources with the ballast not integrated with the light source, the luminous intensity shall exceed 1,080 cd in the measuring point at 0° horizontal and 2° D vertical, four seconds after activation of the fog lamp which has not been operated for 30 minutes or more."
