paragraph,Text
<PARAGRAPH 2.24.>,"""Side front door"" is a door that, in a side view, has 50 per cent or more of its opening area forward of the rearmost point on the driver's seat back, when the seat back is adjusted to its most vertical and rearward position, providing direct access for passengers to enter or depart the vehicle;"
<PARAGRAPH 2.25.>,"""Side rear door"" is a door that, in a side view, has 50 per cent or more of its opening area to the rear of the rearmost point on the driver's seat back, when the driver's seat is adjusted to its most vertical and rearward position, providing direct access for passengers to enter or depart the vehicle;"
<PARAGRAPH 2.26.>,"""Striker"" is a device with which the latch engages to maintain the door in the fully latched or secondary latched position;"
<PARAGRAPH 2.27.>,"""Trunk lid"" is a movable body panel that provides access from outside the vehicle to a space wholly partitioned from the occupant compartment by a permanently attached partition or fixed or fold-down seat back."
<PARAGRAPH 3.>,Application for approval
<PARAGRAPH 3.1.>,The application for approval of a vehicle type with regard to door latches and door retention components shall be submitted by the vehicle manufacturer or by his duly accredited representative. 3.2 It shall be accompanied by the undermentioned documents in triplicate and the following particulars:
<PARAGRAPH 3.2.1.>,Drawings of the doors and of their latches and door retention components on an appropriate scale and in sufficient detail;
<PARAGRAPH 3.2.2.>,A technical description of the latches and door retention components.
<PARAGRAPH 3.3.>,The application shall also be accompanied by:
<PARAGRAPH 3.3.1.>,"A batch of five sets of retention components per door. When, however, the same sets are used for several doors, it will be sufficient to submit one batch of sets. Sets of door retention components which are distinguishable only because they are designed to be fitted on the left or on the right are not regarded as different;"
<PARAGRAPH 3.3.2.>,"A batch of five complete latches, including actuating mechanism, per door. When, however, the same complete latches are used for several doors, it will be sufficient to submit one batch of latches. Latches which are distinguishable only because they are designed to be fitted on the left or on the right are not regarded as different."
<PARAGRAPH 3.4.>,"A vehicle, representative of the vehicle type to be approved, shall be submitted to the technical service responsible for conducting approval tests."
<PARAGRAPH 4.>,Approval
<PARAGRAPH 4.1.>,"If the vehicle type submitted for approval pursuant to this Regulation meets the requirements of Paragraph-5. Paragraph-6. Paragraph-7. below, approval of that vehicle type shall be granted."
<PARAGRAPH 4.2.>,"An approval number shall be assigned to each type approved. Its first two digits (03) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party may not assign the same number to the same vehicle type either if the doors are not equipped with latches or door retention components of the same type, or if the latches and door retention components are not fitted in the same manner as on the vehicle submitted for approval; on the other hand, it may assign the same number to another vehicle type whose doors are equipped with the same latches and door retention components fitted in the same manner as on the vehicle submitted for approval."
<PARAGRAPH 4.3.>,"Notice of approval or of extension or refusal of approval of a vehicle type pursuant to this Regulation shall be communicated to the Parties to the Agreement applying this Regulation, by means of a form conforming to the model in Annex-1 to this Regulation."
<PARAGRAPH 4.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation, an international approval mark consisting of:"
<PARAGRAPH 4.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval; 2"
<PARAGRAPH 4.4.2.>,"The number of this Regulation, followed by the letter ""R"", a dash and the approval number to the right of the circle described in Paragraph-4.4.1."
<PARAGRAPH 4.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country which has granted approval under this Regulation, the symbol prescribed in Paragraph-4.4.1. need not be repeated; in such a case the Regulation and approval numbers and the additional symbols of all the Regulations under which approval has been granted in the country which has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-4.4.1."
<PARAGRAPH 4.6.>,The approval mark shall be clearly legible and be indelible.
<PARAGRAPH 4.7.>,The approval mark shall be placed close to or on the vehicle data plate.
<PARAGRAPH 4.8.>,Annex-2 to this Regulation gives examples of arrangements of the approvalmarks.
<PARAGRAPH 5.>,General requirements
<PARAGRAPH 5.1.>,"The requirements apply to all side and back doors and door components that are in the scope, except for those on folding doors, roll-up doors, detachable doors, and doors that are designated to provide emergency egress."
<PARAGRAPH 5.2.>,Door latches
<PARAGRAPH 5.2.1.>,Each hinged door system shall be equipped with at least one primary door latch system.
<PARAGRAPH 5.2.2.>,"Each sliding door system shall be equipped with either: 2 The distinguishing numbers of the Contracting Parties to the 1958 Agreement are reproduced in Annex-3 to the Consolidated Resolution on the Construction of Vehicles (R.E.3), document ECE/TRANS/WP.29/78/Rev. 3, Annex-3 - www.unece.org/trans/main/wp29/wp29wgs/wp29gen/wp29resolutions.html (a) A primary door latch system, or (b) A door latch system with a fully latched position and a door closure warning system."
<PARAGRAPH 6.>,Performance requirements
<PARAGRAPH 6.1.>,Hinged doors
<PARAGRAPH 6.1.1.>,Load test one
<PARAGRAPH 6.1.1.1.>,"Each primary door latch system and auxiliary door latch system, when in the fully latched position, shall not separate when a load of 11,000 N is applied in the direction perpendicular to the face of the latch such that the latch and the striker anchorage are not compressed against each other, when tested in accordance with Paragraph-7.1.1.1."
<PARAGRAPH 6.1.1.2.>,"When in the secondary latched position, the primary latch system shall not separate when a load of 4,500 N is applied in the same direction as in Paragraph-6.1.1.1., when tested in accordance with Paragraph-7.1.1.1."
<PARAGRAPH 6.1.2.>,Load test two
<PARAGRAPH 6.1.2.1.>,"Each primary door latch system and auxiliary door latch system, when in the fully latched position, shall not separate when a load of 9,000 N is applied in the fork-bolt opening direction and parallel to the face of the latch, when tested in accordance with Paragraph-7.1.1.1."
<PARAGRAPH 6.1.2.2.>,"When in the secondary latched position, the primary latch system shall not separate when a load of 4,500 N is applied in the same direction, as in Paragraph-6.1.2.1., when tested in accordance with Paragraph-7.1.1.1."
<PARAGRAPH 6.1.3.>,"Load test three ( (applicable to doors that open in a vertical direction)6.1.3.1.Each primary door latch system shall not disengage from the fully latched position when a vertical load of 9,000 N is applied."
<PARAGRAPH 6.1.4.>,Inertial load Each primary door latch system and auxiliary door latch system shall meet the dynamic requirements of either Paragraph-6.1.4.1. Paragraph-6.1.4.2. or the calculation of inertial load resistance requirements of Paragraph-6.1.4.3.
<PARAGRAPH 6.1.4.1.>,"Each primary door latch system and auxiliary door latch system on each hinged door shall not disengage from the fully latched position when an inertial load of 30 g is applied to the door latch system, including the latch and its activation device, in the directions parallel to the vehicle's longitudinal and transverse axes with the locking device disengaged and when demonstrated in accordance with Paragraph-7.1.1.2."
<PARAGRAPH 6.1.4.2.>,"Each primary door latch system and auxiliary door latch system on each hinged back door shall also not disengage from the fully latched position when an inertial load of 30 g is applied to the door latch system, including the latch and its activation device, in the directivertical axis, with the locking device disengaged and when demonstrated in accordance with Paragraph-7.1.1.2."
<PARAGRAPH 6.1.4.3.>,"Each component or subassembly can be calculated for its minimum inertial load resistance in a particular direction. The combined resistance to the unlatching operation must assure that the door latch system, when properly assembled in the vehicle door, will remain latched when subjected to an inertial load of 30 g in the vehicle directions specified in Paragraph-6.1.4.1. Paragraph-6.1.4.2., as applicable, in accordance with Paragraph-7.1.1.2."
<PARAGRAPH 6.1.5.>,Door hinges
<PARAGRAPH 6.1.5.1.>,"Each door hinge system shall: (a) Support the door; (b) Not separate when a longitudinal load of 11,000 N is applied; (c) Not separate when a transverse load of 9,000 N is applied, and (d) On doors which open in a vertical direction, not separate when a vertical load of 9,000 N is applied."
<PARAGRAPH 6.1.5.2.>,All tests required Paragraph-6.1.5.1. are conducted in accordance with Paragraph-7.1.2.
<PARAGRAPH 6.1.5.3.>,"If a single hinge within the hinge system is tested instead of the entire hinge system, the hinge must bear a load proportional to the total number of hinges in the hinge system."
<PARAGRAPH 6.1.5.4.>,"On side doors with rear mounted hinges that can be operated independently of other doors, (a) The interior door handle shall be inoperative when the speed of the vehicle is greater than or equal to 4 km/h; and (b) A door closure warning system shall be provided for those doors."
<PARAGRAPH 6.2.>,Sliding side doors
<PARAGRAPH 6.2.1.>,"Load test one 6.2.1.1 At least one door latch system, when in the fully latched position, shall not separate when a load of 11,000 N is applied in the direction perpendicular to the face of the latch, when tested in accordance with Paragraph-7.2.1.1."
<PARAGRAPH 6.2.1.2.>,"In the case of a primary door latch system, when in the secondary latched position, the door latch system shall not separate when a load of 4,500 N is applied in the same direction as in Paragraph-6.2.1.1., when tested in accordance with Paragraph-7.2.1.1."
<PARAGRAPH 6.2.2.>,Load test two
<PARAGRAPH 6.2.2.1.>,"At least one door latch system, when in the fully latched position, shall not separate when a load of 9,000 N is applied in the direction of the fork-bolt opening and parallel to the face of the latch when tested in accordance with Paragraph-7.2.1.1."
<PARAGRAPH 6.2.2.2.>,"In the case of a primary door latch system, when in the secondary latched position, the primary latch system shall not separate when a load of 4,500 N is applied in the same direction as Paragraph-6.2.2.1., when tested in accordance with Paragraph-7.2.1.1."
<PARAGRAPH 6.2.3.>,Inertial load Each door latch system meeting the requirements of Paragraph-6.2.1. Paragraph-6.2.2. shall meet the dynamic requirements of either Paragraph-6.2.3.1. or the calculation of inertial requirements of Paragraph-6.2.3.2.
<PARAGRAPH 6.2.3.1.>,"The door latch system shall not disengage from the fully latched position when an inertial load of 30 g is applied to the door latch system, including the latch and its activation device, in the directions parallel to the vehicle's longitudinal and transversal axes with the locking device disengaged and when tested in accordance with Paragraph-7.2.1.2."
<PARAGRAPH 6.2.3.2.>,"The minimum inertial load resistance can be calculated for each component or subassembly. Their combined resistance to the unlatching operation must assure that the door latch system, when properly assembled in the vehicle door, will remain latched when subjected to an inertial load of 30 g in the vehicle directions specified in Paragraph-6.2.1. Paragraph-6.2.2., as applicable, in accordance with Paragraph-7.2.1.2."
<PARAGRAPH 6.2.4.>,Door system
<PARAGRAPH 6.2.4.1.>,"The track and slide combination or other supporting means for each sliding door, while in the closed fully latched position, shall not separate from the door frame when a total force of 18,000 N along the vehicle transverse axis is applied to the door in accordance with Paragraph-7.2.2."
<PARAGRAPH 6.2.4.2.>,"The sliding door, when tested in accordance with Paragraph-7.2.2., fails this requirement if any one of the following occurs:"
<PARAGRAPH 6.2.4.2.1.>,"A separation which permits a sphere with a diameter of 100 mm to pass unobstructed from the interior of the vehicle to the exterior of the vehicle, while the required force is maintained."
<PARAGRAPH 6.2.4.2.2.>,Either force application device reaches a total displacement of 300 mm.
<PARAGRAPH 6.3.>,Door locks
<PARAGRAPH 6.3.1.>,"Each door shall be equipped with at least one locking device which, when engaged, shall prevent operation of the exterior door handle or other exterior latch release control and which has an operating means and a lock release/engagement device located within the interior of the vehicle."
<PARAGRAPH 6.3.1.1.>,"If fitted, a full locking system may only be activated when the ignition key is not in the engine running mode and shall be installed in combination with at least one of the following measures: (a) An alarm system with interior detection in accordance with Regulation-No._116 or Regulation-No._97, or other equipment which is able to detect an occupant's movement. The setting of the full locking system shall be prohibited where an occupant's movement is detected within the passenger compartment; or (b) An acoustic warning device (e.g. horn) which can be activated from the interior of the vehicle in case that the ignition is switched off and the full locking system is activated."
<PARAGRAPH 6.3.2.>,"Rear side doors. Each rear side door shall be equipped with at least one locking device which, when engaged, prevents operation of the interior door handle or other interior latch release control and requires separate actions to unlock the door and operate the interior door handle or other interior latch release control."
<PARAGRAPH 6.3.2.1.>,The locking device may be a: (a) Child safety lock system; or (b) Lock release/engagement device located within the interior of the vehicle and readily accessible to the driver of the vehicle or an occupant seated adjacent to the door.
<PARAGRAPH 6.3.2.2.>,Either system described in Paragraph-6.3.2.1. (a) and (b) shall be permitted as an additional locking feature.
<PARAGRAPH 6.3.3.>,"Back doors Each back door equipped with an interior door handle or other interior latch release control, shall be equipped with at least one locking device located within the interior of the vehicle which, when engaged, prevents operation of the interior door handle or other interior latch release control and requires separate actions to unlock the door and operate the interior door handle or other interior latch release control."
<PARAGRAPH 7.>,Test procedures
<PARAGRAPH 7.1.>,Hinged doors
<PARAGRAPH 7.1.1.>,Door latches
<PARAGRAPH 7.1.1.1.>,"Load tests one, two, and three, force application Compliance with Paragraph-6.1.1. Paragraph-6.1.2. Paragraph-6.1.3. is demonstrated in accordance with Annex-3."
<PARAGRAPH 7.1.1.2.>,Inertial force application Compliance with Paragraph-6.1.4. is demonstrated in accordance with Annex-4.
<PARAGRAPH 7.1.2.>,Door hinges Compliance with Paragraph-6.1.5. is demonstrated in accordance with Annex-5.
<PARAGRAPH 7.2.>,Sliding side doors
<PARAGRAPH 7.2.1.>,Door latches
<PARAGRAPH 7.2.1.1.>,"Load tests one and two, force application Compliance with Paragraph-6.2.1. Paragraph-6.2.2. is demonstrated in accordance with Annex-3."
<PARAGRAPH 7.2.1.2.>,Inertial force application Compliance with Paragraph-6.2.3. is demonstrated in accordance with Annex-4.
<PARAGRAPH 7.2.2.>,Door system Compliance with Paragraph-6.2.4. is demonstrated in accordance with Annex-6.
<PARAGRAPH 8.>,Modification and extension of approval of the vehicle type
<PARAGRAPH 8.1.>,Every modification of the vehicle type shall be notified to the Type Approval Authority which approved the vehicle type. The Type Approval Authority may then either:
<PARAGRAPH 8.1.1.>,Consider that the modifications made are unlikely to have appreciable adverse effects and that in any case the vehicle still complies with the requirements; Paragraph-8.1.2. Require a further test report from the Technical Service responsible for conducting the tests.
<PARAGRAPH 8.2.>,"Confirmation or refusal of approval, specifying the alterations, shall be communicated by the procedure specified in Paragraph-4.3. above to the Parties to the Agreement which apply this Regulation. 8.3 The Type Approval Authority issuing the extension of approval shall assign a series number to each communication form drawn up for such an extension."
<PARAGRAPH 9.>,Conformity of production
<PARAGRAPH 9.1.>,Every vehicle bearing an approval mark as prescribed under this Regulation shall conform to the vehicle type approved as regards features capable of modifying the characteristics of door latches and door retention components or the manner in which they are fitted.
<PARAGRAPH 9.2.>,"In order to verify conformity as prescribed in Paragraph-9.1. above, a sufficient number of random checks shall be made on serially- manufactured vehicles bearing the approval mark required by this Regulation."
<PARAGRAPH 9.3.>,"As a general rule the checks as aforesaid shall be confined to the taking of measurements. However, if necessary, the latches and door retention components shall be subjected to tests referred to in Paragraph-5. Paragraph-6. above, selected by the technical service responsible for conducting approval tests."
<PARAGRAPH 10.>,Penalties for non-conformity of production
<PARAGRAPH 10.1.>,"The approval granted in respect of a vehicle type pursuant to this Regulation may be withdrawn if the requirements laid down in Paragraph-9.1. above are not complied with, or if the said latches and door retention components fail to pass the tests provided for in Paragraph-9.2. above."
<PARAGRAPH 10.2.>,"If a Party to the Agreement wich applies this Regulation withdraws an approval it has previously granted, it shall forthwith so notify the other Contracting Parties applying this Regulation, by means of a copy of the approval form bearing at the end, in large letters, the signed and dated annotation ""APPROVAL WITHDRAWN""."
<PARAGRAPH 11.>,"Production definitively discontinued If the holder of the approval completely ceases to manufacture a type of vehicle under this Regulation, he shall so inform the Type Approval Authority which granted the approval. Upon receiving the relevant communication that Authority shall inform thereof the other Parties to the Agreement applying this Regulation by means of a copy of the approval form bearing at the end, in large letters, the signed and dated annotation: ""PRODUCTION DISCONTINUED""."
<PARAGRAPH 12.>,"Names and addresses of Technical Services responsible for conducting approval tests and of Type Approval Authority The Contracting Parties to the Agreement applying this Regulation shall communicate to the United Nations Secretariat the names and addresses of the Technical Services responsible for conducting approval tests and of the Type Approval Authority which grant approval and to which forms certifying approval or refusal or withdrawal of approval, issued in other countries, are to be sent."
<PARAGRAPH 13.>,Transitional provisions
<PARAGRAPH 13.1.>,"As from the official date of entry into force of the 03 series of amendments, no Contracting Party applying this Regulation shall refuse to grant approval under this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 13.2.>,"Until 12-August-2012, Contracting Parties applying this Regulation shall continue to grant approvals to those types of vehicles which comply with the requirements of this Regulation as amended by the preceding series of amendments."
<PARAGRAPH 13.3.>,"As from 12-August-2012, Contracting Parties applying this Regulation shall grant approvals only if the vehicle type to be approved meets the requirements of this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 13.4.>,No Contracting Party applying this Regulation shall refuse national or regional type approval of a vehicle type approved to the 03 series of amendments to this Regulation.
<PARAGRAPH 13.5.>,"Until 12-August-2012, no Contracting Party applying this Regulation shall refuse national or regional type approval of a vehicle type approved to the preceding series of amendments to this Regulation."
<PARAGRAPH 13.6.>,"As from 12-August-2012, Contracting Parties applying this Regulation may refuse first national or regional registration (first entry into service) of a vehicle which does not meet the requirements of the 03 series of amendments to this Regulation."
<PARAGRAPH 13.7.>,"As from the official date of entry into force of the 04 series of amendments, no Contracting Party applying this Regulation shall refuse to grant or refuse to accept type approvals under this Regulation as amended by the 04 series of amendments."
<PARAGRAPH 13.8.>,"As from 1-September-2016, Contracting Parties applying this Regulation shall grant type approvals only if the vehicle type to be approved meets the requirements of this Regulation as amended by the 04 series of amendments."
<PARAGRAPH 13.9.>,Contracting Parties applying this Regulation shall not refuse to grant extensions of type approvals for existing types which have been granted according to the preceding series of amendments to this Regulation.
