paragraph,Text
<PARAGRAPH 3.2.2.1.>,"A technical description of the belt type, specifying the straps and rigid parts used and accompanied by drawings of the parts making up the belt; the drawings shall show the position intended for the approval number and the additional symbol(s) in relation to the circle of the approval mark. The description shall mention the colour of the model submitted for approval, and specify the vehicle type(s) for which this belt type is intended. In the case of retractors, installation instructions for the sensing device shall be provided; and for pre-loading devices or systems a full technical description of the construction and function including the sensing, if any, describing the method of activation and any necessary method to avoid inadvertent activation shall be provided. In the case of a restraint system the description shall include: drawings of the vehicle structure and of the seat structure, adjustment system and attachments on an appropriate scale showing the sites of the seat anchorages and belt anchorages and reinforcements in sufficient detail; together with a specification of the materials used which may affect the strength of the seat anchorages and belt anchorages; and a technical description of the seat anchorages and the belts anchorages; and a technical description of the seat anchorages and the belt anchorages. If the belt is designed to be fixed to the vehicle structure through a belt adjustment device for height, the technical description shall specify whether or not this device is considered as a part of the belt;"
<PARAGRAPH 3.2.2.2.>,"Six samples of the belt type, one of which is for reference purposes;"
<PARAGRAPH 3.2.2.3.>,A ten-metre length of each type of strap used in the type of belt;
<PARAGRAPH 3.2.2.4.>,The Technical Service conducting the type-approval tests shall be entitled to request further samples.
<PARAGRAPH 3.2.3.>,"In the case of restraint systems, two samples which may include two of the samples of belts required under Paragraph-3.2.2.2. Paragraph-3.2.2.3. above at the option of the manufacturer, either a vehicle representative of the vehicle type to be approved, or the part or parts of the vehicle considered essential by the Technical Service conducting approval tests for testing the restraint system shall be submitted to the Service."
<PARAGRAPH 4.>,"Markings The samples of a belt type or type of restraint system submitted for approval in conformity with the provisions of Paragraph-3.2.2.2. Paragraph-3.2.2.3. Paragraph-3.2.2.4. above shall be clearly and indelibly marked with the manufacturer's name, initials or trade name or mark."
<PARAGRAPH 5.>,Approval
<PARAGRAPH 5.1.>,A certificate conforming to the model specified in Paragraph-5.1.1. Paragraph-5.1.2. below shall be attached to the type approval certificate:
<PARAGRAPH 5.1.1.>,Annex-1A for applications referred to in Paragraph-3.1.;
<PARAGRAPH 5.1.2.>,Annex-1B for applications referred to in Paragraph-3.2.
<PARAGRAPH 5.2.>,Vehicle type
<PARAGRAPH 5.2.1.>,"If the vehicle submitted for approval pursuant this Regulation meets the requirements of Paragraph-8. below, and of Annexes 15 and 16 to this Regulation, approval of that vehicle type shall be granted."
<PARAGRAPH 5.2.2.>,An approval number shall be assigned to each type approved. Its first two digits (at present 07 corresponding to the 07 series of amendments) shall indicate the series of amendments incorporating the most recent major technical amendments made to this Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another vehicle type as defined in Paragraph-2.16. above.
<PARAGRAPH 5.2.3.>,Notice of approval or of extension or refusal or withdrawal of approval or production definitively discontinued of a vehicle type pursuant to this Regulation shall be communicated to the Parties to the 1958 Agreement which apply this Regulation by means of a form conforming to the model in Annex-1A to this Regulation.
<PARAGRAPH 5.2.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation an international approval mark consisting of:"
<PARAGRAPH 5.2.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval;3"
<PARAGRAPH 5.2.4.2.>,"The number of this Regulation, followed by the letter R, a dash and the approval number to the right of the circle prescribed in Paragraph-5.2.4.1. above."
<PARAGRAPH 5.2.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country which has granted approval under this Regulation, the symbol prescribed in Paragraph-5.2.4.1. need not be repeated; in such a case the additional numbers and symbols of all the Regulations under which approval has been granted in the country which has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-5.2.4.1. above."
<PARAGRAPH 5.2.6.>,The approval mark shall be clearly legible and be indelible.
<PARAGRAPH 5.2.7.>,The approval mark shall be placed close to or on the vehicle data plate affixed by the manufacturer.
<PARAGRAPH 5.3.>,Safety-belt type
<PARAGRAPH 5.3.1.>,"If the samples of a type of belt which are submitted in conformity with the provisions of Paragraph-3.2. above meet the requirements of Paragraph-4. Paragraph-5.3. Paragraph-6. of this Regulation, approval shall be granted."
<PARAGRAPH 5.3.2.>,"An approval number shall be assigned to each type approved. Its first two digits (at present 07 corresponding to the 07 series of amendments) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the 3 The distinguishing numbers of the Contracting Parties to the 1958 Agreement are reproduced in Annex-3 to the Consolidated Resolution on the Construction of Vehicles (R.E.3), document ECE/TRANS/WP.29/78/Rev. 6, Annex-3 - www.unece.org/trans/main/wp29/wp29wgs/wp29gen/wp29resolutions.html approval. The same Contracting Party may not assign the same number to another type of belt or restraint system."
<PARAGRAPH 5.3.3.>,"Notice of approval or of extension or refusal of approval of a type of belt or restraint system, pursuant to this Regulation, shall be communicated to the Contracting Parties to the 1958 Agreement which apply this Regulation by means of a form conforming to the model in Annex-1B to this Regulation."
<PARAGRAPH 5.3.4.>,"In addition to the marks prescribed in Paragraph-4. above, the following particulars shall be affixed in a suitable space to every belt conforming to a type approved under this Regulation:"
<PARAGRAPH 5.3.4.1.>,An international approval mark consisting of:
<PARAGRAPH 5.3.4.1.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval.4"
<PARAGRAPH 5.3.4.1.2.>,An approval number;
<PARAGRAPH 5.3.4.2.>,The following additional symbol(s):
<PARAGRAPH 5.3.4.2.1.>,"The letter ""A"" for a three-point belt, the letter ""B"" for a lap belt and the letter ""S"" for special-type belts."
<PARAGRAPH 5.3.4.2.2.>,The symbols referred to in Paragraph-5.3.4.2.1. above shall be supplemented by the following additional markings:
<PARAGRAPH 5.3.4.2.2.1.>,"The letter ""e"" for a belt with an energy absorption device;"
<PARAGRAPH 5.3.4.2.2.2.>,"The letter ""r"" for a belt incorporating a retractor followed by the symbol (1, 2, 3, 4 or 4N) of the retractor used, in accordance with Paragraph-2.14. of this Regulation, and the letter ""m"" if the retractor used is an emergency locking retractor with multiple sensitivity;"
<PARAGRAPH 5.3.4.2.2.3.>,"The letter ""p"" in the case of safety-belts with a pre-loading device;"
<PARAGRAPH 5.3.4.2.2.4.>,"The letter ""t"" in the case of a safety-belt with a retractor incorporating a tension-reducing device;"
<PARAGRAPH 5.3.4.2.2.5.>,"Belts fitted with a type 4N retractor shall also bear a symbol consisting of a rectangle with a vehicle of category M1 crossed out, indicating that the use of this type of retractor is prohibited in vehicles of that category."
<PARAGRAPH 5.3.4.2.2.6.>,"If the safety-belt is approved following the provisions of Paragraph-6.4.1.3.3. Paragraph-6.4.1.3.4. of this Regulation, it shall be marked with the word ""AIRBAG"" in a rectangle."
<PARAGRAPH 5.3.4.2.3.>,"The symbol referred to in Paragraph-5.3.4.2.1. above shall be preceded by the letter ""Z"" when the safety-belt is part of a restraint system."
<PARAGRAPH 5.3.5.>,"Annex-2, Paragraph-2. to this Regulation gives examples of arrangements of the approval mark."
<PARAGRAPH 5.3.6.>,"The particulars referred to in Paragraph-5.3.4. above shall be clearly legible and be indelible, and may be permanently affixed either by means of a label or by direct marking. The label or marking shall be resistant to wear. 4 See the footnote to Paragraph-5.2.4.1. of this Regulation."
<PARAGRAPH 5.3.7.>,"The labels referred to in Paragraph-5.3.6. above may be issued either by the Type Approval Authority which has granted the approval or, subject to that Authority's authorization, by the manufacturer."
<PARAGRAPH 6.>,Specifications
<PARAGRAPH 6.1.>,General specifications
<PARAGRAPH 6.1.1.>,Each sample submitted in conformity with Paragraph-3.2.2.2. Paragraph-3.2.2.3. Paragraph-3.2.2.4. above shall meet the specifications set forth in Paragraph-6. of this Regulation.
<PARAGRAPH 6.1.2.>,"The belt or the restraint system shall be so designed and constructed that, when correctly installed and properly used by an occupant, its satisfactory operation is assured and it reduces the risk of bodily injury in the event of an accident."
<PARAGRAPH 6.1.3.>,The straps of the belt shall not be liable to assume a dangerous configuration.
<PARAGRAPH 6.1.4.>,The use of materials with properties of polyamide 6 as regards water retention is prohibited in all mechanical parts for which such a phenomenon is likely to have an adverse effect on their operation.
<PARAGRAPH 6.2.>,Rigid parts
<PARAGRAPH 6.2.1.>,General
<PARAGRAPH 6.2.1.1.>,"The rigid parts of the safety-belt, such as buckles, adjusting devices, attachments and the like, shall not have sharp edges liable to cause wear or breakage of the straps by chafing."
<PARAGRAPH 6.2.1.2.>,"All parts of the belt assembly liable to be affected by corrosion shall be suitably protected against it. After undergoing the corrosion test prescribed in Paragraph-7.2. below, neither signs of deterioration likely to impair the proper functioning of the device nor any significant corrosion shall be visible to the unaided eye of a qualified observer."
<PARAGRAPH 6.2.1.3.>,Rigid parts intended to absorb energy or to be subjected to or to transmit a load shall not be fragile.
<PARAGRAPH 6.2.1.4.>,"The rigid items and parts made of plastics of a safety-belt shall be so located and installed that they are not liable, during every day use of a power-driven vehicle, to become trapped under a moveable seat or in a door of that vehicle. If any of these items and parts do not comply with the above conditions, they shall be subjected to the cold impact test specified in Paragraph-7.5.4. below. After the test, if any visible cracks are present in any plastic cover or retainer of rigid item, the complete plastic part shall then be removed and the remaining assembly shall then be assessed against its continued security. If the remaining assembly is still secure, or no visible cracks are present, it will then be further assessed against the test requirements specified in Paragraph-6.2.2. Paragraph-6.2.3. Paragraph-6.4. below."
<PARAGRAPH 6.2.2.>,Buckle
<PARAGRAPH 6.2.2.1.>,"The buckle shall be so designed as to preclude any possibility of incorrect use. This means, inter alia, that it shall not be possible for the buckle to be left in a partially-losed condition. The procedure for opening the buckle shall be evident. The parts of the buckle likely to contact the body of the wearer shall present a section of not less than 20 cmP2P and at least 46 mm in width, measured in a plane situated at a maximal distance of 2.5 mm from the contact surface. In the case of harness belt buckles, the latter requirement shall be regarded as satisfied if the contact area of the buckle with the wearer's body is comprised between 20 and 40 cm2."
<PARAGRAPH 6.2.2.2.>,"The buckle, even when not under tension, shall remain closed whatever the position of the vehicle. It shall not be possible to release the buckle inadvertently, accidentally or with a force of less than 1 daN. The buckle shall be easy to use and to grasp; when it is not under tension and when under the tension specified in Paragraph-7.8.2. below, it shall be capable of being released by the wearer with a single simple movement of one hand in one direction; in addition, in the case of belt assemblies intended to be used for the front outboard seats, except in these harness belts, it shall also be capable of being engaged by the wearer with a simple movement of one hand in one direction. The buckle shall be released by pressing either a button or a similar device. The surface to which this pressure is applied shall have the following dimensions, with the button in the actual release position and when projected into a plane perpendicular to the button's initial direction of motion: for enclosed buttons, an area of not less than 4.5 cm2 and a width of not less than 15 mm; for non-enclosed buttons, an area of not less than 2.5 cm2 and a width of not less than 10 mm. The buckle release area shall be coloured red. No other part of the buckle shall be of this color. When the seat is occupied, a red warning light as part of the buckle shall be permitted, if it is switched off by the action of buckling the seat belt. Lights illuminating the buckle in a colour other than red are not required to be switched off by the action of buckling the seat belt. These lights shall not illuminate the buckle in such a way that the perception of the red colour of the buckle release or the red of the warning light is affected."
<PARAGRAPH 6.2.2.3.>,"The buckle, when tested in accordance with Paragraph-7.5.3. below, shall operate normally."
<PARAGRAPH 6.2.2.4.>,"The buckle shall be capable of withstanding repeated operation and, prior to the dynamic test specified in Paragraph-7.7. below shall undergo 5,000 opening and closing cycles under normal conditions of use. In the case of harness belt buckles, this test may be carried out without all the tongues being introduced."
<PARAGRAPH 6.2.2.5.>,The force required to open the buckle in the test as prescribed in Paragraph-7.8. below shall not exceed 6 daN.
<PARAGRAPH 6.2.2.6.>,"The buckle shall be tested for strength as prescribed in Paragraph-7.5.1. and, where appropriate Paragraph-7.5.5. below. It shall not break, be seriously distorted or become detached under the tension set up by the prescribed load."
