paragraph,Text
<PARAGRAPH 2.1.4.>,"Whether the device produces steady luminous intensity (category R, R1, RM1, S1 or S3) or variable luminous intensity (category R2, RM2, S2 or S4);"
<PARAGRAPH 2.1.5.>,"At the choice of the applicant, that the device may be installed on the vehicle with different inclinations of the reference axis in respect to the vehicle reference planes and to the ground or rotate around its reference axis; these different conditions of installation shall be indicated in the communication form."
<PARAGRAPH 2.2.>,"For each type of device, the application shall be accompanied by:"
<PARAGRAPH 2.2.1.>,"Drawings, in triplicate, in sufficient detail to permit identification of the type of the device and showing the following: (a) In what geometrical position(s) the device (and if applicable for category S3 or S4 lamps the rear window) may be mounted on the vehicle; the axis of observation to be taken is the axis of reference in the tests (horizontal angle H = 0°, vertical angle V = 0°); and the point to be taken as the centre of reference in the said tests; (b) The geometrical conditions of installation of the device(s) that meet(s) the requirements of paragraph 6; (c) In the case of an interdependent lamp system, the interdependent lamp or the combination of interdependent lamps that fulfil the requirements of Paragraph-5.10. Paragraph-6.1. and of Annex-4 to this Regulation; (d) The position intended for the approval number and the additionalsymbols in relation to the circle of the approval mark."
<PARAGRAPH 2.2.2.>,"A brief technical description stating, in particular, with the exception of lamps with non-replaceable light sources: (a) The category or categories of filament lamp(s) prescribed; this filament lamp category shall be one of those contained in Regulation-No._37 and its series of amendments in force at the time of application for type approval; in the case of a category S3 or S4 stop lamp, which is intended to be mounted inside the vehicle, the technical description shall contain the specification of the optical properties (transmission, colour, inclination, etc.) of the rear window(s); (b) The light source module specific identification code."
<PARAGRAPH 2.2.3.>,"In the case of a lamp with variable luminous intensity, a concise description of the variable intensity control, an arrangement diagram and a specification of the characteristics of the system ensuring the two levels of intensity;"
<PARAGRAPH 2.2.4.>,"Two samples; if the approval is applied for devices which are not identical but are symmetrical and suitable for mounting one on the left and one on the right side of the vehicle, the two samples submitted may be identical and be suitable for mounting only on the right or only on the left side of the vehicle. In the case of a lamp with variable luminous intensity the application shall also be accompanied by the variable intensity control or a generator providing the same signal(s)."
<PARAGRAPH 2.2.5.>,"In the case of a category S3 or S4 stop lamp which is intended to be mounted inside the vehicle, a sample plate or sample plates (in case of different possibilities) having the equivalent optical properties corresponding to those of the actual rear window(s)."
<PARAGRAPH 3.>,Markings Devices submitted for approval:
<PARAGRAPH 3.1.>,Must bear the trade name or mark of the applicant; this marking must be clearly legible and be indelible;
<PARAGRAPH 3.2.>,"With the exception of lamps with non-replaceable light sources, must bear a clearly legible and indelible marking indicating: (a) The category or categories of filament lamp(s) prescribed; and/or (b) The light source module specific identification code."
<PARAGRAPH 3.3.>,Must comprise a space of sufficient size for the approval marking and the additional symbols prescribed in Paragraph-4.2. below; this space shall be shown in the drawings mentioned in Paragraph-2.2.1. above;
<PARAGRAPH 3.4.>,"In the case of lamps with an electronic light source control gear or a variable intensity control and/or non-replaceable light sources and/or light source module(s), must bear the marking of the rated voltage or range of voltage and rated maximum wattage;"
<PARAGRAPH 3.5.>,"Lamps operating at voltages other than the nominal rated voltages of 6 V, 12 V or 24 V respectively, by the application of an electronic light source control gear or a variable intensity control being not part of the lamp, or having a secondary operating mode, must also bear a marking denoting the rated secondary design voltage;"
<PARAGRAPH 3.6.>,"In the case of lamps with light source module(s), the light source module(s) shall bear:"
<PARAGRAPH 3.6.1.>,The trade name or mark of the applicant; this marking must be clearly legible and indelible;
<PARAGRAPH 3.6.2.>,"The specific identification code of the module; this marking must be clearly legible and indelible. This specific identification code shall comprise the starting letters ""MD"" for ""MODULE"" followed by the approval marking without the circle as prescribed in Paragraph-4.2.1.1. below and, in the case several non-identical light source modules are used, followed by additional symbols or characters; this specific identification code shall be shown in the drawings mentioned in Paragraph-2.2.1. above. The approval marking does not have to be the same as the one on the lamp in which the module is used, but both markings shall be from the same applicant."
<PARAGRAPH 3.6.3.>,The marking of the rated voltage or range of voltage and rated maximum wattage.
<PARAGRAPH 3.7.>,An electronic light source control gear or a variable intensity control being part of the lamp but not included into the lamp body shall bear the name of the manufacturer and its identification number.
<PARAGRAPH 4.>,Approval
<PARAGRAPH 4.1.>,General
<PARAGRAPH 4.1.1.>,"If the two devices which are submitted in pursuance of Paragraph-2.2.4. above satisfy the provisions of this Regulation, approval shall be granted. All the devices of an interdependent lamp system must be submitted for type approval by the same applicant."
<PARAGRAPH 4.1.2.>,"When two or more lamps are part of the same unit of grouped, combined or reciprocally incorporated lamps, approval may be granted only if each of these lamps satisfies the provisions set out in this Regulation or in another Regulation. Lamps not satisfying the provisions of any of those Regulations shall not be part of such unit of grouped, combined or reciprocally incorporated lamps. This provision shall not apply to headlamps fitted with a double-filament bulb, where only one beam is approved."
<PARAGRAPH 4.1.3.>,"An approval number shall be assigned to each type approved. Its first two digits (at present 02) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another type of device covered by this Regulation, except in case approval is extended to a device which only differs from the already approved device by the colour of the light emitted."
<PARAGRAPH 4.1.4.>,"Notice of approval or of extension or refusal or of withdrawal of approval or production definitively discontinued of a type of device pursuant to this Regulation shall be communicated to the Parties to the 1958 Agreement applying this Regulation, by means of a form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 4.1.5.>,"Every device conforming to a type approved under this Regulation shall bear, in the space referred to in Paragraph-3.3. above, and in addition to the markings prescribed in Paragraph-3.1. Paragraph-3.2. Paragraph-3.4. respectively, an approval mark as described in Paragraph-4.2. Paragraph-4.3. below."
<PARAGRAPH 4.2.>,Composition of the approval mark The approval mark shall consist of:
<PARAGRAPH 4.2.1.>,"An international approval mark, comprising:"
<PARAGRAPH 4.2.1.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval2; 2 The distinguishing numbers of the Contracting Parties to the 1958 Agreement are reproduced in Annex-3 to the Consolidated Resolution on the Construction of Vehicles (R.E.3), document ECE/TRANS/WP.29/78/Rev.2/Amend.1."
<PARAGRAPH 4.2.1.2.>,The approval number prescribed in Paragraph-4.1.3. above.
<PARAGRAPH 4.2.2.>,The following additional symbol or symbols:
<PARAGRAPH 4.2.2.1.>,"On devices meeting the requirements of this Regulation in respect of the front position lamps, the letter ""A"";"
<PARAGRAPH 4.2.2.2.>,"On devices meeting the requirements of this Regulation in respect of the rear position lamps, the letter ""R"" followed or not by the Figure ""1"" when the device produces steady luminous intensity and by the Figure ""2"" when the device produces variable luminous intensity."
<PARAGRAPH 4.2.2.3.>,"On devices meeting the requirements of this Regulation in respect of the front end-outline marker lamps, the letters ""AM"";"
<PARAGRAPH 4.2.2.4.>,"On devices meeting the requirements of this Regulation in respect of the rear end-outline marker lamps, the letters ""RM"" followed by the Figure ""1"" when the device produces steady luminous intensity and by the Figure ""2"" when the device produces variable luminous intensity;"
<PARAGRAPH 4.2.2.5.>,"On devices meeting the requirements of this Regulation in respect of the stop-lamps, the letter ""S"" followed by the figure: ""1"" When the device produces steady luminous intensity; ""2"" When the device produces variable luminous intensity; ""3"" When the device meets the specific requirements for category S3 stop- lamps and produces steady luminous intensity; ""4"" When the device meets the specific requirements for category S4 stop- lamps and produces variable luminous intensity;"
<PARAGRAPH 4.2.2.6.>,"On devices comprising both a rear position lamp and a stop- lamp meeting the requirements of this Regulation in respect of such lamps, the letters ""R"" or ""R1"" or ""R2"" and ""S1"" or ""S2"" as the case may be, separated by a horizontal dash;"
<PARAGRAPH 4.2.2.7>,"On front or rear position lamps of which the visibility angles are asymmetrical with regard to the reference axis in a horizontal direction, and on front or rear end-outline marker lamps, a horizontal arrow pointing towards the side on which the photometric specifications are met up to an angle of 80° H;"
<PARAGRAPH 4.2.2.8.>,"On devices which may be used as part of an assembly of two lamps, the additional letter ""D"" to the right of the symbol mentioned in Paragraph-4.2.2.1. Paragraph-4.2.2.6;"
<PARAGRAPH 4.2.2.9.>,On devices with reduced light distribution in conformity to Paragraph-2.3. in Annex-4 to this Regulation a vertical arrow starting from a horizontal segment and directed downwards.
<PARAGRAPH 4.2.2.10.>,"On interdependent lamps, which may be used as part of an interdependent lamp system, the additional letter ""Y"" to the right of the symbol mentioned in Paragraph-4.2.2.1. to"
<PARAGRAPH 4.2.2.6.>,shall be marked on each device.
<PARAGRAPH 4.2.3.>,"The two digits of the approval number (at present 02 corresponding to the 02 series of amendments which entered into force on 5-May-1991), which indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval and, if necessary, the required arrow may be marked close to the above additional symbols."
<PARAGRAPH 4.2.4.>,The marks and symbols referred to in Paragraph-4.2.1. Paragraph-4.2.2. above shall be clearly legible and indelible even when the device is fitted in the vehicle.
<PARAGRAPH 4.3.>,Arrangement of the approval mark
<PARAGRAPH 4.3.1.>,"Independent lamps Annex-3, paragraphs 1 to 6, gives examples of the approval mark with the above mentioned additional symbols. If different types of lamps complying with the requirements of several Regulations uses the same outer lens having the same or different colour, a single international approval mark may be affixed, consisting of a circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted the approval, and an approval number. This approval mark may be located anywhere on the lamp, provided that:"
<PARAGRAPH 4.3.1.1.>,It is visible after their installation.
<PARAGRAPH 4.3.1.2.>,"The identification symbol for each lamp appropriate to each Regulation under which approval has been granted, together with the corresponding series of amendments incorporating the most recent major technical amendments to the Regulation at the time of issue of the approval and if necessary, the required arrow shall be marked."
<PARAGRAPH 4.3.1.3.>,The size of the components of a single approval mark shall not be less than the minimum size required for the smallest of the individual marks under which approval has been granted.
<PARAGRAPH 4.3.1.4.>,The main body of the lamp shall include the space described in Paragraph-3.3. above and shall bear the approval mark of the actual function(s).
<PARAGRAPH 4.3.1.5.>, Paragraph-7. of Annex-3 to this Regulation gives examples of an approval mark with the above-mentioned additional symbols.
<PARAGRAPH 4.3.2.>,"Grouped, combined or reciprocally incorporated lamps"
<PARAGRAPH 4.3.2.1.>,"Where grouped, combined or reciprocally incorporated lamps have been found to comply with the requirements of several Regulations, a single international approval mark may be affixed, consisting of a circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted the approval, and an approval number. This approval mark may be located anywhere on the grouped, combined or reciprocally incorporated lamps, provided that:"
<PARAGRAPH 4.3.2.1.1.>,It is visible after their installation;
<PARAGRAPH 4.3.2.1.2.>,"No part of the grouped, combined or reciprocally incorporated lamps that transmits light can be removed without at the same time removing the approval mark."
<PARAGRAPH 4.3.2.2.>,"The identification symbol for each lamp appropriate to each Regulation under which approval has been granted, together with the corresponding series of amendments incorporating the most recent major technical amendments to the Regulation at the time of issue of the approval and, if necessary, the required arrow shall be marked:"
<PARAGRAPH 4.3.2.2.1.>,"Either on the appropriate light-emitting surface Paragraph-4.3.2.2.2. Or in a group, in such a way that each of the grouped, combined or reciprocally incorporated lamps may be clearly identified."
<PARAGRAPH 4.3.2.3.>,The size of the components of a single approval mark shall not be less than the minimum size required for the smallest of the individual marks under which approval has been granted.
<PARAGRAPH 4.3.2.4.>,"An approval number shall be assigned to each type approved. The same Contracting Party may not assign the same number to another type of grouped, combined or reciprocally incorporated lamps covered by this Regulation."
<PARAGRAPH 4.3.2.5.>," Paragraph-8. of Annex-3 to this Regulation gives examples of approval marks for grouped, combined or reciprocally incorporated lamps with all the above mentioned additional symbols."
<PARAGRAPH 4.3.3.>,Lamps reciprocally incorporated with a type of headlamp of which the lens is also used for other types of headlamps The provisions laid down in Paragraph-4.3.2. above are applicable.
<PARAGRAPH 4.3.3.1.>,"However, if different types of headlamps or of units of lamps including a headlamp comprise the same lens, the latter may bear the different approval marks relating to these types of headlamps or units or lamps, provided that the main body of the headlamp, even if it cannot be separated from the lens, also comprises the space described in Paragraph-3.3. above and bears the approval marks of the actual functions. If different types of headlamps comprise the same main body, the latter may bear the different approval marks."
<PARAGRAPH 4.3.3.2.>, Paragraph-9. of Annex-3 to this Regulation gives examples of approval marks relating to lamps which are reciprocally incorporated with a headlamp.
<PARAGRAPH 4.3.4.>,The approval marking shall be clearly legible and indelible. It may be placed on an inner or outer part (transparent or not) of the device which cannot be separated from the transparent part of the device emitting the light. In any case the marking shall be visible when the device is fitted on the vehicle or when a movable part such as the hood or boot lid or a door is opened.
<PARAGRAPH 5.>,General specifications
<PARAGRAPH 5.1.>,Each device supplied shall conform to the specifications set forth in Paragraph-6. Paragraph-8. below.
<PARAGRAPH 5.2.>,"The devices must be so designed and constructed that in normal conditions of use, and notwithstanding the vibrations to which they may be subjected in such use, their satisfactory operation remains assured and they retain the characteristics prescribed by this Regulation."
<PARAGRAPH 5.3.>,"Lamps having been approved as front or rear position lamps, are deemed being also approved end-outline marker lamps."
<PARAGRAPH 5.4.>,Front and rear position lamps which are grouped or combined or reciprocally incorporated may also be used as end-outline marker lamps.
<PARAGRAPH 5.5.>,"Position lamps, which are reciprocally incorporated with another function, using a common light source, and designed to operate permanently with an additional system to regulate the intensity of the light emitted, are permitted."
<PARAGRAPH 5.5.1.>,"However, in the case of rear position lamp reciprocally incorporated with a stop lamp, the device shall either: (a) Be a part of a multiple light source arrangement, or (b) Be intended for use in a vehicle equipped with a failure monitoring system for that function. In either case, a note shall be made within the communication document."
<PARAGRAPH 5.6.>,"In the case of light source modules, it shall be checked that:"
<PARAGRAPH 5.6.1.>,"The design of the light source module(s) shall be such as: (a) That each light source module can only be fitted in no other position than the designated and correct one and can only be removed with the use of tool(s); (b) If there are more than one light source module used in the housing for a device, light source modules having different characteristics can not be interchanged within the same lamp housing."
<PARAGRAPH 5.6.2.>,The light source module(s) shall be tamperproof.
<PARAGRAPH 5.6.3.>,"A light source module shall be so designed that regardless of the use of tool(s), it shall not be mechanically interchangeable with any replaceable approved light source."
<PARAGRAPH 5.7.>,"If the front position lamp incorporates one or more infrared radiation generators, the photometric and colour requirements for this front position lamp shall be met with and without the operation of the infrared radiation generator(s)."
<PARAGRAPH 5.8.>,In case of failure of the variable intensity control of: (a) A rear position lamp category R2 emitting more than the maximum value of category R or R1; (b) A rear end-outline marker lamp category RM2 emitting more than the maximum value of category RM1; (c) A stop lamp category S2 emitting more than the maximum value of category S1; (d) A stop lamp category S4 emitting more than the maximum value of category S3; Requirements of steady luminous intensity of the respective category shall be fulfilled automatically.
<PARAGRAPH 5.9.>,In the case of replaceable filament lamp(s):
<PARAGRAPH 5.9.1.>,"Any category or categories of filament lamp(s) approved according to Regulation-No._37 may be used, provided that no restriction on the use is made in Regulation-No._37 and its series of amendments in force at the time of application for type approval."
<PARAGRAPH 5.9.2.>,The design of the device shall be such that the filament lamp can be fixed in no other position but the correct one.
<PARAGRAPH 5.9.3.>,"The filament lamp holder shall conform to the characteristics given in IEC Publication 60061. The holder data sheet relevant to the category of filament lamp used, applies."
<PARAGRAPH 5.10.>,"An interdependent lamp system shall meet the requirements when all its interdependent lamps are operated together. However, if the interdependent lamp system providing the rear position lamp function is partly mounted on the fixed component and partly mounted on a movable component, the interdependent lamp(s) specified by the Applicant shall meet the outboard geometric visibility, colorimetric and photometric requirement, at all fixed positions of the movable component(s). In this case, the inboard geometric visibility requirement is deemed to be satisfied if this (these) interdependent lamp(s) still conform to the photometric values prescribed in the field of light distribution for the approval of the device, at all fixed positions of the moveable component(s)."
<PARAGRAPH 6.>,Intensity of light emitted
<PARAGRAPH 6.1.>,"The light emitted by each of the two devices supplied shall be in the reference axis, of not less than the minimum intensity and of not more than the maximum intensity specified below: Minimum luminous intensity in cd Maximum luminous intensity in cd when used as Single lamp Lamp (single) marked ""D"" ( Paragraph-4.2.2.6.)"
<PARAGRAPH 6.1.1.>,"Front position lamps, front end-outline marker lamp A or AM 4 140 70"
<PARAGRAPH 6.1.2.>,Front position lamps incorporated in a headlamp 4 140 -
<PARAGRAPH 6.1.3.>,"Rear position lamps, rear end-outline marker lamp"
<PARAGRAPH 6.1.3.1.>,R or R1 or RM1 (steady) 4 17 8.5
<PARAGRAPH 6.1.3.2.>,R2 or RM2 (variable) 4 42 21
<PARAGRAPH 6.1.4.>,Stop-lamps 60 260 130
<PARAGRAPH 6.1.4.1.>,S1 (steady)
<PARAGRAPH 6.1.4.2.>,S2 (variable) 60 730 365
<PARAGRAPH 6.1.4.3.>,S3 (steady) 25 110 55
<PARAGRAPH 6.1.4.4.>,S4 (variable) 25 160 80
<PARAGRAPH 6.1.5.>,For an assembly of two or more lamps the total intensity shall not exceed the maximum value prescribed for a single lamp.
<PARAGRAPH 6.1.6.>,"When an assembly of two independent lamps to be type approved as ""D"" lamps having the same function is deemed to be a single lamp, it shall comply with the requirements for: (a) Maximum intensity if all lamps together are lit; (b) Minimum intensity if either lamp has failed."
<PARAGRAPH 6.1.7.>,In case of failure of a single lamp containing more than one light source the following provisions shall apply:
<PARAGRAPH 6.1.7.1.>,"A group of light sources, wired so that the failure of any one of them causes all of them to stop emitting light, shall be considered to be one light source."
<PARAGRAPH 6.1.7.2.>,"The lamp shall comply with the minimum intensity required in the table of standard light distribution in space as shown in Annex-4 when any one light source has failed. However, for lamps designed for only two light sources, 50 per cent of the minimum intensity in the axis of reference of the lamp shall be considered sufficient, provided that a note in the communication form states that the lamp is only for use on a vehicle fitted with an operating tell-tale which indicates when any one of these two light sources has failed."
<PARAGRAPH 6.2.>,"Outside the reference axis and within the angular fields defined in the diagrams in Annex-1 to this Regulation, the intensity of the light emitted by each of the two devices supplied must:"
<PARAGRAPH 6.2.1.>,"In each direction corresponding to the points in the light distribution table reproduced in Annex-4 to this Regulation, be not less than the product of the minimum specified in the table of Paragraph-6.1. above, by the percentage specified in the said table of the direction in question;"
<PARAGRAPH 6.2.2.>,"In no direction within the space from which the light-signalling device is visible, exceed the maximum specified in the table of Paragraph-6.1. above;"
<PARAGRAPH 6.2.3.>,"However, a luminous intensity of 60 cd shall be permitted for rear position lamps reciprocally incorporated with stop-lamps (see Paragraph-6.1.3. above) below a plane forming an angle of 5° with and downward from the horizontal plane;"
<PARAGRAPH 6.2.4.>,"Moreover Paragraph-6.2.4.1. Throughout the fields defined in the diagrams in Annex-1, the luminous intensity of the light emitted must be not less than 0.05 cd for front and rear position lamps and end-outline marker lamps, not less than 0.3 cd for stop-lamps;"
<PARAGRAPH 6.2.4.2.>,"If a rear position lamp is reciprocally incorporated with a stop-lamp producing either steady or variable luminous intensity, the ratio between the luminous intensities actually measured of the two lamps when turned on simultaneously at the intensity of the rear position lamp when turned on alone should be at least 5: 1 in the field delimited by the straight horizontal lines passing through ±5° V and the straight vertical lines passing through ±10° H of the light distribution table. If the rear position lamp or the stop lamp or both contain more than one light source and are considered as a single lamp, the values to be considered are those obtained with all sources in operation;"
<PARAGRAPH 6.2.4.3.>,The provisions of Paragraph-2.2. of Annex-4 to this Regulation on local variations of intensity must be observed.
<PARAGRAPH 6.3.>,"The intensities shall be measured with the filament lamp(s) continuously alight and, in the case of devices emitting red light, in coloured light."
<PARAGRAPH 6.4.>,"In the case of devices of categories R2, RM2, S2 and S4 the time that elapses between energising the light source(s) and the light output measured on the reference axis to reach 90 per cent of the value measured in accordance with Paragraph-6.3. above shall be measured for the extreme levels of luminous intensity produced by the device. The time measured to obtain the lowest luminous intensity shall not exceed the time measured to obtain the highest luminous intensity."
<PARAGRAPH 6.5.>,The variable intensity control shall not generate signals which cause luminous intensities:
<PARAGRAPH 6.5.1.>,Outside the range specified in Paragraph-6.1. above Paragraph-6.5.2. Exceeding the respective steady luminous intensity maximum specified in Paragraph-6.1. for the specific device: (a) For systems depending only on daytime and night time conditions: under night time conditions; (b) For other systems: under standard conditions3.
<PARAGRAPH 6.6.>,"Annex-4, to which reference is made in Paragraph-6.2.1. above, gives particulars of the methods of measurement to be used."
<PARAGRAPH 7.>,Test procedure
<PARAGRAPH 7.1.>,"All measurements, photometric and colorimetric, shall be made:"
<PARAGRAPH 7.1.1.>,"In case of a lamp with replaceable light source, if not supplied by an electronic light source control gear or a variable intensity control, with an uncolored or colored standard filament lamp of the category prescribed for the device, supplied with the voltage necessary to produce the reference luminous flux required for that category of filament lamp Paragraph-7.1.2. In the case of a lamp equipped with non-replaceable light sources (filament lamps and other), at 6.75 V Paragraph-13.5 V Paragraph-28.0 V respectively."
<PARAGRAPH 7.1.3.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, being part of the lamp4 applying at the input terminals of the lamp the voltage declared by the manufacturer or, if not indicated Paragraph-6.75 V Paragraph-13.5 V Paragraph-28.0 V respectively."
<PARAGRAPH 7.1.4.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, not being part of the lamp the voltage declared by the manufacturer shall be applied to the input terminals of the lamp."
<PARAGRAPH 7.2.>,"However, in the case of light sources operated by a variable intensity control to obtain variable luminous intensity, photometric measurements shall be"
<PARAGRAPH 7.3.>,"The test laboratory shall require from the manufacturer the light source control gear or a variable intensity control needed to supply the light source and the applicable functions. 3 Good visibility (meteorological optical range MOR > 2,000 m defined according to WMO, Guide to Meteorological Instruments and Methods of Observation, Sixth Edition, ISBN: 92-63-16008-2, pp 1.9.1/1.9.11, Geneva 1996 ) and clean lens. 4 For the purpose of this Regulation ""being part of the lamp"" means to be physically included in the lamp body or to be external, separated or not, but supplied by the lamp manufacturer as part of the lamp system."
<PARAGRAPH 7.4.>,The voltage to be applied to the lamp shall be noted in the communication form in Annex-2 of this Regulation.
<PARAGRAPH 7.5.>,The limits of the apparent surface in the direction of the reference axis of a light-signalling device shall be determined.
<PARAGRAPH 7.>,"6. In the case of a category S3 or S4 stop lamp, which is intended to be mounted inside the vehicle a sample plate or sample plates (in case of different possibilities) as supplied (see Paragraph-2.2.5.) shall be positioned in front of the lamp to be tested, in the geometrical position(s) as described in the application drawing(s) (see Paragraph-2.2.1.)."
<PARAGRAPH 8.>,"Colour of light emitted The colour of the light emitted inside the field of the light distribution grid defined in Paragraph-2. of Annex-4 shall be red or white. Outside this field, no sharp variation of colour shall be observed. To check these colorimetric characteristics, the test procedure described in Paragraph-7. of this Regulation shall be applied. However, for lamps equipped with non-replaceable light sources (filament lamps and other), the colorimetric characteristics should be verified with the light sources present in the lamp, in accordance with the relevant sub-paragraph of Paragraph-7.1. of this Regulation. In the case of a category S3 or S4 stop lamp, which is intended to be mounted inside the vehicle, the colorimetric characteristics shall be verified with the worst case combination(s) of lamp and rear window(s) or sample plate(s). These requirements shall also apply within the range of variable luminous intensity produced by: (a) Rear position lamps of category R2; (b) Rear end-outline marker lamps of category RM2; (c) Stop lamps of categories S2 and S4."
<PARAGRAPH 9.>,"Conformity of production The conformity of production procedures shall comply with those set out in the Agreement, Annex-2 (-), with the following requirements:"
<PARAGRAPH 9.1.>,Lamps approved under this Regulation shall be so manufactured as to conform to the type approved by meeting the requirements set forth in Paragraph-6. Paragraph-8. above.
<PARAGRAPH 9.2.>,The minimum requirements for conformity of production control procedures set forth in Annex-5 to this Regulation shall be complied with.
<PARAGRAPH 9.3.>,The minimum requirements for sampling by an inspector set forth in Annex-6 to this Regulation shall be complied with.
<PARAGRAPH 9.4.>,The authority which has granted type approval may at any time verify the conformity control methods applied in each production facility. The normal frequency of these verifications shall be once every two years.
<PARAGRAPH 10.>,Penalties for non-conformity of production
<PARAGRAPH 10.1.>,The approval granted in respect of a device may be withdrawn if the foregoing conditions are not satisfied.
<PARAGRAPH 10.2.>,"If a Contracting Party to the Agreement applying this Regulation withdraws an approval it has previously granted, it shall forthwith so notify the other Contracting Parties applying this Regulation by means of a communication form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 11.>,"Production definitively discontinued If the holder of the approval completely ceases to manufacture a device, approved in accordance with this Regulation, he shall so inform the authority which granted the approval. Upon receiving the relevant communication, that authority shall inform thereof the other Parties to the 1958 Agreement applying this Regulation, by means of a copy of a communication form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 12.>,"Remarks concerning colours and particular devices The Contracting Parties to the Agreement to which this Regulation is annexed are not precluded by Article 3 of that Agreement from prohibiting, for devices installed on vehicles registered by them, certain colours for which provision is made in this Regulation, or from prohibiting for all categories or for certain categories of vehicles registered by them stop-lamps having only steady luminous intensity."
<PARAGRAPH 13.>,"Names and addresses of Technical Services responsible for conducting approval tests, and of Type approval Authorities The Contracting Parties to the 1958 Agreement applying this Regulation shall communicate to the United Nations Secretariat the names and addresses of the Technical Services responsible for conducting approval tests and of the Type Approval Authorities which grant approval and to which forms certifying approval or extension or refusal or withdrawal of approval or production definitively discontinued, issued in other countries, are to be sent."
<PARAGRAPH 14.>,Transitional provisions
<PARAGRAPH 14.1.>,Signalling lamps not equipped with filament lamps and category S3 stop lamps intended to be mounted inside a vehicle.
<PARAGRAPH 14.1.1.>,"As from the date of entry into force of Supplement_6 to the 02 series of amendments, no Contracting Party applying this Regulation shall refuse to grant approvals under this Regulation as amended by Supplement_6 to the 02 series of amendments."
<PARAGRAPH 14.1.2.>,"As from 36 months after the date of entry into force of Supplement_6 to the 02 series of amendments, Contracting Parties applying this Regulation shall grant approvals only if the type of lamps as described in Paragraph-14.1. above meets the requirements of this Regulation as amended by Supplement_6 to the 02 series of amendments."
<PARAGRAPH 14.1.3.>,Contracting Parties applying this Regulation shall not refuse to grant extensions of approvals to the preceding series of amendments to this Regulation.
<PARAGRAPH 14.1.4.>,Contracting Parties applying this Regulation shall continue to grant approvals to those types of lamps as described in Paragraph-14.1. above which comply with the requirements of this Regulation as amended by the preceding series of amendments during the 36 months' period which follows the date of entry into force of Supplement_6 to the 02 series of amendments.
<PARAGRAPH 14.2.>,Fitting of lamps described in Paragraph-14.1. above on a vehicle.
<PARAGRAPH 14.2.1.>,"As from the date of entry into force of Supplement_6 to the 02 series of amendments, no Contracting Party applying this Regulation shall prohibit the fitting on a vehicle of lamps described in Paragraph-14.1. above approved under this Regulation as amended by Supplement_6 to the 02 series of amendments."
