paragraph,Text
<PARAGRAPH 2.2.4.>,"For a direction indicator lamp of categories 1, 1a, 1b, 2a and 2b, information regarding activation of the signals according to Paragraph-5.6. Paragraph-6.2.2. below."
<PARAGRAPH 2.2.5.>,"Two samples; if the approval is applied for devices which are not identical but are symmetrical and suitable for mounting one on the left and one on the right side of the vehicle, the two samples submitted may be identical and be suitable for mounting only on the right or only on the left side of the vehicle. For a direction indicator of category 2b, the application shall also be accompanied by variable intensity control or a generator providing the same signal(s)."
<PARAGRAPH 3.>,Markings Devices submitted for approval shall:
<PARAGRAPH 3.1.>,Bear the trade name or mark of the applicant; this marking shall be clearly legible and indelible;
<PARAGRAPH 3.2.>,"With the exception of lamps with non-replaceable light sources, bear a clearly legible and indelible marking indicating: (a) The category or categories of light source(s) prescribed; and/or (b) The light source module specific identification code"
<PARAGRAPH 3.3.>,Comprise a space of sufficient size for the approval marking and the additional symbols prescribed in Paragraph-4.2. below; this space shall be shown in the drawings mentioned in Paragraph-2.2.1. above;
<PARAGRAPH 3.4.>,"In case of lamps with an electronic light source control gear or a variable intensity control and/or non-replaceable light sources and/or light source module(s), bear the marking of the rated voltage or range of voltage and rated maximum wattage."
<PARAGRAPH 3.5.>,"In the case of lamps with light source module(s), the light source module(s) shall bear:"
<PARAGRAPH 3.5.1.>,The trade name or mark of the applicant; this marking shall be clearly legible and indelible;
<PARAGRAPH 3.5.2.>,"The specific identification code of the module; this marking shall be clearly legible and indelible. This specific identification code shall comprise the starting letters ""MD"" for ""MODULE"" followed by the approval marking without the circle as prescribed in Paragraph-4.2.1.1. below and, in the case several non identical light source modules are used, followed by additional symbols or characters; this specific identification code shall be shown in the drawings mentioned in Paragraph-2.2.1. above. The approval marking does not have to be the same as the one on the lamp in which the module is used, but both markings shall be from the same applicant."
<PARAGRAPH 3.5.3.>,The marking of the rated voltage or range of voltage and rated maximum wattage.
<PARAGRAPH 3.6.>,An electronic light source control gear or a variable intensity control being part of the lamp but not included into the lamp body shall bear the name of the manufacturer and its identification number.
<PARAGRAPH 4.>,Approval
<PARAGRAPH 4.1.>,General
<PARAGRAPH 4.1.1.>,"If the two devices submitted for approval in pursuance of Paragraph-2.2.4., above, meet the requirements of this Regulation, approval shall be granted. All the devices of an interdependent lamp system shall be submitted for type approval by the same applicant."
<PARAGRAPH 4.1.2.>,"Where grouped, combined or reciprocally incorporated lamps have been found to comply with the requirements of several Regulations annexed to the 1958 Agreement, a single international approval mark may be applied provided that such lamps are not grouped, combined or reciprocally incorporated with a lamp or lamps not satisfying any one of these Regulations."
<PARAGRAPH 4.1.3.>,"An approval number shall be assigned to each type approved. Its first two digits (at present 01, corresponding to the 01 series of amendments which entered into force on 27-June-1987) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another type of device covered by this Regulation. Direction indicators of different categories may be marked with a single approval number when they form one assembly."
<PARAGRAPH 4.1.4.>,"Notice of approval or of extension or refusal or withdrawal of approval or production definitely discontinued of a type of device pursuant to this Regulation shall be communicated to the Parties to the 1958 Agreement which apply this Regulation, by means of a form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 4.1.5.>,"Every device conforming to a type approved under this Regulation shall bear in the space referred to in Paragraph-3.3. above, and in addition to the markings prescribed in Paragraph-3.1. Paragraph-3.2. Paragraph-3.4. above respectively, an approval mark as described in Paragraph-4.2. Paragraph-4.3. below."
<PARAGRAPH 4.2.>,Composition of the approval mark The approval mark shall consist of:
<PARAGRAPH 4.2.1.>,"An international approval marking, comprising:"
<PARAGRAPH 4.2.1.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval; 2"
<PARAGRAPH 4.2.1.2.>,The approval number prescribed in Paragraph-4.1.3. above.
<PARAGRAPH 4.2.2.>,The following additional symbol (or symbols):
<PARAGRAPH 4.2.2.1.>,"One or more of the numbers: 1, 1a, 1b, 2a, 2b, 5 or 6, according to whether the device belongs to one or more categories 1, 1a, 1b, 2a, 2b, 5 or 6 for which approval is sought in accordance with Paragraph-2.1. above;"
<PARAGRAPH 4.2.2.2.>,"On devices which cannot be mounted on either side of the vehicle indiscriminately, a horizontal arrow showing in which position the device is to be mounted (the arrow shall be directed outwards from the vehicle in the case of devices of categories 1, 1a, 1b, 2a and 2b and towards the front of the vehicle in the case of devices of categories 3, 4, 5 and 6). In addition, for devices of category 6 an indication ""R"" or ""L"" shall in this case be shown on the device, indicating the right or left side of the vehicle."
<PARAGRAPH 4.2.2.3.>,"To the right side of the symbol mentioned in Paragraph-4.2.2.1. above; it shall be marked on each device: (a) The additional letter ""D"", on devices which may be used as part of an assembly of two lamps. 2 The distinguishing numbers of the Contracting Parties to the 1958 Agreement are reproduced in Annex-3 to the Consolidated Resolution on the Construction of Vehicles (R.E.3), document ECE/TRANS/WP.29/78/Rev. 3, Annex-3 - www.unece.org/trans/main/wp29/wp29wgs/wp29gen/wp29resolutions.html (b) The additional letter ""Y"", on devices which may be used as part of an interdependent lamps system."
<PARAGRAPH 4.2.2.4.>,On devices with reduced light distribution in conformity to Paragraph-2.1.3. of Annex-4 to this Regulation a vertical arrow starting from a horizontal segment and directed downwards.
<PARAGRAPH 4.2.2.5.>,"The two digits of the approval number which indicate the series of amendments in force at the time of issue of the approval and, if necessary, the required arrow may be marked close to the above additional symbols;"
<PARAGRAPH 4.2.2.6.>,The marks and symbols referred to in Paragraph-4.2.1. Paragraph-4.2.2. above shall be clearly legible and be indelible even when the device is fitted in the vehicle.
<PARAGRAPH 4.3.>,Arrangement of the approval mark
<PARAGRAPH 4.3.1.>,"Independent lamps Annex-3, Figure_1, to this Regulation gives an example of arrangement of the approval mark with the above-mentioned additional symbols. If different types of lamps complying with the requirements of several Regulations, use the same outer lens having the same or different colour, a single international approval mark may be affixed, consisting of a circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted the approval, and an approval number. This approval mark may be located anywhere on the lamp, provided that:"
<PARAGRAPH 4.3.1.1.>,It is visible after their installation.
<PARAGRAPH 4.3.1.2.>,"The identification symbol for each lamp appropriate to each Regulation under which approval has been granted, together with the corresponding series of amendments incorporating the most recent major technical amendments to the Regulation at the time of issue of the approval and if necessary, the required arrow shall be marked."
<PARAGRAPH 4.3.1.3.>,The size of the components of a single approval mark shall not be less than the minimum size required for the smallest of the individual marks under which approval has been granted.
<PARAGRAPH 4.3.1.4.>,The main body of the lamp shall include the space described in Paragraph-3.3. above and shall bear the approval mark of the actual function(s).
<PARAGRAPH 4.3.1.5.>,Figure_4 in Annex-3 to this Regulation gives examples of an approval mark with the above-mentioned additional symbols.
<PARAGRAPH 4.3.2.>,"Grouped, combined or reciprocally incorporated lamps"
<PARAGRAPH 4.3.2.1.>,"Where grouped, combined or reciprocally incorporated lamps have been found to comply with the requirements of several Regulations, a single international approval mark may be applied consisting of a circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted the approval, and an approval number. This approval mark may be located anywhere on the grouped, combined or reciprocally incorporated lamps, provided that:"
<PARAGRAPH 4.3.2.1.1.>,It is visible after the installation of the lamps;
<PARAGRAPH 4.3.2.1.2.>,"No part of the grouped, combined or reciprocally incorporated lamps that transmits light can be removed without at the same time removing the approval mark."
<PARAGRAPH 4.3.2.2.>,"An identification symbol for each lamp appropriate to each Regulation under which approval has been granted, together with the corresponding series of amendments incorporating the most recent major technical amendments to the Regulation at the time of issue of the approval and, if necessary, the required arrow shall be marked:"
<PARAGRAPH 4.3.2.2.1.>,Either on the appropriate light-emitting surface;
<PARAGRAPH 4.3.2.2.2.>,"Or in a group, in such a way that each lamp of the grouped, combined or reciprocally incorporated lamps may be clearly identified."
<PARAGRAPH 4.3.2.3.>,The size of the components of a single approval mark shall not be less than the minimum size required for the smallest of the individual marks by the Regulation under which approval has been granted.
<PARAGRAPH 4.3.2.4.>,"An approval number shall be assigned to each type approved. The same Contracting Party may not assign the same number to another type of grouped, combined or reciprocally incorporated lamps covered by this Regulation."
<PARAGRAPH 4.3.2.5.>,"Annex-3, Figure_2, to this Regulation gives examples of the arrangement of the approval marks for grouped, combined or reciprocally incorporated lamps with all the above-mentioned additional symbols."
<PARAGRAPH 4.3.3.>,"Lamps reciprocally incorporated with other lamps, of which the lens may also be used for other types of headlamps. The provisions laid down in Paragraph-4.3.2. above are applicable."
<PARAGRAPH 4.3.3.1.>,"In addition, where the same lens is used, the latter may bear the different approval marks relating to the different types of headlamps or units of lamps, provided that the main body of the headlamp, even if it cannot be separated from the lens, also comprises the space described in Paragraph-3.3. above and bears the approval marks of the actual functions. If different types of headlamps comprise the same main body, the latter may bear the different approval marks."
<PARAGRAPH 4.3.3.2.>,"Annex-3, Figure_3, to this Regulation gives examples of approval marks for lamps reciprocally incorporated with a headlamp."
<PARAGRAPH 4.4.>,The approval marking shall be clearly legible and indelible. It may be placed on an inner or outer part (transparent or not) of the device which cannot be separated from the transparent part of the device emitting the light. In any case the marking shall be visible when the device is fitted on the vehicle or when a movable part such as the hood or boot lid or a door is opened.
<PARAGRAPH 5.>,General specifications
<PARAGRAPH 5.1.>,Each device supplied shall conform to the specifications set forth in Paragraph-6. Paragraph-8. below.
<PARAGRAPH 5.2.>,"The devices shall be so designed and constructed that under normal conditions of use and notwithstanding the vibrations to which they may be subjected in such use, their satisfactory operation remains assured and they retain the characteristics prescribed by this Regulation."
<PARAGRAPH 5.3.>,"In the case of light source modules, it shall be checked that:"
<PARAGRAPH 5.3.1.>,"The design of the light source module(s) shall be such as: (a) That each light source module can only be fitted in no other position than the designated and correct one and can only be removed with the use of tool(s); (b) If there are more than one light source module used in the housing for a device, light source modules having different characteristics can not be interchanged within the same lamp housing."
<PARAGRAPH 5.3.2.>,The light source module(s) shall be tamperproof.
<PARAGRAPH 5.3.3.>,"A light source module shall be so designed that regardless of the use of tool(s), it shall not be mechanically interchangeable with any replaceable approved light source."
<PARAGRAPH 5.4.>,"In case of failure of the variable intensity control of a direction indicator of category 2b emitting more than the maximum value of category 2a, requirements of steady luminous intensity of category 2a shall be fulfilled automatically."
<PARAGRAPH 5.5.>,In the case of replaceable light source(s):
<PARAGRAPH 5.5.1.>,"Any category or categories of light source(s) approved according to Regulation-No._37 and/or Regulation-No._128 may be used, provided that no restriction on the use is made in Regulation-No._37 and its series of amendments in force at the time of application for type approval or in Regulation-No._128 and its series of amendments in force at the time of application for type approval."
<PARAGRAPH 5.5.2.>,The design of the device shall be such that light source cannot be fixed in any other position but the correct one.
<PARAGRAPH 5.5.3.>,"The light source holder shall conform to the characteristics given in IEC Publication 60061. The holder data sheet relevant to the category of light source used, applies."
<PARAGRAPH 5.6.>,"For direction indicator lamps of categories 1, 1a, 1b, 2a or 2b the flash may be produced by sequential activation of their light sources if the following conditions are met: (a) Each light source, after its activation, shall remain lit until the end of the ON cycle; (b) The sequence of activation of the light sources shall proceed in a uniform progressive manner from inboard towards the outboard edge of the apparent surface; (c) It shall be one continuous line with no repeating alternation in the vertical direction (e.g. no waves). (d) The variation shall finish no more than 200 ms after the beginning of the ON cycle; (e) For the orthogonal projection in the direction of the axis of reference of a rectangle, circumscribing the apparent surface of the direction indicator shall have its longer sides parallel to the H-plane, the ratio of the horizontal to the vertical sides shall not be less than 1.7. Compliance to the conditions mentioned above shall be verified in flashing mode."
<PARAGRAPH 5.7.>,"An interdependent lamp system shall meet the requirements when all its interdependent lamps are operated together. However, if the interdependent lamp system providing the rear direction indicator function is partly mounted on the fixed component and partly mounted on a movable component, the interdependent lamp(s) specified by the Applicant shall meet the geometric visibility, colorimetric and photometric requirement, at all fixed positions of the movable component(s). This does not apply to interdependent direction indicator lamp(s) intended for fitting on vehicle(s) where, to fulfil or complete the geometric visibility angle, additional lamps are activated when the movable component is in any fixed open position, provided that these additional lamps satisfy all the position, photometric and colorimetric requirements applicable to the direction indicator lamps installed on the movable component."
<PARAGRAPH 6.>,Intensity of light emitted
<PARAGRAPH 6.1.>,"The light emitted by each of the two devices supplied shall be in the case of direction indicators of categories 1, 1a, 1b, 2a, 2b, in the reference axes, in the case of direction indicators of categories 5 or 6 in direction A according to Annex-1 of not less than the minimum intensity and of not more than the maximum intensity specified below: Direction indicator of category Minimum luminous intensity in cd Maximum luminous intensity in cd when used as Single lamp Paragraph-4.2.2.3. above) 1 175 1000 500 1a 250 1200 600 1b 400 1200 600 2a (steady) 50 500 250 2b (variable) 50 1000 500 5 0.6 280 140 6 50 280 140"
<PARAGRAPH 6.1.1.>,For an assembly of two or more direction indicator lamps the total intensity shall not exceed the maximum value.
<PARAGRAPH 6.1.2.>,"When an assembly of two lamps marked ""D"" having the same function is deemed to be a single lamp, it shall comply with the requirements for: (a) Maximum intensity if all lamps together are lit; (b) Minimum intensity if one lamp has failed."
<PARAGRAPH 6.2.>,"In case of failure of a single lamp, or of an interdependent lamp system of the categories 1, 1a, 1b, 2a and 2b, containing more than one light source the following provisions shall apply:"
<PARAGRAPH 6.2.1.>,"A group of light sources, wired so that the failure of any one of them causes all of them to stop emitting light, shall be considered to be one light source."
<PARAGRAPH 6.2.2.>,"A signal for activation of the tell-tale prescribed in Paragraph-6.5.8. of Regulation-No._48 shall be produced if: (a) Any one light source has failed, or (b) In the case of a lamp designed for only two filament light sources, the intensity in the axis of reference is less than 50 per cent of the minimum intensity, or (c) As a consequence of a failure of one or more light sources, the intensity in one of the following directions as indicated in Annex-4 to this Regulation is less than the minimum intensity required: (i) H=0°, V=0° (ii) H=20° to the outside of the vehicle, V= +5° (iii) H=10° to the inside of the vehicle, V= 0°."
<PARAGRAPH 6.3.>,"Outside the reference axis, within the angular fields specified in the arrangement diagrams in Annex-1 to this Regulation, the intensity of the light emitted by each of the two devices supplied shall:"
<PARAGRAPH 6.3.1.>,"In each direction corresponding to the points in the relevant table of luminous-intensity distribution reproduced in Annex-4 to this Regulation, be not less than the minimum specified in Paragraph-6.1. above multiplied by the percentage specified in the said table for the direction in question;"
<PARAGRAPH 6.3.1.1.>,"In divergence from Paragraph-6.3. Paragraph-6.3.1. above, for categories 5 direction indicators, to the rear, a minimum value of 0.6 cd is required throughout the fields specified in Annex-1;"
<PARAGRAPH 6.3.2.>,"In no direction within the area from which the indicator lamp is visible, exceed the maximum specified in Paragraph-6.1. above;"
<PARAGRAPH 6.3.3.>,"Moreover Paragraph-6.3.3.1. Throughout the fields defined in the diagrams in Annex-1, the intensity of the light emitted shall be not less than 0.7 cd for devices of category 1b, not less than 0.3 cd for devices of categories 1, 1a, 2a and for those of category 2b by day; it shall not be less than 0.07 cd for devices of category 2b by night;"
<PARAGRAPH 6.3.3.2.>,The provisions of Paragraph-2.2. of Annex-4 to this Regulation on local variations of intensity shall be observed.
<PARAGRAPH 6.4.>,"In general the intensities shall be measured with the light source(s) continuously alight. However, depending on the construction of the device, for example, the use of light-emitting diodes (LED), or the need to take precautions to avoid overheating, it is allowed to measure the lamps in flashing mode. This shall be achieved by switching with a frequency of f = 1.5 ± 0.5 Hz with the pulse width greater than 0.3 s, measured at 95 per cent peak light intensity. In the case of replaceable filament lamps, the filament lamps shall be operated at reference luminous flux during on time. In the case of LED light sources all measurements shall be made at 6.75 V Paragraph-13.5 V Paragraph-28.0 V; the luminous flux value produced during on time shall be corrected. The correction factor is the ratio between the objective luminous flux and the value of the luminous flux during on time found at the voltage applied. In all other cases the voltage as required in Paragraph-7.1.1. below shall be switched with a rise time and fall time shorter than 0.01 s; no overshoot is allowed. In the case of measurements taken in flashing mode the reported luminous intensity shall be represented by the maximum intensity."
<PARAGRAPH 6.5.>,In the case of devices of category 2b the time that elapses between energizing the light source(s) and the light output measured on the reference axis to reach 90 per cent of the value measured in accordance with Paragraph-6.3. above shall be measured for the extreme levels of luminous intensity produced by the direction indicator. The time measured to obtain the lowest luminous intensity shall not exceed the time measured to obtain the highest luminous intensity.
<PARAGRAPH 6.6.>,The variable intensity control shall not generate signals which cause luminous intensities:
<PARAGRAPH 6.6.1.>,Outside the range specified in Paragraph-6.1. above Paragraph-6.6.2. Exceeding the category 2a maximum specified in Paragraph-6.1. above: (a) For systems depending only on daytime and night time conditions: under night time conditions; (b) For other systems: under reference conditions as demonstrated by the manufacturer. 3
<PARAGRAPH 6.7.>,"Annex-4, referred to in Paragraph-6.3.1. above, gives particulars of the measurement methods to be used."
<PARAGRAPH 7.>,Test procedure
<PARAGRAPH 7.1.>,"All measurements, photometric and colorimetric, shall be made:"
<PARAGRAPH 7.1.1.>,"In the case of a lamp with replaceable light source, if not supplied by an electronic light source control gear or a variable intensity control, with an uncoloured or coloured standard light source of the category prescribed for the device; supplied with the voltage: (a) In the case of filament lamp(s), it is necessary to produce the reference luminous flux required for that category of filament lamp; (b) In the case of LED light source(s) of 6.75 V Paragraph-13.5 V Paragraph-28.0 V; the luminous flux value produced shall be corrected. The correction factor is the ratio between the objective luminous flux and the mean value of the luminous flux found at the voltage applied. 3 Good visibility (meteorological optical range MOR > 2,000 m defined according to WMO, Guide to Meteorological Instruments and Methods of Observation, Sixth Edition, ISBN: 92-63-16008-2, pp 1.9.1/1.9.11, Geneva 1996 ) and clean lens."
<PARAGRAPH 7.1.2.>,"In the case of a lamp equipped with non-replaceable light sources (filament lamps and other), at 6.75 V Paragraph-13.5 V Paragraph-28.0 V respectively."
<PARAGRAPH 7.1.3.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, being part of the lamp4 applying at the input terminals of the lamp the voltage declared by the manufacturer or, if not indicated Paragraph-6.75 V Paragraph-13.5 V Paragraph-28.0 V respectively."
<PARAGRAPH 7.1.4.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, not being part of the lamp with the voltage declared by the manufacturer applied to the input terminals of the lamp."
<PARAGRAPH 7.2.>,"However in the case of a direction indicator of category 2b operated by a variable intensity control to obtain variable luminous intensity, photometric"
<PARAGRAPH 7.3.>,The test laboratory shall require from the manufacturer the light source control gear or a variable intensity control needed to supply the light source and the applicable functions.
<PARAGRAPH 7.4.>,The voltage to be applied to the lamp shall be noted in the communication form in Annex-2 of this Regulation.
<PARAGRAPH 7.5.>,"The limits of the apparent surface in the direction of the reference axis of a direction indicator shall be determined. However, in the case of category 5 and 6 direction indicators, the limits of the light emitting surface shall be determined."
<PARAGRAPH 8.>,"Colour of light emitted The colour of the light emitted inside the field of the light distribution grid defined in Paragraph-2. of Annex-4 shall be amber. Outside this field, no sharp variation of colour shall be observed. To check these colorimetric characteristics, the test procedure described in Paragraph-7. of this Regulation shall be applied. These requirements shall also apply within the range of variable luminous intensity produced by direction indicators of category 2b. However, for lamps equipped with non-replaceable light sources (filament lamps and other), the colorimetric characteristics should be verified with the light sources present in the lamp, in accordance with relevant subparagraphs of Paragraph-7.1. of this Regulation."
<PARAGRAPH 9.>,Modifications of a type of direction indicator for motor vehicles and their trailers and extension of approval
<PARAGRAPH 9.1.>,"Every modification of a type of direction indicator shall be notified to the Type Approval Authority which approved the type. The Type Approval Authority may then either: 4 For the purpose of this Regulation ""being part of the lamp"" means to be physically included in the lamp body or to be external, separated or not, but supplied by the lamp manufacturer as part of the lamp system."
<PARAGRAPH 9.1.1.>,Consider that the modifications made are unlikely to have an appreciable adverse effect and that in any case the device still complies with the requirements; Paragraph-9.1.2. Require a further test report from the Technical Service responsible for conducting the tests.
<PARAGRAPH 9.2.>,"Confirmation or refusal of approval, specifying the alterations, shall be communicated by the procedure specified in Paragraph-4.1.4. above to the Parties to the Agreement applying this Regulation."
<PARAGRAPH 9.3.>,The Type Approval Authority issuing the extension of approval shall assign a series number for such an extension and inform thereof the other Parties to the 1958 Agreement applying this Regulation by means of a communication form conforming to the model in Annex-2 to this Regulation.
<PARAGRAPH 10.>,"Conformity of production The conformity of production procedures shall comply with those set out in the Agreement, Annex-2 (-), with the following requirements:"
<PARAGRAPH 10.1.>,Direction indicators approved under this Regulation shall be so manufactured as to conform to the type approved by meeting the requirements set forth in Paragraph-6. Paragraph-8. above.
<PARAGRAPH 10.2.>,The minimum requirements for conformity of production control procedures set forth in Annex-5 to this Regulation shall be complied with.
<PARAGRAPH 10.3.>,The minimum requirements for sampling by an inspector set forth in Annex-6 to this Regulation shall be complied with.
<PARAGRAPH 10.4.>,The Type Approval Authority which has granted type approval may at any time verify the conformity control methods applied in each production facility. The normal frequency of these verifications shall be once every two years.
<PARAGRAPH 11.>,Penalties for non-conformity of production
<PARAGRAPH 11.1.>,The approval granted in respect of a device pursuant to this Regulation may be withdrawn if the foregoing requirements are not met.
<PARAGRAPH 11.2.>,"If a Contracting Party to the Agreement which applies this Regulation withdraws an approval it has previously granted, it shall forthwith so notify the other Contracting Parties applying this Regulation, by means of a communication form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 12.>,"Production definitely discontinued If the holder of the approval completely ceases to manufacture a device approved in accordance with this Regulation, he shall so inform the Type Approval Authority which granted the approval. Upon receiving the relevant communication, that Authority shall inform thereof the other Parties to the 1958 Agreement applying this Regulation by means of a communication form conforming to the model in Annex-2 to this Regulation."
<PARAGRAPH 13.>,"Names and addresses of Technical Services responsible for conducting approval tests, and of Type Approval Authorities The Contracting Parties to the 1958 Agreement which apply this Regulation shall communicate to the United Nations Secretariat the names and addresses of the Technical Services responsible for conducting approval tests and of the Type Approval Authorities which grant approval and to which forms certifying approval or extension or refusal or withdrawal of approval, issued in other countries, are to be sent."
<PARAGRAPH 14.>,Transitional provisions
<PARAGRAPH 14.1.>,"As from the official date of entry into force of Supplement_8 to the 01 series of amendments, no Contracting Party applying this Regulation shall refuse to grant approval under this Regulation as amended by Supplement_8 to the 01 series of amendments."
<PARAGRAPH 14.2.>,"As from 24 months after the date of entry into force, Contracting Parties applying this Regulation shall grant approvals only if the type of direction indicator to be approved meets the requirements of this Regulation as amended by Supplement_8 to the 01 series of amendments."
<PARAGRAPH 14.3.>,Contracting Parties applying this Regulation shall not refuse to grant extensions of approval to the preceding series of amendments to this Regulation.
<PARAGRAPH 14.4.>,Contracting Parties applying this Regulation shall continue to grant approvals to those types of direction indicators which comply with the requirements of this Regulation as amended by the preceding series of amendments during the 12 months period which follows the date of entry into force of Supplement_8 to the 01 series of amendments.
<PARAGRAPH 14.5.>,"Approvals granted under this Regulation earlier than 12 months after the date of entry into force and all extensions of approvals, including those to a preceding series of amendments to this Regulation granted subsequently, shall remain valid indefinitely. When the type of direction indicator approved to the preceding series of amendments meets the requirements of this Regulation as amended by Supplement_8 to the 01 series of amendments, the Contracting Party which granted the approval shall notify the other Contracting Parties applying this Regulation thereof."
<PARAGRAPH 14.6.>,No Contracting Party applying this Regulation shall refuse a type of direction indicator approved to Supplement_8 to the 01 series of amendments to this Regulation.
<PARAGRAPH 14.7.>,"Until 36 months after the date of entry into force of Supplement_8 to the 01 series of amendments to this Regulation, no Contracting Party applying this Regulation shall refuse a type of direction indicator approved to the preceding series of amendments to this Regulation."
<PARAGRAPH 14.8.>,"Starting 36 months after the date of entry into force of Supplement_8 to the 01 series of amendments to this Regulation, Contracting Parties applying this Regulation may refuse the sale of a type of direction indicator which does not meet the requirements of Supplement_8 to the 01 series of amendments to this Regulation unless the direction indicator is intended as a replacement for fitting on vehicles in use."
<PARAGRAPH 14.9.>,"Contracting Parties applying this Regulation shall continue to issue approvals for direction indicators on the basis of any previous series of amendments, provided that the direction indicators are intended as replacements for fitting to vehicles in use."
<PARAGRAPH 14.10.>,"As from the official date of entry into force of Supplement_8 to the 01 series of amendments, no Contracting Party applying this Regulation shall prohibit the fitting on a vehicle of a direction indicator approved under this Regulation as amended by Supplement_8 to the 01 series of amendments."
<PARAGRAPH 14.11.>,Contracting Parties applying this Regulation shall continue to allow the fitting on a vehicle of a direction indicator approved to this Regulation as amended by the preceding series of amendments during the 48 months period which follows the date of entry into force of Supplement_8 to the 01 series of amendments.
<PARAGRAPH 14.12.>,"Upon the expiration of a period of 48 months after the date of entry into force of Supplement_8 to the 01 series of amendments, Contracting Parties applying this Regulation may prohibit the fitting of a direction indicator which does not meet the requirements of this Regulation as amended by Supplement_8 to the 01 series of amendments on a new vehicle for which national type or individual approval was granted more than 24 months after the date of entry into force of Supplement_8 to the 01 series of amendments to this Regulation."
<PARAGRAPH 14.13.>,"Upon the expiration of a period of 60 months after the date of entry into force, Contracting Parties applying this Regulation may prohibit the fitting of a direction indicator which does not meet the requirements of this Regulation as amended by Supplement_8 to the 01 series of amendments on a new vehicle first registered more than 60 months after the date of entry into force of Supplement_8 to the 01 series of amendments to this Regulation."
<PARAGRAPH 14.14.>,"Existing approvals to direction indicator lamps of the categories 3 and 4 approved under this Regulation prior to the introduction of Supplement_16 to the 01 series of amendments, shall remain valid indefinitely."
