paragraph,Text
<PARAGRAPH 2.2.2.2.>,"Drawing(s) showing the characteristics of the fuel tank and specifying the material of which it is made and, in the case of a tank for specific vehicle use, characteristics of the vehicle parts used during the tests;"
<PARAGRAPH 2.2.3.>,The following shall be submitted to the Technical Service responsible for conducting the type approval tests:
<PARAGRAPH 2.2.3.1.>,"In the case of a tank made of plastic material: seven tanks, with their accessories. In the case of a tank to be approved without its accessories, seven sets of accessories of a type normally fitted to the vehicle shall be submitted;"
<PARAGRAPH 2.2.3.2.>,"In the case of a tank made of another material: two tanks, with their accessories. In the case of a tank to be approved without its accessories, two sets of accessories of a type normally fitted to the vehicle shall be submitted."
<PARAGRAPH 2.2.3.3.>,"In the case of a tank made of plastic for a specific vehicle use, vehicle parts as indicated in Paragraph-5.2.3. of Annex-5 shall be submitted."
<PARAGRAPH 2.3.>,Application for approval pursuant to Part IV of this Regulation
<PARAGRAPH 2.3.1.>,The application for approval of a type of vehicle pursuant to Part IV of this Regulation shall be submitted by the vehicle manufacturer or by his duly accredited representative.
<PARAGRAPH 2.3.2.>,It shall be accompanied by the below-mentioned documents in triplicate and by the following particulars:
<PARAGRAPH 2.3.2.1.>,A detailed description of the vehicle type with respect to the items specified in Paragraph-12.2. The numbers and/or symbols identifying the engine type and the vehicle type shall be specified;
<PARAGRAPH 2.3.2.2.>,"A diagram of the entire fuel feed system, showing the site of each component on the vehicle;"
<PARAGRAPH 2.3.2.3.>,A list of all types of tanks for liquid fuel approved pursuant to Part III of this Regulation and intended to be fitted to the type of vehicle.
<PARAGRAPH 2.3.3.>,The following shall be submitted to the Technical Service responsible for conducting the type approval tests:
<PARAGRAPH 2.3.3.1.>,A vehicle representative of the type of vehicle to be approved;
<PARAGRAPH 2.3.3.2.>,"If necessary, two additional tanks with their accessories in the case of each type of fuel tank approved without its accessories."
<PARAGRAPH 3.>,Approval
<PARAGRAPH 3.1.>,Approval pursuant to Part I and/or Part II of this Regulation.
<PARAGRAPH 3.1.1.>,"If the vehicle submitted for approval pursuant to this Regulation meets the requirements of Part I and/or Part II below, approval of that vehicle type shall be granted."
<PARAGRAPH 3.1.2.>,"Each type approved shall be assigned an approval number whose first two digits shall constitute the number of the most recent series of amendments incorporated in the Regulation on the date of issue of the approval. A Contracting Party may however assign the same approval number to several vehicle types as defined in Paragraph-4.2. and/or in Paragraph-7.2, if the types are variants of the same basic model and provided that each type is separately tested and found to comply with the conditions of this Regulation."
<PARAGRAPH 3.1.3.>,"Notice of approval or of refusal of approval of a vehicle type pursuant to this Regulation shall be communicated to the Parties to the Agreement which apply this Regulation by means of a form conforming to the model in Annex-1, Annex-1 to this Regulation and of drawings, giving the particulars referred to in Paragraph-2.1.2.2. Paragraph-2.1.2.3. Paragraph-2.1.2.4. above (supplied by the applicant for approval) in a format not exceeding A 4 (210 x 297 mm) or folded to that format and on an appropriate scale."
<PARAGRAPH 3.1.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation, an international approval mark consisting of:"
<PARAGRAPH 3.1.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval;"
<PARAGRAPH 3.1.4.2.>,"The number of this Regulation, followed by ""RI"", if the vehicle is approved pursuant to Part I of the Regulation, or by ""RII-1"" if the vehicle is approved pursuant to Parts I or IV and to Part II-1 of the Regulation, or by ""RII-2"" if the vehicle is approved pursuant to Parts I or IV and to Part II-2 of the Regulation, a dash and the approval number to the right of the circle prescribed in Paragraph-3.1.4.1."
<PARAGRAPH 3.1.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country which has granted 2 The distinguishing numbers of the Contracting Parties to the 1958 Agreement are reproduced in Annex-3 to the Consolidated Resolution on the Construction of Vehicles (R.E.3), document ECE/TRANS/WP.29/78/Rev. 3, Annex-3 - www.unece.org/trans/main/wp29/wp29wgs/wp29gen/wp29resolutions.html approval under this Regulation, the symbol prescribed in Paragraph-3.1.4.1. need not be repeated; in such a case the additional numbers, approval numbers and symbols of all the Regulations under which approval has been granted in the country which has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-3.1.4.1."
<PARAGRAPH 3.1.6.>,The approval mark shall be clearly legible and indelible.
<PARAGRAPH 3.1.7.>,The approval mark shall be placed close to or on the vehicle data plate affixed by the manufacturer.
<PARAGRAPH 3.1.8.>,Annex-2 to this Regulation gives examples of arrangements of the approval mark.
<PARAGRAPH 3.2.>,Approval pursuant to Part III of this Regulation
<PARAGRAPH 3.2.1.>,"If the tank submitted for approval pursuant to this Regulation meets the requirements of Part III below, approval of that type of tank shall be granted."
<PARAGRAPH 3.2.2.>,Each type approved shall be assigned an approval number whose first two digits shall constitute the number of the most recent series of amendments incorporated in the Regulation on the date of issue of the approval.
<PARAGRAPH 3.2.3.>,"Notice of approval or of refusal of approval of a type of tank pursuant to this Regulation shall be communicated to the Contracting Parties to the Agreement which apply this Regulation by means of a form conforming to the model in Annex-1, Annex-2 to this Regulation and of drawings, giving the particulars referred to in Paragraph-2.2.2.1. Paragraph-2.2.2.2. above (supplied by the applicant for approval) in a format not exceeding A 4 (210 x 297 mm) or folded to that format and on an appropriate scale."
<PARAGRAPH 3.2.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every tank conforming to a type of tank approved under this Regulation, an international approval mark consisting of:"
<PARAGRAPH 3.2.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval;2"
<PARAGRAPH 3.2.4.2.>,"The number of this Regulation, followed by ""RIII"", the mention ""U"" if the tank is approved for a universal use or ""S"" if the tank is approved for a specific vehicle use, the mention ""+A"" if the tank is approved with its accessories or ""#A"" if the tank is approved without its accessories, a dash and the approval number to the right of the circle prescribed in Paragraph-3.2.4.1."
<PARAGRAPH 3.2.5.>,The approval mark shall be clearly legible and indelible when the tank is installed in the vehicle.
<PARAGRAPH 3.2.6.>,Annex-2 to this Regulation gives examples of arrangements of the approval mark.
<PARAGRAPH 3.3.>,Approval pursuant to Part IV of this Regulation
<PARAGRAPH 3.3.1.>,"If the vehicle submitted for approval pursuant to this Regulation meets the requirements of Part IV below, approval of that vehicle type shall be granted."
<PARAGRAPH 3.3.2.>,Each type approved shall be assigned an approval number whose first two digits shall constitute the number of the most recent series of amendments incorporated in the Regulation on the date of issue of the approval. A Contracting Party may however assign the same approval number to several vehicle types as defined in Paragraph-12.2. if the types are variants of the same basic model and provided that each type is separately tested and found to comply with the conditions of this Regulation.
<PARAGRAPH 3.3.3.>,"Notice of approval or of refusal of approval of a vehicle type pursuant to this Regulation shall be communicated to the Contracting Parties to the Agreement which apply this Regulation by means of a form conforming to the model in Annex-1, Annex-1 to this Regulation and of drawings, giving the particulars referred to in Paragraph-2.3.2.1. Paragraph-2.3.2.2. Paragraph-2.3.2.3. above (supplied by the applicant for approval) in a format not exceeding A 4 (210 x 297 mm) or folded to that format and on an appropriate scale."
<PARAGRAPH 3.3.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation, an international approval mark consisting of:"
<PARAGRAPH 3.3.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval2;"
<PARAGRAPH 3.3.4.2.>,"The number of this Regulation, followed ""RIV"", a dash and the approval number to the right of the circle prescribed in Paragraph-3.3.4.1."
<PARAGRAPH 3.3.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country which has granted approval under this Regulation, the symbol prescribed in Paragraph-3.3.4.1. need not be repeated; in such a case the additional numbers, approval numbers and symbols of all the Regulations under which approval has been granted in the country which has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-3.3.4.1."
<PARAGRAPH 3.3.6.>,The approval mark shall be clearly legible and indelible.
<PARAGRAPH 3.3.7.>,The approval mark shall be placed close to or on the vehicle data plate affixed by the manufacturer. 3.3.8 Annex-2 to this Regulation gives examples of arrangements of the approval mark. Part I Approval of vehicles with regard to their fuel tanks
<PARAGRAPH 4.>,Definitions For the purposes of this Part of the Regulation:
<PARAGRAPH 4.1.>,"""Approval of a vehicle"" means the approval of a vehicle type with regard to the liquid fuel tanks;"
<PARAGRAPH 4.2.>,"""Vehicle type"" means vehicles which do not differ in such essential respects as:"
<PARAGRAPH 4.2.1.>,The manufacturer's type designation;
<PARAGRAPH 4.2.2.>,In vehicles of category M1 the position of the tank(s) in the vehicle in so far as it has a negative effect on the requirements of Paragraph-5.10.;
<PARAGRAPH 4.3.>,"""Passenger compartment"" means the space for occupant accommodation bounded by the roof, floor, side walls, doors, outside glazing, front bulkhead, and the plane of the rear compartment bulkhead or the plane of the rear seat back support;"
<PARAGRAPH 4.4.>,"""Tank"" means the tank(s) designed to contain the liquid fuel, as defined in Paragraph-4.6., used primarily for the propulsion of the vehicle excluding its accessories (filler pipe, if it is a separate element, filler hole, cap, gauge, connections to the engine or to compensate interior excess pressure, etc.;"
<PARAGRAPH 4.5.>,"""Capacity of the fuel tank"" means the fuel tank capacity as specified by the manufacturer; Paragraph-4.6. ""Liquid fuel"" means a fuel which is liquid in normal conditions of temperature and pressure."
<PARAGRAPH 5.>,Requirements for liquid fuel tanks
<PARAGRAPH 5.1.>,Tanks shall be made so as to be corrosion-resistant.
<PARAGRAPH 5.2.>,"Tanks shall satisfy, when equipped with all accessories, which are normally attached to them, the leakage tests carried out according to Paragraph-6.1. at a relative internal pressure equal to double the working overpressure, but in any event not less than an overpressure of 30 kPa (0.3 bar). Tanks made of a plastic material are considered as meeting this requirement if they have passed the test described in Annex-5, Paragraph-2."
<PARAGRAPH 5.3.>,"Any excess pressure or any pressure exceeding the working pressure shall be compensated automatically by suitable devices (vents, safety valves, etc.)."
<PARAGRAPH 5.4.>,"The vents shall be designed in such a way as to prevent any fire risk. In particular, any fuel, which may leak when the tank(s) is (are) being filled shall not be able to fall on the exhaust system. It shall be channelled to the ground."
<PARAGRAPH 5.5.>,"The tank(s) shall not be situated in, or from, a surface (floor, wall, bulkhead) of the passenger compartment or other compartment integral with it."
<PARAGRAPH 5.6.>,A partition shall be provided to separate the occupant compartment from the tank(s). The partition may contain apertures (e.g. to accommodate cables) provided they are so arranged that fuel cannot flow freely from the tank(s) into the occupant compartment or other compartment integral with it during normal conditions of use.
<PARAGRAPH 5.7.>,Every tank shall be securely fixed and so placed as to ensure that any fuel leaking from the tank or its accessories will escape to the ground and not into the occupant compartment during normal conditions of use.
<PARAGRAPH 5.8.>,"The filler hole shall not be situated in the occupant compartment, in the luggage compartment or in the engine compartment."
<PARAGRAPH 5.9.>,"The fuel shall not escape through the tank cap or through the devices provided to compensate excess pressure during the foreseeable course of operation of the vehicle. In the case of overturning of the vehicle, a drip may be tolerated provided that it does not exceed 30 g/min; this requirement shall be verified during the test prescribed in Paragraph-6.2."
<PARAGRAPH 5.9.1.>,The fuel filler cap shall be fixed to the filler pipe.
<PARAGRAPH 5.9.1.1.>,The requirements of Paragraph-5.9.1. shall be deemed to be satisfied if provision is made to prevent excess evaporative emissions and fuel spillage caused by a missing fuel filler cap. This may be achieved using one of the following:
<PARAGRAPH 5.9.1.1.1.>,"An automatically opening and closing, nonremovable fuel filler cap."
<PARAGRAPH 5.9.1.1.2.>,"Design features which avoid excess evaporative emissions and fuel spillage in the case of a missing fuel filler cap Paragraph-5.9.1.1.3. Any other provision which has the same effect. Examples may include, but are not limited to, a tether filler cap, a chained filler cap or one utilising the same locking key for the filler cap and for the vehicle's ignition. In this case, the key shall be removable from the filler cap only in the locked condition. However, the use of tethered or chained filler cap by itself is not sufficient for vehicles other than those of categories M1 and N1."
<PARAGRAPH 5.9.2.>,The seal between the cap and the filler pipe shall be retained securely in place. The cap shall latch securely in place against the seal and filler pipe when closed.
<PARAGRAPH 5.10.>,"Tanks shall be installed in such a way as to be protected from the consequences of a collision to the front or the rear of the vehicle; there shall be no protruding parts, sharp edges, etc. near the tank."
<PARAGRAPH 5.11.>,"The fuel tank and its accessory parts shall be designed and installed in the vehicle in such a way that any ignition hazard due to static electricity shall be avoided. If necessary, measure(s) for charge dissipation shall be provided. However, no charge dissipation system is required for fuel tanks designed for containing a fuel with a flash point of at least 55 °C as referred to in item"
<PARAGRAPH 5.1.>,"of the communication form in Annex-1, Annex-2. Determination of the flash point shall be in accordance with ISO 2719:2002. The manufacturer shall demonstrate to the Technical Service the measure(s) which guarantee the fulfilling of these requirements."
<PARAGRAPH 5.12.>,The fuel tank(s) shall be made of a fire-resistant metallic material. It (they) may be made of a plastic material provided the requirements of Annex-5 are complied with.
<PARAGRAPH 6.>,Tests of liquid fuel tanks
<PARAGRAPH 6.1.>,"Hydraulic test The tank shall be subjected to a hydraulic internal pressure test which shall be carried out on an isolated unit complete with all its accessories. The tank shall be completely filled with a non-flammable liquid (water, for example). After all communication with the outside has been cut off, the pressure shall be gradually increased, through the pipe connection through which fuel is fed to the engine, to a relative internal pressure equal to double the working pressure used and in any case to not less than an excess pressure of 30 kPa (0.3) bar, which shall be maintained for one minute. During this time the tank shell shall not crack or leak; however, it may be permanently deformed."
<PARAGRAPH 6.2.>,Overturn test
<PARAGRAPH 6.2.1.>,The tank and all its accessories shall be mounted on to a test fixture in a manner corresponding to the mode of installation on the vehicle for which the tank is intended: this also applies to systems for the compensation of the interior excess pressure.
<PARAGRAPH 6.2.2.>,The test fixture shall rotate about an axis lying parallel to the longitudinal vehicle axis.
<PARAGRAPH 6.2.3.>,The test shall be carried out with the tank filled to 90 per cent of its capacity and also 30 per cent of its capacity with a non-flammable liquid having a density and a viscosity close to those of the fuel normally used (water may be accepted).
<PARAGRAPH 6.2.4.>,"The tank shall be turned from its installed position 90° to the right. The tank shall remain in this position for at least five minutes. The tank shall then be turned 90° further in the same direction. The tank shall be held in this position, in which it is completely inverted, for at least another five minutes. The tank shall be rotated back to its normal position. Testing liquid that has not flowed back from the venting system into the tank shall be drained and replenished if necessary. The tank shall be rotated 90° in the opposite direction and left for at least five minutes in this position. The tank shall be rotated 90° further in the same direction. This completely inverted position shall be maintained for at least five minutes. Afterwards the tank shall be rotated back to its normal position. The rotation rate for each successive increment of 90° shall take place in any time interval from 1 to 3 minutes. Part II-1 - Approval of vehicles with regard to the prevention of fire risks in the event of collision"
<PARAGRAPH 7.>,Definitions For the purposes of this Part of the Regulation:
<PARAGRAPH 7.1.>,"""Approval of a vehicle"" means the approval of a vehicle type with regard to the prevention of fire risks;"
<PARAGRAPH 7.2.>,"""Vehicle type"" means vehicles which do not differ in such essential respects as:"
<PARAGRAPH 7.2.1.>,"The structure, shape, dimensions and materials (metal/plastic) of the tank(s);"
<PARAGRAPH 7.2.2.>,In vehicles of category M1 the position of the tank(s) in the vehicle in so far as it has a negative effect on the requirements of Paragraph-5.10.;
<PARAGRAPH 7.2.3.>,"The characteristics and siting of the fuel feed system (pump, filters, etc.); Paragraph-7.2.4. The characteristics and siting of the electrical installation in so far as they have an effect on the results of the collision tests prescribed in this Regulation;"
<PARAGRAPH 7.3.>,"""Transverse plane"" means the vertical transverse plane perpendicular to the median longitudinal plane of the vehicle;"
<PARAGRAPH 7.4.>,"""Unladen mass"" means the mass of the vehicle in running order, unoccupied and unladen but complete with fuel, coolant, lubricants, tools and a spare wheel (if provided as standard equipment by the vehicle manufacturer);"
<PARAGRAPH 8.>,Requirements for the installation of liquid fuel tanks
<PARAGRAPH 8.1.>,Fuel installation
<PARAGRAPH 8.1.1.>,The vehicles shall be approved according to either Part I or IV of this Regulation.
<PARAGRAPH 8.1.2.>,The components of the fuel installation shall be adequately protected by parts of the frame or bodywork against contact with possible obstacles on the ground. Such protection shall not be required if the components beneath the vehicle are further from the ground than the part of the frame or bodywork in front of them.
<PARAGRAPH 8.1.3.>,"The pipes and all other parts of the fuel installation shall be accommodated on the vehicle at sites protected to the fullest possible extent. Twisting and bending movements, and vibrations of the vehicle's structure or drive unit, shall not subject the components of the fuel installation to friction, compression or any other abnormal stress."
<PARAGRAPH 8.1.4.>,"The connections of pliable or flexible pipes with rigid parts of components of the fuel installation shall be so designed and constructed as to remain leak-proof under the various conditions of use of the vehicle, despite twisting and bending movements and despite vibrations of the vehicle's structure or drive unit."
<PARAGRAPH 8.1.5.>,"If the filler hole is situated on the side of the vehicle, the filler cap shall not, when closed, project beyond the adjacent surfaces of the bodywork."
<PARAGRAPH 8.2.>,Electrical installation
<PARAGRAPH 8.2.1.>,Electric wires other than wires accommodated in hollow components shall be attached to the vehicle's structure or walls or partitions near which they lead. The points at which they pass through walls or partitions shall be satisfactorily protected to prevent cutting of the insulation.
<PARAGRAPH 8.2.2.>,"The electrical installation shall be so designed, constructed and fitted that its components are able to resist the corrosion phenomena to which they are exposed."
<PARAGRAPH 9.>,"Tests on the vehicle In the frontal impact test against a barrier carried out by the procedure specified in Annex-3 to this Regulation, in the lateral impact test performed according to the procedure described in Annex-4 of Regulation-No._95, 01 series of amendments, and in the rear-end impact test carried out by the procedure specified in Annex-4 here Paragraph-9.1. No more than a slight leakage of liquid in the fuel installation shall occur on collision;"
<PARAGRAPH 9.2.>,"If there is continuous leakage in the fuel installation after the collision, the rate-of leakage shall not exceed 30 g/min; if the liquid from the fuel installation mixes with liquids from the other systems, and if the several liquids cannot be easily separated and identified, the continuous leakage shall be evaluated from all the fluids collected;"
<PARAGRAPH 9.3.>,No fire maintained by the fuel shall occur.
<PARAGRAPH 9.4.>,"During and after the impacts described in Paragraph-9. above, the battery shall be kept in position by its securing device."
<PARAGRAPH 9.5.>,"At the request of the manufacturer, the frontal collision test set out in Annex-3 of this Regulation can be replaced by the test procedure described in Annex-3 of Regulation-No._94, 01 series of amendments. Part II-2 - Approval of vehicle with regard to the prevention of fire risks in the event of rear collision"
<PARAGRAPH 9.6.>,Definitions and test requirements
<PARAGRAPH 9.6.1.>,Paragraphs 7. to 8.2.2 of of Part II-1 shall apply.
<PARAGRAPH 9.6.2.>,The vehicle test shall be performed according to the procedures described in Annex-4 of this Regulation.
<PARAGRAPH 9.6.3.>,"After the collision test, the performance requirements of Paragraph-9.1. to"
<PARAGRAPH 9.4.>,of Part II-1 shall be met. Part III - Approval of tanks for liquid fuel as separate technical units
<PARAGRAPH 10.>,Definitions For the purposes of this Part of the Regulation:
<PARAGRAPH 10.1.>,"""Tank"" means the tank(s) designed to contain the liquid fuel, as defined in Paragraph-10.3., used primarily for the propulsion of the vehicle; the tank may be approved either with or without its accessories (filler pipe, if it is a separate element, filler hole, cap, gauge, connections to compensate interior excess pressure, etc.);"
<PARAGRAPH 10.2.>,"""Capacity of the fuel tank"" means the fuel tank capacity as specified by the tank manufacturer;"
<PARAGRAPH 10.3.>,"""Liquid fuel"" means a fuel which is liquid in normal conditions of temperature and pressure;"
<PARAGRAPH 10.4.>,"""Approval of a tank"" means the approval of a type of liquid fuel tank;"
<PARAGRAPH 10.5.>,"""Type of tank"" means tanks which do not differ in such essential respects as:"
<PARAGRAPH 10.5.1.>,"The structure, shape, dimensions and material (metal/plastic) of the tank(s);"
<PARAGRAPH 10.5.2.>,The intended use of the tank: universal use or specific vehicle use;
<PARAGRAPH 10.5.3.>,The presence or absence of the accessories.
<PARAGRAPH 11.>,Requirements for liquid fuel tanks
<PARAGRAPH 11.1.>,The requirements stated in Paragraph-5.1. Paragraph-5.2. Paragraph-5.3. Paragraph-5.9. Paragraph-5.12. Paragraph-6.1. Paragraph-6.2. above shall be complied with when the tanks are equipped with the accessories that are normally attached to them.
<PARAGRAPH 11.2.>,In case the tanks are to be approved without their accessories the manufacturer's documentation shall clearly identify the accessories used for the test. Part IV - Approval of vehicles with regard to the installation of approved fuel tank(s)
<PARAGRAPH 12.>,Definitions For the purposes of this Part of the Regulation:
<PARAGRAPH 12.1.>,"""Approval of a vehicle"" means the approval of a vehicle type with regard to the installation of liquid fuel tank(s) approved pursuant to Part III of this Regulation;"
<PARAGRAPH 12.2.>,"""Vehicle type"" means vehicles which do not differ in such essential respects as:"
<PARAGRAPH 12.2.1.>,The manufacturer's type designation;
<PARAGRAPH 12.2.2.>,In vehicles of category M1 the position of the tank(s) in the vehicle in so far as it has a negative effect on the requirements of Paragraph-5.10.;
<PARAGRAPH 13.>,Requirements for the installation of liquid fuel tanks
<PARAGRAPH 13.1.>,"The requirements stated in Paragraph-5.4. Paragraph-5.5. Paragraph-5.6. Paragraph-5.7. Paragraph-5.8. Paragraph-5.10., Paragraph-5.11. above shall be complied with."
<PARAGRAPH 13.2.>,"In case the tanks are approved without their accessories, those accessories documentation according to Paragraph-11.2. above shall, at the request of the manufacturer, be included in the approval pursuant to Part IV of this Regulation. Additional accessories shall be included provided that the Technical Service is satisfied that the vehicle complies with the requirement of Parts III and IV of this Regulation."
<PARAGRAPH 14.>,Modifications of the type of vehicle or tank
<PARAGRAPH 14.1.>,Every modification of the type of vehicle or tank shall be notified to the Type Approval Authority which approved the vehicle type. The Authority may then either:
<PARAGRAPH 14.1.1.>,"Consider that the modifications made are unlikely to have appreciable adverse effects, and that in any case the vehicle still meets the requirements; Paragraph-14.1.2. Require a further test report from the Technical Service responsible for conducting the tests."
<PARAGRAPH 14.2.>,"Without prejudice to the provisions of Paragraph-14.1. above, a variant of the vehicle tested according to Part II of this Regulation whose unladen mass does not differ by more than ±20 per cent from that of the approval-tested vehicle shall not be regarded as a modification of the vehicle type."
<PARAGRAPH 14.3.>,"Notice of confirmation of approval or of refusal of approval, specifying the modifications shall be communicated by the procedure specified in Paragraph-3.1.3. Paragraph-3.2.3. Paragraph-3.3.3. above to the Contracting Parties to the Agreement which apply this Regulation."
<PARAGRAPH 15.>,"Conformity of production The conformity of production procedures shall comply with those set out in the Agreement, Annex-2 (-), with the following requirements:"
<PARAGRAPH 15.1.>,Every vehicle or tank bearing an approval mark as prescribed under this Regulation shall conform to the vehicle type approved and satisfy the requirements of the respective Parts above.
<PARAGRAPH 15.2.>,"In order to verify conformity as prescribed in Paragraph-15.1. above, a sufficient number of serially-produced vehicles or tanks bearing the approval mark required by this Regulation shall be subjected to random checks."
<PARAGRAPH 15.3.>,"As a general rule, the conformity of the vehicle or tank with the approved type shall be checked on the basis of the description given in the approval form and its annexes. However, the vehicle or tank shall if necessary be subjected to the checks prescribed in Paragraph-6. above."
<PARAGRAPH 16.>,Penalties for non-conformity of production
<PARAGRAPH 16.1.>,The approval granted in respect of a type of vehicle or tank pursuant to this Regulation may be withdrawn if the requirement laid down in Paragraph-15.1. above is not complied with or if the vehicle has failed to pass the checks prescribe in Paragraph-9. above.
<PARAGRAPH 16.2.>,"If a Contracting Party to the Agreement which applies this Regulation withdraws an approval it has previously granted, it shall forthwith notify the other Parties to the Agreement which apply this Regulation thereof by means of a copy of the communication form conforming to the model in Annexes 1 or 2 to this Regulation."
<PARAGRAPH 17.>,Transitional provisions
<PARAGRAPH 17.1.>,"As from the official date of entry into force of the 02 series of amendments, no Contracting Party applying this Regulation shall refuse to grant ECE approval under this Regulation as amended by the 02 series of amendments."
<PARAGRAPH 17.2.>,"As from 12 months after the date of entry into force of the 02 series of amendments, Contracting Parties applying this Regulation shall grant ECE approvals only if vehicle type to be approved meets the requirements of this Regulation as amended by the 02 series of amendments."
<PARAGRAPH 17.3.>,"Until 12 months after the date of entry into force of the 02 series of amendments to this Regulation, no Contracting Party applying this Regulation shall refuse national type approval of a vehicle type approved to the preceding series of amendments to this Regulation."
<PARAGRAPH 17.4.>,"Starting 24 months after the entry into force of the 02 series of amendments to this Regulation, Contracting Parties applying this Regulation may refuse first national registration (first entry into service) of a vehicle which does not meet the requirements of the 02 series of amendments to this Regulation."
<PARAGRAPH 17.5.>,"As from the official date of entry into force of the Supplement_3 to the 02 series of amendments, no Contracting Party applying this Regulation shall refuse to grant ECE approval under this Regulation as amended by Supplement_3 to the 02 series of amendments."
<PARAGRAPH 17.6.>,"Even after the entry into force of the Supplement_3 to the 02 series of amendments to this Regulation, approvals of the vehicles to the preceding supplements to the 02 series of amendments shall remain valid and Contracting Parties applying this Regulation shall continue to grant extensions to such approvals and shall continue to accept them."
<PARAGRAPH 17.7.>,"As from the official date of entry into force of the 03 series of amendments, no Contracting Party applying this Regulation shall refuse to grant or refuse to accept type approvals under this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 17.8.>,"As from 1-September-2018, Contracting Parties applying this Regulation shall grant type approvals only if the vehicle type to be approved meets the requirements of this Regulation as amended by the 03 series of amendments."
<PARAGRAPH 17.9.>,Contracting Parties applying this Regulation shall not refuse to grant extensions of type approvals for existing types which have been granted according to the preceding series of amendments to this Regulation.
