paragraph,Text
<PARAGRAPH 7.1.3.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, being part of the lamp4 applying at the input terminals of the lamp the voltage declared by the manufacturer or, if not indicated Paragraph-6.75 V Paragraph-13.5 V Paragraph-28.0 V respectively."
<PARAGRAPH 7.1.4.>,"In the case of a system that uses an electronic light source control gear or a variable intensity control, not being part of the lamp the voltage declared by the manufacturer shall be applied to the input terminals of the lamp."
<PARAGRAPH 7.2.>,The test laboratory shall require from the manufacturer the light source control gear or a variable intensity control needed to supply the light source and the applicable functions.
<PARAGRAPH 7.3.>,"However in the case of a rear fog lamp of category F2 operated by a variable intensity control to obtain variable luminous intensity, photometric"
<PARAGRAPH 7.4.>,The voltage to be applied to the lamp shall be noted in the communication for in Annex-1 of this Regulation.
<PARAGRAPH 7.5.>,"For any lamp except those equipped with filament lamps, the luminous intensities, measured after one minute and after 30 minutes of operation, shall comply with the minimum and maximum requirements. The luminous intensity distribution after one minute of operation can be calculated from the luminous intensity distribution after 30 minutes of operation by applying at each test point the ratio of luminous intensities measured at HV after one minute and after 30 minutes of operation."
<PARAGRAPH 7.6.>,"The limits of the apparent surface in the direction of the reference axis of a light- signalling device shall be determined. 4 For the purpose of this Regulation ""being part of the lamp"" means to be physically included in the lamp body or to be external, separated or not, from the lamp body but supplied by the lamp manufacturer as part of the lamp system."
<PARAGRAPH 8.>,Heat resistance test
<PARAGRAPH 8.1.>,"The lamp must be subjected to a one-hour test of continuous operation following a warm-up period of 20 minutes. The ambient temperature shall be 23 ºC ± 5 ºC. The lamp used shall be a lamp of the category prescribed for the lamp, and shall be supplied with a current at a voltage such that it gives the specified average power at the corresponding test voltage."
<PARAGRAPH 8.2.>,"Where only the maximum power is specified, the test shall be carried out by regulating the voltage to obtain a power equal to 90 per cent of the specified power. The specified average or maximum power referred to above shall in all cases be chosen from the voltage range of 6, 12 or 24 V at which it reaches the highest value."
<PARAGRAPH 8.3.>,"In the case of light sources operated by an electronic control gear to obtain variable luminous intensity, the test shall be carried out under the conditions given at minimum 90 per cent of the higher luminous intensity. 8.4 After the lamp has been stabilized at the ambient temperature, no distortion, deformation, cracking or colour modification shall be perceptible."
<PARAGRAPH 9.>,"Colour of light emitted The colour of the light emitted inside the field of the light distribution grid defined at Paragraph-3. of Annex-3, which shall be measured under conditions described in Paragraph-7. above, shall be red. Outside this field no sharp variation of colour shall be observed. These requirements shall also apply within the range of variable luminous intensity produced by rear fog lamps of category F2. However, for lamps equipped with non-replaceable light sources (filament lamps and other), the colorimetric characteristics should be verified with the light sources present in the lamp, in accordance with relevant sub-paragraph of Paragraph-7.1. of this Regulation."
<PARAGRAPH 10.>,Conformity of production The conformity of production procedures shall comply with those set out in Annex-2 of the Agreement (-) with the following requirements:
<PARAGRAPH 10.1.>,Lamps approved under this Regulation shall be so manufactured as to conform to the type approved by meeting the requirements set forth in Paragraph-6. Paragraph-9. above.
<PARAGRAPH 10.2.>,The minimum requirements for conformity of production control procedures set forth in Annex-4 to this Regulation shall be complied with.
<PARAGRAPH 10.3.>,The minimum requirements for sampling by an inspector set forth in Annex-5 to this Regulation shall be complied with.
<PARAGRAPH 10.4.>,The Type Approval Authority which has granted type approval may at any time verify the conformity control methods applied in each production facility. The normal frequency of these verifications shall be once every two years.
<PARAGRAPH 11.>,Penalties for non-conformity of production
<PARAGRAPH 11.1.>,The approval granted for a type of rear fog lamp may be withdrawn if the foregoing requirements are not complied with or if a rear fog lamp bearing the mark referred to in Paragraph-4.3.1. Paragraph-4.3.2. does not conform to the type approved.
<PARAGRAPH 11.2.>,"If a Contracting Party to the Agreement which applies this Regulation withdraws an approval it has previously granted, it shall forthwith notify the other Contracting Parties which apply this Regulation by means of a communication form conforming to the model in Annex-1 to this Regulation."
<PARAGRAPH 12.>,"Production definitively discontinued If the holder of the approval completely ceases to manufacture a type of rear fog lamp approved under this Regulation, he shall inform thereof the Type Approval Authority which granted the approval. Upon receiving the relevant communication, that Authority shall inform the other Parties to the Agreement which apply this Regulation thereof, by means of a communication form conforming to the model in Annex-1 to this Regulation."
<PARAGRAPH 13.>,"Names and addresses of Technical Services conducting approval tests, and of Type Approval Authorities The Contracting Parties to the Agreement which apply this Regulation shall communicate to the secretariat of the United Nations the names and addresses of the Technical Services conducting approval tests and of the Type Approval Authorities which grant approval and to which the forms certifying approval or refusal or withdrawal of approval, issued in other countries, are to be sent."
