paragraph,Text
<PARAGRAPH 4.1.2.2.>,Drawings of the vehicle showing the vehicle type in side and rear elevation and design details of the lateral parts of the structure;
<PARAGRAPH 4.1.2.3.>,"A detailed description of the LPD: their dimensions, lines, constituent materials, design details of their links to the vehicle and position on the vehicle."
<PARAGRAPH 4.1.3.>,A vehicle representative of the type to be approved shall be submitted to the technical service responsible for conducting the approval tests.
<PARAGRAPH 4.1.3.1.>,"A vehicle not comprising all the components proper to the type may be accepted for approval provided that it can be shown that the absence of the components omitted has no detrimental effect on the results of the approval, so far as the requirements of this part are concerned."
<PARAGRAPH 4.1.3.2.>,It shall be the responsibility of the applicant for approval to show that acceptance of the variants referred to in Paragraph-4.1.3.1. is compatible with compliance with the requirements of this part.
<PARAGRAPH 4.2.>,Application for approval pursuant to Part II of this Regulation
<PARAGRAPH 4.2.1.>,The application for approval pursuant to Part II of this Regulation shall be submitted by the manufacturer of the LPD or by his duly accredited representative.
<PARAGRAPH 4.2.2.>,It shall be accompanied by the under-mentioned documents in triplicate and by the following particulars:
<PARAGRAPH 4.2.2.1.>,"A detailed description of the LPD: their dimensions, lines, constituent materials and the details of their intended links to the vehicle;"
<PARAGRAPH 4.2.2.2.>,A sample of the type of LPD: the sample must be clearly and indelibly marked on all its main components with the applicant's trade name or mark and the type designation;
<PARAGRAPH 4.2.2.3.>,A LPD representative of the type to be approved shall be submitted to the technical service responsible for conducting the approval tests.
<PARAGRAPH 4.3.>,Application for approval pursuant to Part III of this Regulation
<PARAGRAPH 4.3.1.>,The application for approval pursuant to Part III of this Regulation shall be submitted by the vehicle manufacturer or by his duly accredited representative.
<PARAGRAPH 4.3.2.>,It shall be accompanied by the under-mentioned documents in triplicate and by the following particulars:
<PARAGRAPH 4.3.2.1.>,"Drawings of the vehicle showing, according to the criteria referred to in Paragraph-2.4.2., the vehicle type in side elevation with an indication of the position of the approved LPD and design details of their links to the vehicle;"
<PARAGRAPH 4.3.2.2.>,A list of the LPD intended to be fitted to the vehicle;
<PARAGRAPH 4.3.2.3.>,"At the request of the approval authority the type approval communication form (i.e. Annex-1, Annex-2 of this Regulation) for the LPD shall also be supplied."
<PARAGRAPH 4.3.3.>,A vehicle representative of the type to be approved and fitted with approved LPD shall be submitted to the technical service responsible for conducting the approval tests.
<PARAGRAPH 4.3.3.1.>,"A vehicle not comprising all the components proper to the type may be accepted for approval provided that it can be shown that the absence of the components omitted has no detrimental effect on the results of the approval, so far as the requirements of this part are concerned."
<PARAGRAPH 4.3.3.2.>,It shall be the responsibility of the applicant for approval to show that acceptance of the variants referred to in Paragraph-4.3.3.1. is compatible with compliance with the requirements of this part.
<PARAGRAPH 5.>,Approval
<PARAGRAPH 5.1.>,Approval pursuant to Part I of this Regulation
<PARAGRAPH 5.1.1.>,"If the complete, incomplete or completed vehicle submitted for approval pursuant to this part meets the requirements of Paragraph-12., approval of that vehicle type shall be granted."
<PARAGRAPH 5.1.2.>,An approval number shall be assigned to each type approved. Its first two digits (at present 01 corresponding to the 01 series of amendment) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another vehicle type as defined in this Regulation.
<PARAGRAPH 5.1.3.>,"Notice of approval or refusal or extension of approval of a vehicle type pursuant to this part shall be communicated to the Contracting Parties to the Agreement which apply this Regulation, by means of a form conforming to the model in Annex-1, Annex-1, to this Regulation."
<PARAGRAPH 5.1.4.>,"There shall be affixed, conspicuously and in a readily accessible location specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation, an approval mark consisting of:"
<PARAGRAPH 5.1.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval;2 2 1 for Germany, 2 for France, 3 for Italy, 4 for the Netherlands, 5 for Sweden, 6 for Belgium, 7 for Hungary, 8 for the Czech Republic, 9 for Spain, 10 for Serbia, 11 for the United Kingdom, 12 for Austria, 13 for Luxembourg, 14 for Switzerland, 15 (vacant), 16 for Norway, 17 for Finland, 18 for Denmark, 19 for Romania, 20 for Poland, 21 for Portugal, 22 for the Russian Federation, 23 for Greece, 24 for Ireland, 25 for Croatia, 26 for Slovenia, 27 for Slovakia, 28 for Belarus, 29 for Estonia, 30 (vacant), 31 for Bosnia and Herzegovina, 32 for Latvia, 33 (vacant), 34 for Bulgaria, 35 (Kazakhstan), 36 for Lithuania, 37 for Turkey, 38 (vacant), 39 for Azerbaijan, 40 for The former Yugoslav Republic of Macedonia, 41 (vacant), 42 for the European Union (Approvals are granted by its Member States using their respective ECE symbol), 43 for Japan, 44 (vacant), 45 for Australia, 46 for Ukraine, 47 for South Africa, 48 for New Zealand, 49 for Cyprus, 50 for Malta, 51 for the Republic of Korea, 52 for Malaysia, 53 for Thailand, 54 and 55 (vacant), 56 for Montenegro, 57 (vacant) and 58 for Tunisia. Other numbers shall be assigned to other countries in the"
<PARAGRAPH 5.1.4.2.>,"The number of this Regulation, followed by the letter ""R"", a dash and the approval number to the right of the circle prescribed in Paragraph-5.1.4.1."
<PARAGRAPH 5.1.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country that has granted approval under this Regulation, the symbol prescribed in Paragraph-5.1.4.1. need not be repeated; in such a case the Regulation and approval numbers and the additional symbols of all the Regulations under which approval has been granted in the country that has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-5.1.4.1."
<PARAGRAPH 5.1.6.>,The approval mark shall be clearly legible and be indelible.
<PARAGRAPH 5.1.7.>,The approval mark shall be placed close to or on the vehicle data plate affixed by the manufacturer.
<PARAGRAPH 5.1.8.>,Annex-2 to this Regulation gives examples of arrangements of approval marks.
<PARAGRAPH 5.2.>,Approval pursuant to Part II of this Regulation
<PARAGRAPH 5.2.1.>,"If the LPD submitted for approval pursuant to this part meet the requirements of Paragraph-14., approval of that type of LPD shall be granted."
<PARAGRAPH 5.2.2.>,An approval number shall be assigned to each type approved. Its first two digits (at present 01 corresponding to the 01 series of amendments) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another type of device.
<PARAGRAPH 5.2.3.>,"Notice of approval, or refusal or extension of approval of a type of LPD pursuant to this part shall be communicated to the Contracting Parties to the Agreement which apply this Regulation, by means of a form conforming to the model in Annex-1, Annex-2, to this Regulation."
<PARAGRAPH 5.2.4.>,"There shall be affixed, conspicuously and in a readily accessible location specified on the approval form, to the main components of LPD conforming to a type of LPD approved under this Regulation an approval mark consisting of:"
<PARAGRAPH 5.2.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval2;"
<PARAGRAPH 5.2.4.2.>,The approval number to the right of the circle prescribed in Paragraph-5.2.4.1.
<PARAGRAPH 5.2.5.>,The approval mark shall be clearly legible and be indelible.
<PARAGRAPH 5.2.6.>,"Annex-2 to this Regulation gives examples of arrangements of approval marks. chronological order in which they ratify or accede to the Agreement Concerning the Adoption of Uniform Technical Prescriptions for Wheeled Vehicles, Equipment and Parts which can be Fitted and/or be Used on Wheeled Vehicles and the Conditions for Reciprocal Recognition of Approvals Granted on the Basis of these Prescriptions, and the numbers thus assigned shall be communicated by the Secretary-General of the United Nations to the Contracting Parties to the Agreement."
<PARAGRAPH 5.3.>,Approval pursuant to Part III of this Regulation
<PARAGRAPH 5.3.1.>,"If the vehicle submitted for approval pursuant to this part is equipped with an approved LPD and meets the requirements of Paragraph-15., approval of that vehicle type shall be granted."
<PARAGRAPH 5.3.2.>,An approval number shall be assigned to each type approved. Its first two digits (at present 01 corresponding to the 01 series of amendments) shall indicate the series of amendments incorporating the most recent major technical amendments made to the Regulation at the time of issue of the approval. The same Contracting Party shall not assign the same number to another vehicle type.
<PARAGRAPH 5.3.3.>,"Notice of approval or refusal or extension of approval of a vehicle type pursuant to this Regulation shall be communicated to the Contracting Parties to the Agreement which apply this Regulation, by means of a form conforming to the model in Annex-1, Annex-3, to this Regulation."
<PARAGRAPH 5.3.4.>,"There shall be affixed, conspicuously and in a readily accessible place specified on the approval form, to every vehicle conforming to a vehicle type approved under this Regulation an approval mark consisting of:"
<PARAGRAPH 5.3.4.1.>,"A circle surrounding the letter ""E"" followed by the distinguishing number of the country which has granted approval2;"
<PARAGRAPH 5.3.4.2.>,"The number of this Regulation, followed by the letter ""R"", a dash and the approval number to the right of the circle prescribed in Paragraph-5.3.4.1."
<PARAGRAPH 5.3.5.>,"If the vehicle conforms to a vehicle type approved, under one or more other Regulations annexed to the Agreement, in the country which has granted approval under this Regulation, the symbol prescribed in Paragraph-5.3.4.1. need not be repeated; in such a case the Regulation and approval numbers and the additional symbols of all the Regulations under which approval has been granted in the country which has granted approval under this Regulation shall be placed in vertical columns to the right of the symbol prescribed in Paragraph-5.3.4.1."
<PARAGRAPH 5.3.6.>,The approval mark shall be clearly legible and be indelible.
<PARAGRAPH 5.3.7.>,The approval mark shall be placed close to or on the vehicle data plate affixed by the manufacturer.
<PARAGRAPH 5.3.8.>,Annex-2 to this Regulation gives examples of arrangements of approval marks.
<PARAGRAPH 6.>,Modification and extension of approval of a type of vehicle or LPD
<PARAGRAPH 6.1.>,Every modification of the type of vehicle or LPD shall be notified to the administrative department which approved the type. The department may then either:
<PARAGRAPH 6.1.1.>,Consider that the modifications made are unlikely to have an appreciable adverse effect and that in any case the vehicle or LPD still complies with the requirements; Paragraph-6.1.2. Require a further test report from the technical service responsible for conducting the tests.
<PARAGRAPH 6.2.>,"Confirmation or refusal of approval, specifying the modifications, shall be communicated by the procedure specified in Paragraph-5.1.3. Paragraph-5.2.3. Paragraph-5.3.3., as applicable, to the Contracting Parties to the Agreement applying this Regulation."
<PARAGRAPH 6.3.>,The competent authority issuing the extension of approval shall assign a series number for such an extension and inform thereof the other Contracting Parties to the 1958 Agreement applying this Regulation by means of a communication form conforming to the model in Annex-1 to this Regulation.
<PARAGRAPH 7.>,"Conformity of production The conformity of production procedures shall comply with those set out in the Agreement, Annex-2 (-), with the following requirements:"
<PARAGRAPH 7.1.>,Every vehicle or LPD approved under this Regulation shall be so manufactured as to conform to the type approved by meeting the requirements of the respective parts above;
<PARAGRAPH 7.2.>,The approval authority that has granted type approval may at any time verify the conformity control methods applicable to each production facility.
<PARAGRAPH 8.>,Penalties for non-conformity of production
<PARAGRAPH 8.1.>,"The approval granted in respect of a type of vehicle or LPD pursuant to this Regulation may be withdrawn if the requirements laid down in Paragraph-12. Paragraph-14. Paragraph-15., as applicable, are not complied with."
<PARAGRAPH 8.2.>,"If a Contracting Party to the Agreement applying this Regulation withdraws an approval it has previously granted, it shall forthwith notify the other Contracting Parties applying this Regulation, by means of a communication form conforming to the model in Annex-1 to this Regulation."
<PARAGRAPH 9.>,"Production definitely discontinued If the holder of the approval completely ceases to manufacture a type of vehicle or LPD approved in accordance with this Regulation, he shall so inform the authority that granted the approval. Upon receiving the relevant communication that authority shall inform thereof the other Contracting Parties to the Agreement applying this Regulation by means of a communication form conforming to the model in Annex-1 to this Regulation."
<PARAGRAPH 10.>,"Names and addresses of technical services responsible for conducting approval tests, and of administrative departments The Contracting Parties to the 1958 Agreement applying this Regulation shall communicate to the United Nations Secretariat the names and addresses of the technical services responsible for conducting approval tests and of the administrative departments that grant approval and to which forms certifying approval or extension or refusal or withdrawal of approval, issued in other countries, are to be sent."
<PARAGRAPH 11.>,Transitional provisions
<PARAGRAPH 11.1.>,"As from the official date of entry into force of the 01 series of amendments, no Contracting Party applying this Regulation shall refuse to grant ECE approval under this Regulation as amended by the 01 series of amendments."
<PARAGRAPH 11.2.>,"As from 12 months after the date of entry into force of the 01 series of amendments, Contracting Parties applying this Regulation shall grant approvals only if the type of vehicle or LPD to be approved meets the requirements of this Regulation as amended by the 01 series of amendments."
<PARAGRAPH 11.3.>,"Even after the entry into force of the 01 series of amendments to this Regulation, approvals issued to the 00 series of amendments shall remain valid and Contracting Parties applying this Regulation shall continue to grant extensions to such approvals and shall continue to accept them."
<PARAGRAPH 11.4.>,No Contracting Party applying this Regulation shall refuse national or regional type approval of a vehicle type approved to the 00 series of amendments to this Regulation. Part I Approval of vehicles with regard to their lateral protection devices (LPD)
<PARAGRAPH 12.>,Requirements
<PARAGRAPH 12.1.>,LPD shall not increase the overall width of the vehicle and the main part of their outer surface shall not be more than 150 mm inboard from the outermost plane (maximum width) of the vehicle. Their forward end may be turned inwards on some vehicles in accordance with Paragraph-12.4.3. Paragraph-12.4.4. Their rearward end shall not be more than 30 mm inboard from the outermost edge of the rear tyres (excluding any bulging of the tyres close to the ground) over at least the rearmost 250 mm.
<PARAGRAPH 12.2.>,"The outer surface of the LPD shall be smooth, and so far as possible continuous from front to rear; adjacent parts may however overlap provided that the overlapping edge faces rearwards or downwards, or a gap of not more than 25 mm measured longitudinally may be left, provided that the rearward part does not protrude outboard of the forward part; domed heads of bolts or rivets may protrude beyond the surface to a distance not exceeding 10 mm and other parts may protrude to the same extent provided that they are smooth and similarly rounded; all external edges and corners that may be contacted by a sphere of 100 mm diameter shall be rounded with a radius not less than 2.5 mm; those protruding less than 5 mm shall have blunted outward facing edges."
<PARAGRAPH 12.3.>,"LPD may consist of a continuous flat surface, or of one or more horizontal rails, or a combination of surface and rails; when rails are used they shall be not more than 300 mm apart and not less than: (a) 50 mm high in the case of vehicles of categories N2 and O3; (b) 100 mm high and essentially flat in the case of vehicles of categories N3 and O4. Combinations of surfaces and rails shall form a practically continuous LPD subject, however, to the provisions of Paragraph-12.2."
<PARAGRAPH 12.4.>,The forward edge of LPD shall be constructed as follows:
<PARAGRAPH 12.4.1.>,Their position shall be:
<PARAGRAPH 12.4.1.1.>,On a vehicle of category N2 or N3: not more than 300 mm to the rear of the vertical plane perpendicular to the longitudinal plane of the vehicle and tangential to the outer surface of the tyre on the wheel immediately forward of the device;
<PARAGRAPH 12.4.1.2.>,On a drawbar trailer: not more than 500 mm to the rear of the plane defined in Paragraph-12.4.1.1.;
<PARAGRAPH 12.4.1.3.>,"On a semi-trailer: not more than 250 mm to the rear of the transverse median plane of the support legs, if support legs are fitted, but in any case the distance from the front edge to the transverse plane passing through the centre of the kingpin in its rearmost position may not exceed 2.7 m;"
<PARAGRAPH 12.4.1.4.>,"On a central axle trailer: in the area forward of the transverse plane passing through the centre of the front axle but not more than the front of the bodywork, if any, to ensure the normal manoeuvrability of the trailer."
<PARAGRAPH 12.4.2.>,"Where the forward edge lies in an open space of more than 25 mm, the edge shall consist of a continuous vertical member extending over the whole height of the device; the outer and forward faces of this member shall measure at least 50 mm rearwards and be turned 100 mm inwards or have a minimum radius of 50 mm in the case of vehicles of categories N2 and O3 and at least 100 mm rearwards and be turned 100 mm inwards or have a minimum radius of 100 mm in the case of vehicles of categories N3 and O4."
<PARAGRAPH 12.4.3.>,"On a vehicle of category N2 or N3 where the 300 mm dimension referred to in Paragraph-12.4.1.1. falls within the cab, the device shall be so constructed that the gap between its forward edge and the cab panels do not exceed 100 mm and, if necessary, shall be turned in through an angle not exceeding 45º. In this case, the provisions of Paragraph-12.4.2. are not applicable."
<PARAGRAPH 12.4.4.>,"At the manufacturer's option, on a vehicle of category N2 or N3 where the 300 mm dimension referred to in Paragraph-12.4.1.1. falls behind the cab and the device extends forward to within 100 mm of the cab, then the provisions of Paragraph-12.4.3. may be met."
<PARAGRAPH 12.5.>,The rearward edge of LPD shall not be more than 300 mm forward of the vertical plane perpendicular to the longitudinal plane of the vehicle and tangential to the outer surface of the tyre on the wheel immediately to the rear; a continuous vertical member is not required on the rear edge.
<PARAGRAPH 12.6.>,"The requirements of Paragraph-12.4. Paragraph-12.5. are independent and cannot be combined. However, in the case of a vehicle having two steered axles an LPD shall not be required between those two axles if the longitudinal distance between their centre lines does not exceed 2 100 mm."
<PARAGRAPH 12.7.>,The front and rear overhang of the LPD shall not exceed the distance between the links and the centre of the ram measured during the test prescribed in Paragraph-12.10. In the case of several such distances the greatest of the test distances shall not be exceeded.
<PARAGRAPH 12.8.>,The lower edge of LPD shall at no point be more than 550 mm above the ground.
<PARAGRAPH 12.9.>,"The upper edge of LPD shall not be more than 350 mm below that part of the structure of the vehicle, cut or contacted by a vertical plane tangential to the outer surface of the tyres, excluding any bulging close to the ground, except in the following cases:"
<PARAGRAPH 12.9.1.>,"Where the plane in Paragraph-12.9. does not cut the structure of the vehicle, then the upper edge shall be level with the surface of the load-carrying platform, or 950 mm from the ground, whichever is the less;"
<PARAGRAPH 12.9.2.>,"Where the plane in Paragraph-12.9. cuts the structure of the vehicle at a level more than 1.3 m above the ground, then the upper edge of the device shall not be less than 950 mm above the ground;"
<PARAGRAPH 12.9.3.>,"On a vehicle specially designed and constructed, and not merely adapted, for the carriage of a container or demountable body, the upper edge of the device may be determined in accordance with Paragraph-12.9.1. Paragraph-12.9.2., the container or body being considered as part of the vehicle;"
<PARAGRAPH 12.9.4.>,"On a vehicle fitted with a crane for loading, unloading or other operations, having a permanently fitted operator™s workstation or operating platform from which the crane may be controlled, the upper edge of the LPD may be determined in accordance with Paragraph-12.9.1. Paragraph-12.9.2., the workstation or operating platform being considered as if it was the load carrying platform."
<PARAGRAPH 12.10.>,"LPD shall be essentially rigid, securely mounted (they shall not be liable to loosening due to vibration in normal use of the vehicle) and, except as regards the parts listed in Paragraph-12.11., made of metal or any other suitable material. LPD shall be considered suitable if they are capable of withstanding a horizontal static force of 1 kN applied perpendicularly to any part of their external surface by the centre of a ram the face of which is circular and flat, with a diameter of 220 mm + 10 mm, and if the deflection of the device under load measured at the centre of the ram is then not more than: (a) 30 mm over the rearmost 250 mm of the device; and (b) 150 mm over the remainder of the device. At the request of the manufacturer, compliance with this requirement may be demonstrated by calculation. The validity of the calculation method shall be established to the satisfaction of the Technical Service."
<PARAGRAPH 12.11.>,"Components permanently fixed to the vehicle, e.g. spare wheels, battery box, air tanks, fuel tanks, lamps, reflectors and tool boxes may be incorporated in a device, provided that they meet the dimensional requirements of this part. The requirements of Paragraph-12.2. shall apply as regards gaps between protective devices and permanently fixed components."
<PARAGRAPH 12.12.>,"The device may not be used for the attachment of brake, air or hydraulic pipes."
<PARAGRAPH 12.13.>,"LPD may be so designed to have several positions at the side of the vehicle. In this event, there must be a guaranteed method of securing them in their normal operating position so that any unintentional change of position is precluded. The force applied by the operator to vary the position of the device shall not exceed 40 daN."
<PARAGRAPH 13.>,Derogations
<PARAGRAPH 13.1.>,"By derogation from the above provisions, vehicles of the following types need comply only as indicated in each case:"
<PARAGRAPH 13.1.1.>,"An extendible trailer shall comply with all the requirements of Paragraph-12. when closed to its minimum length; when the trailer is extended, however, the LPD need only comply with Paragraph-12.8. Paragraph-12.9., Paragraph-12.10., and with either Paragraph-12.4. Paragraph-12.5., but not necessarily both; extension of the trailer shall not produce gaps along the length of the LPD;"
<PARAGRAPH 13.1.2.>,"A tank vehicle, that is a vehicle designed solely for the carriage of a fluid substance in a closed tank permanently fitted to the vehicle and provided with hose or pipe connections for loading or unloading, shall be fitted with LPD that comply so far as is practicable with all the requirements of Paragraph-12.; strict compliance may be waived only where operational requirements make this necessary;"
<PARAGRAPH 13.1.3.>,"On a vehicle fitted with extendible legs to provide additional stability during loading, unloading or other operations for which the vehicle is designed, LPD may be arranged with additional gaps where these are necessary to permit extension of the legs;"
<PARAGRAPH 13.1.4.>,"On a vehicle equipped with lashing and securing points in accordance with ISO 9367-1:1989 or ISO 9367-2:1994 for water borne transportation on Ro/Ro vessels, gaps shall be permitted within LPD to accept the attachment of restraint devices."
<PARAGRAPH 13.1.5.>,"On a vehicle fitted with a crane for loading, unloading or other operations for which the vehicle is designed, making it impracticable to comply with all the requirements of Paragraph-12., the LPD may be arranged with additional gaps where these are necessary to permit the movement or stowage of the crane."
<PARAGRAPH 13.2.>,"If the sides of the vehicle are so designed and/or equipped that by their shape and characteristics the component parts together meet the requirements of Paragraph-12., they may be regarded as replacing the LPD. Part II Approval of lateral protection devices (LPD)"
<PARAGRAPH 14.>,Requirements
<PARAGRAPH 14.1.>,"The outer surface of the LPD shall be smooth, and so far as possible continuous from front to rear; adjacent parts may however overlap provided that the overlapping edge faces rearwards or downwards, or a gap of not more than 25 mm measured longitudinally may be left, provided that the rearward part does not protrude outboard of the forward part; domed heads of bolts or rivets may protrude beyond the surface to a distance not exceeding 10 mm and other parts may protrude to the same extent provided that they are smooth and similarly rounded; all external edges and corners that may be contacted by a sphere of 100 mm diameter shall be rounded with a radius not less than 2.5 mm; those protruding less than 5 mm shall have blunted outward facing edges."
<PARAGRAPH 14.2.>,"LPD may consist of a continuous flat surface, or of one or more horizontal rails, or a combination of surface and rails; when rails are used they shall be not more than 300 mm apart and not less than: a) 50 mm high in the case of LPD for vehicles of categories N2 and O3; or b) 100 mm high and essentially flat in the case of LPD for vehicles of categories for N3 and O4. Combinations of surfaces and rails shall form a practically continuous LPD subject, however, to the provisions of Paragraph-14.1."
<PARAGRAPH 14.3.>,The forward edge shall consist of a continuous vertical member extending over the whole height of the device; the outer and forward faces of this member shall measure at least 50 mm rearwards and be turned 100 mm inwards or have a minimum radius of 50 mm in the case of vehicles of categories N2 and O3 and at least 100 mm rearwards and be turned 100 mm inwards or a minimum radius of 100 mm in the case of vehicles of categories N3 and O4.
<PARAGRAPH 14.4.>,"LPD shall be essentially rigid and, except as regards the parts listed in Paragraph-14.5., made of metal or any other suitable material. LPD shall be considered suitable if they are capable of withstanding a horizontal static force of 1 kN applied perpendicularly to any part of their external surface by the centre of a ram the face of which is circular and flat, with a diameter of 220 mm ± 10 mm, and if the deflection of the device under load measured at the centre of the ram is then not more than: a) 30 mm over the rearmost 250 mm of the device; and b) 150 mm over the remainder of the device. At the request of the manufacturer, compliance with this requirement may be demonstrated by calculation. The validity of the calculation method shall be established to the satisfaction of the Technical Service."
<PARAGRAPH 14.5.>,"Components permanently fixed to the vehicle, e.g. spare wheels, battery box, air tanks, fuel tanks, lamps, reflectors and tool boxes may be incorporated in a device, provided that they meet the dimensional requirements of this part."
<PARAGRAPH 14.6.>,"LPD may be so designed to have several positions at the side of the vehicle. In this event, there must be a guaranteed method of securing them in their normal operating position so that any unintentional change of position is precluded. The force applied by the operator to vary the position of the device shall not exceed 40 daN. Part III Approval of a vehicle with regard to the installation of lateral protection devices (LPD) of a type approved according to Part II of this regulation"
<PARAGRAPH 15.>,Requirements
<PARAGRAPH 15.1.>,LPD shall not increase the overall width of the vehicle and the main part of its outer surface shall not be more than 150 mm inboard from the outermost plane (maximum width) of the vehicle. Their forward end may be turned inwards on some vehicles in accordance with Paragraph-15.2.3. Paragraph-15.2.4. Their rearward end shall not be more than 30 mm inboard from the outermost edge of the rear tyres (excluding any bulging of the tyres close to the ground) over at least the rearmost 250 mm.
<PARAGRAPH 15.2.>,The forward edge of LPD shall be constructed as follows:
<PARAGRAPH 15.2.1.>,Their position shall be:
<PARAGRAPH 15.2.1.1.>,On a vehicle of category N2 or N3 : not more than 300 mm to the rear of the vertical plane perpendicular to the longitudinal plane of the vehicle and tangential to the outer surface of the tyre on the wheel immediately forward of the device;
<PARAGRAPH 15.2.1.2.>,On a drawbar trailer: not more than 500 mm to the rear of the plane defined in Paragraph-15.2.1.1.;
<PARAGRAPH 15.2.1.3.>,"On a semi-trailer: not more than 250 mm to the rear of the transverse median plane of the support legs, if support legs are fitted, but in any case the distance from the front edge to the transverse plane passing through the centre of the kingpin in its rearmost position may not exceed 2.7 m."
