Index,Text
38.4.2.3.1,"A group of light sources, wired so that the failure of any one of them causes all of them to stop emitting light, shall be considered to be one light source."
38.4.2.3.2,"The lamp shall comply with the minimum intensity required in the table of standard light distribution in space as shown in figure 1 when any one light source has failed. However, for lamps designed for only two light sources, 50% of the minimum intensity in the axis of reference of the lamp shall be considered sufficient, provided that a note  Paragraph- that the lamp is only for use on a vehicle fitted with a tell-tale which indicates when any one of these two light sources has failed."
38.4.3,"For category S3 or S4 stop lamp for which horizontal angles required for light distribution in space of the lamps are shown in Figure 2. The minimum vertical angles of light distribution in space are 10 degrees above and 5 degrees below the horizontal; for lamps  intended to be installed with their H plane at a mounting height more than 2,100 mm above the ground, for which they are 5 degrees above and 15 degrees below the horizontal."
38.4.4,"In the case where a device is intended to be installed at a mounting height of equal to or less than 750 mm above the ground, the photometric intensity is verified only up to an angle of 5 degrees downwards."
38.4.4.1,"In case of vehicles of category symbols M, N, O: Throughout the fields defined in the diagram of angles required for light distribution in space of the lamps, the intensity of the light emitted must be not less than 0.3 cd for devices of categories S3 and for those of categories S4 by day; it shall not be less than 0.07 cd for devices of categories S4 by night;"
38.4.5,The variable intensity control shall not generate signals which cause luminous intensities as below:
38.4.5.1,outside the range specified in Figure 1. above Paragraph- exceeding the respective steady luminous intensity maximum specified in Figure 1. for the specific device (a) for systems depending only on daytime and night time conditions: under night time conditions (b) for other systems: under standard conditions.
38.5,"Trichromatic coordinates: The colour of the light emitted inside the field shall be red defined in ng and light- of Directionsp·see Figure 1p¸, Outside this field, no sharp variation of colour shall be observed. These requirements shall also apply within the range of variable luminous intensity produced by stop lamps of category S4. The source of light is according to each testing measure conditions to proceed. However, for lamps equipped with non-replaceable light sources (filament lamps and other), the colorimetric characteristics should be verified with the light sources present in the lamp."
38.5.1,These requirements shall also apply within the range of variable luminous intensity produced by rear position (side) lamps of category R2.
38.5.2,"In the case of a category S3 or S4 stop lamp, which is intended to be mounted inside the vehicle, the colorimetric characteristics  shall be verified with the worst case combination(s) of lamp and rear window(s) or sample plate(s)."
38.6,In the case of replaceable light source(s):
38.6.1,"Any category or categories of light source(s) approved according to Filament lamps of VSTD may be used, its shall concern about relevant special restriction."
38.6.2,The design of the device shall be such that the light source(s) can be fixed in no other position but the correct one.
38.6.3,"The light source(s) holder shall conform to the characteristics given in IEC Publication 60061, and the holder data sheet relevant to the category of light source used, applies."
38.7,Test conditions for each measuring
38.7.1,Testing voltage
38.7.1.1,"For lamps equipped with non-replaceable light sources (filament lamps and others)the light source of the lamp shall be used. And shall be measured at 6.75 V, 13.5 V or 28.0 V, respectively according to specs of lamps. For categories L1 and L3 the manufactories specifications are followed."
38.7.1.2,"In case of a lamp with replaceable light source, if not supplied by an electronic light source control gear or a variable intensity control, with an uncolored or colored standard light source of the category prescribed for the device, supplied with the voltage: (a) In the case of filament lamp(s), that is necessary to produce the reference luminous flux required for that category of filament lamp, (b) In the case of LED light source(s) of 6.75 V, 13.5 V or 28.0 V; the luminous flux value produced shall be corrected. The correction factor is the ratio between the objective luminous flux and the value of the luminous flux found at the voltage applied. (c) When equipped with light source(s) at 6.75 V, 13.5 V or 28.0 V, the luminous intensity values produced shall be corrected. For filament lamps the correction factor is the ratio between the reference luminous flux and the mean value of the luminous flux  found at the voltage applied (6.75 V, 13.5 V or 28.0 V). For LED light sources the correction factor is the ratio between the objective luminous flux and the mean value of the luminous flux found at the voltage applied (6.75 V, 13.5 V or 28.0 V). The actual luminous fluxes of each light source used shall not deviate more than +/- 5 per cent from the mean value. Alternatively and in case of filament lamps only, a standard filament lamp may be used in turn, in each of the individual positions, operated at its reference flux, the individual measurements in each position being added together."
38.7.1.3,"In the case of a system that uses an electronic light source control gear or a variable intensity control, being part of the lamp 6/ applying at the input terminals of the lamp the voltage declared by the manufacturer or, if not indicated, 6.75 V, 13.5 V or 28.0 V respectively."
38.7.1.4,"In the case of a system that uses an electronic light source control gear or a variable intensity control, not being part of the lamp the voltage declared by the manufacturer shall be applied to the input terminals of the lamp."
38.7.2,"However, in the case of light sources operated by a variable intensity control to obtain variable luminous intensity, photometric measurements shall be performed according to the applicant's description."
38.7.3,The technical service shall require from the manufacturer the light source control gear or a variable intensity control needed to supply the light source and the applicable functions.
38.7.4,The limits of the apparent surface in the direction of the reference axis of a light-signaling device shall be determined.
38.7.5,"In the case of a category S3 or S4 stop lamp, which is intended to be mounted inside the vehicle, a sample plate or sample plates (in case of different possibilities) as supplied shall be positioned in front of the lamp to be tested, in the geometrical position(s) as described in the application drawing(s) ."
38.8,"In the case of light source modules, it shall be checked that:"
38.8.1,The design of the light source module(s) shall be such as: 
38.8.1.1,that each light source module can only be fitted in no other position than the designated and correct one and can only be removed with the use of tool(s);
38.8.1.2,"If there are more than one light source module used in the housing for a device, light source modules having different characteristics can not be interchanged within the same lamp housing."
38.8.2,The light source module(s) shall be tamperproof.
38.8.3,"A light source module shall be so designed that regardless of the use of tool(s), it shall not be mechanically interchangeable with any replaceable approved light source."
38.9,Applicants apply for certification test shall provide at least two testing object and submit the documents as below:
38.9.1,Specification information f Paragraph- and thor photographs.
38.9.2,"Drawings(or photographs) of device, in sufficient detail information to identify the device and following items description: (a) In what geometrical position(s) the device may be mounted on the vehicle; the axis of observation to be taken is*/ the axis of reference in the tests (horizontal angle H = 0 deg., vertical angle V = 0 deg.); and the point to be taken as the centre of reference in the said tests; (b) The geometrical conditions of installation of the device(s) that meet(s) the requirements  Paragraph-. (c) In the case of an interdependent lamp system, the interdependent lamp or the combination of interdependent lamps that fulfil the requirements  Paragraph-;"
38.9.3,"A brief technical description, in particular, with the exception of lamps with non-replaceable light sources: (a) The category of filament lamp(s) that comply with Filament lamps of VSTD; and/or (b) The categories of LED light source(s) that comply withVSTD; and/or (c) The light source module specific identification code."
38.9.4,"In the case of a lamp with variable luminous intensity, a concise description of the variable intensity control, an arrangement  diagram and a specification of the characteristics of the system ensuring the two levels of intensity;"
38.9.5,Concise description
38.9.5.1,For mounting either outside or inside or both.
38.9.5.2,Colour of light emitted
38.9.5.3,"Number, category and kind of light source(s)"
38.9.5.4,Voltage and wattage
38.9.5.5,Only for limited mounting height of equal to or less than 750 mm above the ground.
38.9.5.6,Geometrical conditions of installation and relating variations (if any).
38.9.5.7,"Application of an electronic light source control gear/variable intensity control: (a) Being part of the lamp, or (b) Being not part of the lamp."
38.9.5.8,Input voltage(s) supplied by an electronic light source control gear/variable intensity control.
38.9.5.9,Electronic light source control gear/variable intensity control manufacturer and identification number (when the light source control gear is part of the lamp but is not included into the lamp body).
38.9.5.10,Variable luminous intensity.
38.9.5.11,"The S3 stop lamp is only for use on a vehicle fitted with a tell-tale indicating failure (according to 38.4.2.3.2).  Fig 1. Light intensity distribution in percentage Table 1. In the reference axis, the light emitted shall be at least equal to the minimum values and not exceed the maximum values specified belowpÉ Light Intensity (Candelas) Stop lamp Minimum intensities cd Maximum values in cd when used as Single lamp Lamp (single) S3 steady 25 110 55* S4 variable 25 160 80  Fig 2. Stop-lamps (S3/S4) Driving direction"
