Index,Text
69.3.4.1,"The design of the light source module(s) shall be such as:  (a) that each light source module can only be fitted in no other position that the designated and correct one and can only be removed with the use of tool(s); (b) If there are more than one light source module used in the housing for a device, light source modules having different characteristics can not be interchanged within the same lamp housing."
69.3.4.2,The light source module(s) shall be tamperproof.
69.3.4.3,"A light source module shall be so designed that regardless of the use of tool(s), it shall not be mechanically interchangeable with any replaceable approved light source."
69.4,Intensity of the light specifications for manoeuvring lamps
69.4.1,"The intensity shall not exceed 500 candelas in all directions in which the light can be observed, when installed in any mounting position specified by the applicant."
69.4.2,"The device must be so designed that the light emitted directly towards the side, the front or the rear of the vehicle does not exceed 0.5 cd within the angular field as defined below. (a) The vertical minimum angle phimin (in degree) is: phimin = arctan ((1-h)/10; where h is mounting height in m (b) The vertical maximum angle phimax (in degree) is: phimax = phimin + 11,3. The measurement shall be limited to a horizontal angle ranging from +90 deg. to -90 deg. with respect to the line which cuts the reference axis and which is perpendicular to the vertical longitudinal plane of the vehicle. The measurement distance shall be in minimum 3 m."
69.5,"Trichromatic coordinates: In the case of reversing lamp, the light emitted shall be white defined in light- of Directions. Outside this field no sharp variation of colour shall be observed. These requirements shall apply within  the range of variable luminous intensity produced by testing conditions. However, for lamps equipped with non-replaceable light sources (filament lamps and other), the colorimetric characteristics should be verified with the light sources present in the lamp."
69.6,In the case of replaceable filament lamp(s):
69.6.1,"Any category or categories of light source approved according to Filament lamps may be used, provided that no restriction on the use is made in Filament lamps and its series of amendments in force at the time of application for type approval."
69.6.2,The design of the device shall be such that the light source can be fixed in no other position but the correct one.
69.6.3,"The light source holder shall conform to the characteristics given in IEC Publication 60061. The holder data sheet relevant to the category of light source used, applies."
69.7,Test procedures
69.7.1,"All measurements, photometric and colorimetric, shall be made:"
69.7.1.1,"In the case of a lamp with replaceable light source, if not supplied by an electronic light source control gear, with an uncolored standard filament lamp of the category prescribed for the device, supplied with the voltage necessary to produce the reference luminous flux required for that category of filament lamp."
69.7.1.2,"In the case of a lamp equipped with non-replaceable light sources (filament lamps and other), at 6.75 V, 13.5 V or 28.0 V respectively."
69.7.1.3,"In the case of a system that uses an electronic light source control gear, being part of the lamp applying at the input terminals of the lamp the voltage declared by the manufacturer or, if not indicated, 6.75 V, 13.5 V or 28.0 V respectively."
69.7.1.4,In the case of a system that uses an electronic light source control gear not being part of the lamp the voltage declared by the manufacturer shall be applied to the input terminals of the lamp.
69.7.2,The Technical Service shall require from the manufacturer the light source control gear needed to supply the light source and the  applicable functions.
69.7.3,The voltage to be applied to the lamp shall be indicated in the communication form.
69.7.4,"For any lamp, except those equipped with filament lamps, the luminous intensities measured after one minute and after 30 minutes of operation, shall comply with the minimum and maximum requirements. The luminous intensity distribution after one minute of operation can be calculated from the luminous intensity distribution after 30 minutes of operation by applying at each test point the ratio of luminous intensities measured at HV after one minute and after 30 minutes of operation."
69.7.5,The limits of the apparent surface in the direction of the reference axis of a light-signalling device shall be determined.
69.8,Colour of Light Emitted The colour of the light emitted inside the field of the light distribution grid defined at Paragraph- shall be white. For testing  Paragraph-. to this Regulation. Outside this field no sharp variation of colour shall be observed.
69.8.1,Measured and recorded photometric characteristics The sampled lamp shall be subjected to photometric measurements for the minimum values at the points listed  Paragraph- and the required chromaticity coordinates.
