Index,Text
75.4.3.3,"The indicators, their identifications and the identifications of controls need not be illuminated when the headlamps are being flashed or operated as daytime running lamps."
75.4.3.4,"At the manufacturer's discretion any control, indicator or their identifications may be capable of being illuminated at any time."
75.4.3.5,A tell-tale shall not emit light except when identifying the malfunction or vehicle condition for whose indication it is designed or during a bulb check.
75.4.3.6,Brightness of Tell-Tale Illumination Means shall be provided for making tell-tales and their identification visible and recognisable to the driver under all driving conditions.
75.4.4,Colour 
75.4.4.1,Light of each tell-tale listed in Table 1 shall be of the colour shown in column 5 of this table.
75.4.4.1.1,"Nevertheless if already fitted on the vehicle as specified in Table 1 with the colour specification of column 5, each symbol with the footnote18 may be shown in other colours, in order to convey different meanings, according to the general colour coding as proposed in paragraph 5. of standard ISO 2575:2004."
75.4.4.2,"Indicators and tell-tales and identifications of indicators and controls not listed in Table 1 may be of any colour chosen by the manufacturer, however, such colour must not interfere with or mask the identification of any tell-tale, control, or indicator specified in Table 1. The colour to be selected shall follow the guidelines specified in paragraph 5 of standard ISO 2575:2004."
75.4.4.3,"Each symbol used for identification of tell-tale, control or indicator shall stand out clearly against the background."
75.4.4.4,The dark part of any symbol may be replaced by its outline.
75.4.5,Common Space for Displaying Multiple Information
75.4.5.1,"A common space may be used to show information from any source, subject to the following requirements:"
75.4.5.1.1,The tell-tales and indicators in the common space shall provide relevant information at the initiation of any underlying condition.
75.4.5.1.2,"When the underlying condition exists for actuation of two or more tell-tales, the information shall be either."
75.4.5.1.2.1,"Repeated automatically in sequence, Paragraph- Indicated by visible means and capable of being selected for viewing by the driver under the conditions  Paragraph-."
75.4.5.1.3,"The tell-tales for the brake system malfunction, headlamp driving beam, direction indicator and seat belt shall not be shown in the same common space."
75.4.5.1.4,"If tell-tale for the brake system malfunction, headlamp driving beam, direction indicator or seat belt is displayed in a  common space it must displace any other symbol in such common space if the underlying condition exists for its activation."
75.4.5.1.5,"With the exception of tell-tales for the brake system malfunction, headlamp driving beam, direction indicator or seat belt, the information may be cancellable automatically or by the driver."
75.4.5.1.6,"Unless prescribed in a specific Regulation, the colour requirements regarding tell-tales do not apply when tell-tales appear in a common space."
75.4.6,Conditions
75.4.6.1,The driver has adapted to the ambient light conditions.
75.4.6.2,"The driver is restrained by the installed crash protection system, adjusted in accordance with the manufacturer's instructions, and is free to move within constraints of that system. Table 1: Symbols, their illumination and colours.       1 Framed areas of the symbol may be solid. 2 The symbols included in this Regulation are substantially identical to symbols described in ISO 2575:2004. Proportional dimensional characteristics specified in ISO 2575:2004 shall be maintained. 3 The pair of arrows is a single symbol. When the controls or tell-tales for left and right turn operate independently, however, the two arrows may be considered separate symbols and be spaced accordingly. 4 Not required when arrows of turn signal tell-tales that otherwise operate independently flash simultaneously as hazard warning tell-tale. 5 Combination of the engine oil pressure symbol and the engine coolant temperature symbol in a single tell-tale is permitted. 6 Separate identification not required if function is combined with master lighting switch. 7 If a single tell-tale is used to indicate an airbag malfunction, the airbag malfunction symbol(22) must be used.  8 At least use symbols shall comply with the requirements of the location and identification of hand controls, tell-tales and indicators regulated in VSTD. 9 If a single tell-tale is used to indicate more than one brake system condition, the brake system malfunction symbol must be used. 10 Letter ""D"" may be replaced or supplemented by other alphanumeric character(s) or symbol(s) chosen by the manufacturer to indicate additional selection modes.. 11 Use when engine control is separate from the key locking system. 12 Not required if instrument panel lights are lit automatically on activation of the master lighting switch. 13 Symbols employing five lines instead of four (and vice versa) may also be used. 14 If the English letters are used, the required text identification can be displayed in uppercase and/or lowercase letters. 15 If the English letters are used, the required text identification must be displayed in lowercase letters. 16 Additionally, either of the low tyre pressure tell-tales may be used to indicate a tyre pressure monitoring system (TPMS) malfunction. 17 The vehicle outline shown is not intended to be restrictive, but is the recommended outline. Alternative vehicle outlines may be used in order to better represent the actual outline of a given vehicle. 18 Symbol may be shown in other colours than specified in column 5 in order to convey different meanings according to the general colour coding as proposed in paragraph 5 of ISO2575-2004. 19 The functions ""start"" and ""stop"" may be combined in one control. As an alternative to the prescribed symbol(s) it is allowed to use the text ""START"" and/or ""STOP"" or a combination of symbols and text. Text can be displayed in uppercase and/or lowercase letters. Note: The applicable provisions could refer to VSTD. 21 The supplementary letters ""OFF"" may be positioned on or adjacent to the outline of the symbol of item No. 44. The font of the letters ""OFF"" or ""ESC OFF"" is not intended to be restrictive (Note: the letters ""OFF"" and ""ESC OFF"" shall be kept in English and shall not be translated)."
